LinkID,HomeID,State,AC,qurt_hr
TX063230,TX263,TX,V1,0
TX064230,TX264,TX,V1,0
TX065230,TX265,TX,V1,3.19
TX066230,TX266,TX,V1,2.33
TX067230,TX267,TX,V1,0
TX068230,TX268,TX,V1,0
TX069230,TX269,TX,V1,0
TX070230,TX270,TX,V1,0
TX071230,TX271,TX,V1,1.7
TX072230,TX272,TX,V1,0.34
TX073230,TX273,TX,V1,0
TX074230,TX274,TX,V1,0
TX075230,TX275,TX,V1,0
TX076230,TX276,TX,V1,0
TX077230,TX277,TX,V1,0
TX078230,TX278,TX,V1,0
TX079230,TX279,TX,V1,0
TX080230,TX280,TX,V1,0
TX081230,TX281,TX,V1,0
TX082230,TX282,TX,V1,0
TX101130,EX101,TX,V1,15.62
TX102130,EX102,TX,V1,4.51
TX103130,EX103,TX,V1,3.74
TX104130,EX104,TX,V1,0
TX105130,EX105,TX,V1,0
TX106130,EX106,TX,V1,4.51
TX101230,EX201,TX,V1,0
TX102230,EX202,TX,V1,0
TX103230,EX203,TX,V1,1.42
TX104230,EX204,TX,V1,0
TX105230,EX205,TX,V1,0
TX106230,EX206,TX,V1,0
TX103130,EX103,TX,V1,1.66
TX104130,EX104,TX,V1,0
TX105130,EX105,TX,V1,2.08
TX103230,EX203,TX,V1,1.42
TX104230,EX204,TX,V1,0
TX105230,EX205,TX,V1,0
TX103130,EX103,TX,V1,1.36
TX104130,EX104,TX,V1,0
TX103230,EX203,TX,V1,1.06
TX104230,EX204,TX,V1,3.06
TX104130,EX104,TX,V1,0
TX104230,EX204,TX,V1,0
TX001130,TX001,TX,V1,0
TX002130,TX002,TX,V1,0
TX003130,TX003,TX,V1,0
TX004130,TX004,TX,V1,0
TX005130,TX005,TX,V1,0
TX006130,TX006,TX,V1,0
TX007130,TX007,TX,V1,2.96
TX008130,TX008,TX,V1,1.36
TX009130,TX009,TX,V1,0.69
TX010130,TX010,TX,V1,0
TX011130,TX011,TX,V1,5.78
TX012130,TX012,TX,V1,0
TX013130,TX013,TX,V1,0
TX014130,TX014,TX,V1,0
TX015130,TX015,TX,V1,1.21
TX016130,TX016,TX,V1,0
TX017130,TX017,TX,V1,0
TX018130,TX018,TX,V1,0
TX019130,TX019,TX,V1,0
TX020130,TX020,TX,V1,1.04
TX021130,TX021,TX,V1,0
TX022130,TX022,TX,V1,0.69
TX023130,TX023,TX,V1,0
TX024130,TX024,TX,V1,0
TX025130,TX025,TX,V1,0
TX026130,TX026,TX,V1,0
TX027130,TX027,TX,V1,0
TX028130,TX028,TX,V1,8.5
TX029130,TX029,TX,V1,6.38
TX030130,TX030,TX,V1,0
TX031130,TX031,TX,V1,0
TX032130,TX032,TX,V1,0
TX033130,TX033,TX,V1,0
TX034130,TX034,TX,V1,0
TX035130,TX035,TX,V1,0
TX036130,TX036,TX,V1,0
TX037130,TX037,TX,V1,0
TX038130,TX038,TX,V1,1.04
TX039130,TX039,TX,V1,2.04
TX040130,TX040,TX,V1,2.04
TX041130,TX041,TX,V1,1.02
TX042130,TX042,TX,V1,0
TX043130,TX043,TX,V1,3.72
TX044130,TX044,TX,V1,0
TX045130,TX045,TX,V1,0.7
TX046130,TX046,TX,V1,1.7
TX047130,TX047,TX,V1,2.08
TX048130,TX048,TX,V1,0
TX049130,TX049,TX,V1,0
TX050130,TX050,TX,V1,0
TX051130,TX051,TX,V1,0
TX052130,TX052,TX,V1,1.63
TX053130,TX053,TX,V1,3.52
TX054130,TX054,TX,V1,0
TX055130,TX055,TX,V1,0
TX056130,TX056,TX,V1,0
TX057130,TX057,TX,V1,0
TX058130,TX058,TX,V1,5.1
TX059130,TX059,TX,V1,0
TX060130,TX060,TX,V1,0
TX061130,TX061,TX,V1,1.06
TX062130,TX062,TX,V1,4
TX063130,TX063,TX,V1,0
TX064130,TX064,TX,V1,3.92
TX065130,TX065,TX,V1,4.08
TX066130,TX066,TX,V1,3.91
TX067130,TX067,TX,V1,3.47
TX068130,TX068,TX,V1,0
TX069130,TX069,TX,V1,0
TX070130,TX070,TX,V1,0
TX071130,TX071,TX,V1,2.08
TX072130,TX072,TX,V1,0
TX073130,TX073,TX,V1,0
TX074130,TX074,TX,V1,0
TX075130,TX075,TX,V1,0
TX076130,TX076,TX,V1,0
TX077130,TX077,TX,V1,0
TX078130,TX078,TX,V1,0
TX079130,TX079,TX,V1,0
TX080130,TX080,TX,V1,0
TX081130,TX081,TX,V1,0
TX082130,TX082,TX,V1,1.02
TX083130,TX083,TX,V1,0
TX084130,TX084,TX,V1,0
TX085130,TX085,TX,V1,0
TX086130,TX086,TX,V1,1.7
TX087130,TX087,TX,V1,5.44
TX088130,TX088,TX,V1,0
TX089130,TX089,TX,V1,2.04
TX090130,TX090,TX,V1,1.36
TX091130,TX091,TX,V1,2.2
TX092130,TX092,TX,V1,3.06
TX093130,TX093,TX,V1,0
TX094130,TX094,TX,V1,0.53
TX095130,TX095,TX,V1,0
TX096130,TX096,TX,V1,0
TX097130,TX097,TX,V1,3.75
TX098130,TX098,TX,V1,5.92
TX099130,TX099,TX,V1,0
TX100130,TX100,TX,V1,0
TX087230,TX287,TX,V1,0
TX093230,TX293,TX,V1,1.73
TX098230,TX298,TX,V1,0
TX001230,TX201,TX,V1,3.47
TX002230,TX202,TX,V1,0
TX003230,TX203,TX,V1,0
TX004230,TX204,TX,V1,0
TX005230,TX205,TX,V1,3.8
TX006230,TX206,TX,V1,0
TX007230,TX207,TX,V1,0
TX008230,TX208,TX,V1,0
TX009230,TX209,TX,V1,1.59
TX010230,TX210,TX,V1,0
TX011230,TX211,TX,V1,6.94
TX012230,TX212,TX,V1,2
TX013230,TX213,TX,V1,1.92
TX014230,TX214,TX,V1,0
TX015230,TX215,TX,V1,0
TX016230,TX216,TX,V1,0
TX017230,TX217,TX,V1,0
TX018230,TX218,TX,V1,0
TX019230,TX219,TX,V1,0.34
TX020230,TX220,TX,V1,0
TX021230,TX221,TX,V1,0.34
TX022230,TX222,TX,V1,0
TX023230,TX223,TX,V1,0
TX024230,TX224,TX,V1,0
TX025230,TX225,TX,V1,0
TX026230,TX226,TX,V1,0
TX027230,TX227,TX,V1,4
TX028230,TX228,TX,V1,8.67
TX029230,TX229,TX,V1,0
TX030230,TX230,TX,V1,0
TX031230,TX231,TX,V1,0
TX032230,TX232,TX,V1,0
TX033230,TX233,TX,V1,0
TX034230,TX234,TX,V1,0
TX035230,TX235,TX,V1,0
TX036230,TX236,TX,V1,0
TX037230,TX237,TX,V1,0
TX038230,TX238,TX,V1,0
TX039230,TX239,TX,V1,2.04
TX040230,TX240,TX,V1,0
TX041230,TX241,TX,V1,2.12
TX042230,TX242,TX,V1,0
TX043230,TX243,TX,V1,0
TX044230,TX244,TX,V1,0
TX045230,TX245,TX,V1,2.65
TX046230,TX246,TX,V1,0
TX047230,TX247,TX,V1,1.36
TX048230,TX248,TX,V1,0
TX049230,TX249,TX,V1,1.33
TX050230,TX250,TX,V1,0
TX051230,TX251,TX,V1,0
TX053230,TX253,TX,V1,12.9
TX054230,TX254,TX,V1,0
TX055230,TX255,TX,V1,0
TX056230,TX256,TX,V1,0
TX083230,TX283,TX,V1,0
TX084230,TX284,TX,V1,0
TX085230,TX285,TX,V1,0
TX086230,TX286,TX,V1,0
TX087230,TX287,TX,V1,3.12
TX088230,TX288,TX,V1,0
TX089230,TX289,TX,V1,0
TX090230,TX290,TX,V1,0
TX091230,TX291,TX,V1,0
TX092230,TX292,TX,V1,0
TX093230,TX293,TX,V1,0.69
TX094230,TX294,TX,V1,0
TX095230,TX295,TX,V1,0
TX096230,TX296,TX,V1,0
TX098230,TX298,TX,V1,4.48
TX099230,TX299,TX,V1,0
TX001130,TX001,TX,V1,0
TX011130,TX011,TX,V1,2.89
TX012130,TX012,TX,V1,1.04
TX018130,TX018,TX,V1,0
TX047130,TX047,TX,V1,0
TX048130,TX048,TX,V1,0
TX049130,TX049,TX,V1,0.52
TX052130,TX052,TX,V1,0
TX056130,TX056,TX,V1,3.12
TX058130,TX058,TX,V1,4.34
TX059130,TX059,TX,V1,2.12
TX060130,TX060,TX,V1,2.66
TX062130,TX062,TX,V1,1
TX063130,TX063,TX,V1,1.38
TX070130,TX070,TX,V1,0
TX071130,TX071,TX,V1,2.08
TX073130,TX073,TX,V1,0
TX074130,TX074,TX,V1,0
TX077130,TX077,TX,V1,0
TX078130,TX078,TX,V1,0
TX079130,TX079,TX,V1,0
TX081130,TX081,TX,V1,4.16
TX082130,TX082,TX,V1,1.02
TX083130,TX083,TX,V1,0
TX084130,TX084,TX,V1,0
TX085130,TX085,TX,V1,0
TX086130,TX086,TX,V1,1.7
TX088130,TX088,TX,V1,0
TX089130,TX089,TX,V1,0.68
TX090130,TX090,TX,V1,1.53
TX091130,TX091,TX,V1,2.5
TX093130,TX093,TX,V1,0
TX094130,TX094,TX,V1,2.08
TX095130,TX095,TX,V1,0
TX098130,TX098,TX,V1,2.33
TX008230,TX208,TX,V1,1.53
TX011230,TX211,TX,V1,0
TX012230,TX212,TX,V1,0.66
TX018230,TX218,TX,V1,0
TX028230,TX228,TX,V1,4.42
TX047230,TX247,TX,V1,0
TX048230,TX248,TX,V1,2
TX049230,TX249,TX,V1,1
TX052230,TX252,TX,V1,3.91
TX056230,TX256,TX,V1,4.08
TX058230,TX258,TX,V1,2.08
TX059230,TX259,TX,V1,3.72
TX060230,TX260,TX,V1,2.83
TX062230,TX262,TX,V1,3.12
TX063230,TX263,TX,V1,0
TX071230,TX271,TX,V1,0
TX073230,TX273,TX,V1,1.06
TX074230,TX274,TX,V1,0.35
TX077230,TX277,TX,V1,0
TX078230,TX278,TX,V1,0
TX079230,TX279,TX,V1,0
TX081230,TX281,TX,V1,0
TX082230,TX282,TX,V1,0
TX083230,TX283,TX,V1,0
TX084230,TX284,TX,V1,0
TX085230,TX285,TX,V1,0
TX086230,TX286,TX,V1,0
TX088230,TX288,TX,V1,0
TX089230,TX289,TX,V1,0
TX090230,TX290,TX,V1,0
TX091230,TX291,TX,V1,0
TX093230,TX293,TX,V1,0
TX094230,TX294,TX,V1,0
TX095230,TX295,TX,V1,0
TX098230,TX298,TX,V1,0
TX018130,TX018,TX,V1,0
TX047130,TX047,TX,V1,0
TX052130,TX052,TX,V1,2.12
TX056130,TX056,TX,V1,3.12
TX070130,TX070,TX,V1,0
TX071130,TX071,TX,V1,0.69
TX073130,TX073,TX,V1,0
TX079130,TX079,TX,V1,0
TX083130,TX083,TX,V1,0
TX088130,TX088,TX,V1,2.55
TX089130,TX089,TX,V1,0
TX090130,TX090,TX,V1,1.02
TX091130,TX091,TX,V1,0.5
TX093130,TX093,TX,V1,0
TX098130,TX098,TX,V1,3.06
TX047230,TX247,TX,V1,0
TX048230,TX248,TX,V1,2.38
TX052230,TX252,TX,V1,3.74
TX056230,TX256,TX,V1,4.08
TX060230,TX260,TX,V1,2.83
TX071230,TX271,TX,V1,0
TX073230,TX273,TX,V1,0.7
TX079230,TX279,TX,V1,0
TX083230,TX283,TX,V1,0
TX087230,TX287,TX,V1,0
TX088230,TX288,TX,V1,0
TX089230,TX289,TX,V1,0
TX090230,TX290,TX,V1,0
TX091230,TX291,TX,V1,0
TX093230,TX293,TX,V1,0
TX094230,TX294,TX,V1,0
TX098230,TX298,TX,V1,2.88
TX047130,TX047,TX,V1,2.08
TX073130,TX073,TX,V1,0
TX091130,TX091,TX,V1,0
TX093130,TX093,TX,V1,2.04
TX098130,TX098,TX,V1,3
TX018230,TX218,TX,V1,0
TX047230,TX247,TX,V1,0
TX073230,TX273,TX,V1,0.69
TX087230,TX287,TX,V1,0
TX088230,TX288,TX,V1,0
TX091230,TX291,TX,V1,0
TX093230,TX293,TX,V1,0
TX098230,TX298,TX,V1,0
TX093130,TX093,TX,V1,1.7
TX098130,TX098,TX,V1,1
TX057230,TX257,TX,V2,0
TX058230,TX258,TX,V2,2.08
TX059230,TX259,TX,V2,0
TX060230,TX260,TX,V2,0
TX061230,TX261,TX,V2,14.06
TX062230,TX262,TX,V2,1.04
TX063230,TX263,TX,V2,6.77
TX064230,TX264,TX,V2,1.63
TX065230,TX265,TX,V2,0.7
TX066230,TX266,TX,V2,0.33
TX067230,TX267,TX,V2,1.38
TX068230,TX268,TX,V2,11.83
TX069230,TX269,TX,V2,1.25
TX070230,TX270,TX,V2,0
TX071230,TX271,TX,V2,7.31
TX072230,TX272,TX,V2,1.19
TX073230,TX273,TX,V2,6.73
TX074230,TX274,TX,V2,4.96
TX075230,TX275,TX,V2,0.32
TX076230,TX276,TX,V2,0
TX077230,TX277,TX,V2,2.38
TX078230,TX278,TX,V2,1.36
TX079230,TX279,TX,V2,5.71
TX080230,TX280,TX,V2,6.46
TX081230,TX281,TX,V2,7.87
TX082230,TX282,TX,V2,2.59
TX101130,EX101,TX,V2,0
TX102130,EX102,TX,V2,0
TX103130,EX103,TX,V2,0
TX104130,EX104,TX,V2,0
TX105130,EX105,TX,V2,2.43
TX106130,EX106,TX,V2,10.41
TX101230,EX201,TX,V2,5.29
TX102230,EX202,TX,V2,0
TX103230,EX203,TX,V2,2.13
TX104230,EX204,TX,V2,0
TX105230,EX205,TX,V2,4.08
TX106230,EX206,TX,V2,5.32
TX103130,EX103,TX,V2,0
TX104130,EX104,TX,V2,2.08
TX105130,EX105,TX,V2,0
TX103230,EX203,TX,V2,0.71
TX104230,EX204,TX,V2,2.89
TX105230,EX205,TX,V2,2.04
TX103130,EX103,TX,V2,0
TX104130,EX104,TX,V2,2.04
TX103230,EX203,TX,V2,0
TX104230,EX204,TX,V2,2.04
TX104130,EX104,TX,V2,2.08
TX104230,EX204,TX,V2,0
TX001130,TX001,TX,V2,1.87
TX002130,TX002,TX,V2,2.65
TX003130,TX003,TX,V2,2.08
TX004130,TX004,TX,V2,0
TX005130,TX005,TX,V2,1.53
TX006130,TX006,TX,V2,14.53
TX007130,TX007,TX,V2,0
TX008130,TX008,TX,V2,2.21
TX009130,TX009,TX,V2,0
TX010130,TX010,TX,V2,1.5
TX011130,TX011,TX,V2,0
TX012130,TX012,TX,V2,2.77
TX013130,TX013,TX,V2,0
TX014130,TX014,TX,V2,2
TX015130,TX015,TX,V2,1.38
TX016130,TX016,TX,V2,0
TX017130,TX017,TX,V2,0
TX018130,TX018,TX,V2,5.72
TX019130,TX019,TX,V2,4.34
TX020130,TX020,TX,V2,0
TX021130,TX021,TX,V2,3.4
TX022130,TX022,TX,V2,4.16
TX023130,TX023,TX,V2,4.08
TX024130,TX024,TX,V2,4.78
TX025130,TX025,TX,V2,0
TX026130,TX026,TX,V2,8.33
TX027130,TX027,TX,V2,7.29
TX028130,TX028,TX,V2,12.84
TX029130,TX029,TX,V2,2.48
TX030130,TX030,TX,V2,7.06
TX031130,TX031,TX,V2,3.19
TX032130,TX032,TX,V2,2.04
TX033130,TX033,TX,V2,6.63
TX034130,TX034,TX,V2,4.59
TX035130,TX035,TX,V2,5.44
TX036130,TX036,TX,V2,1.02
TX037130,TX037,TX,V2,0
TX038130,TX038,TX,V2,0
TX039130,TX039,TX,V2,1.87
TX040130,TX040,TX,V2,0
TX041130,TX041,TX,V2,0
TX042130,TX042,TX,V2,2.17
TX043130,TX043,TX,V2,1.06
TX044130,TX044,TX,V2,2.12
TX045130,TX045,TX,V2,0
TX046130,TX046,TX,V2,9.18
TX047130,TX047,TX,V2,1.38
TX048130,TX048,TX,V2,0
TX049130,TX049,TX,V2,2.08
TX050130,TX050,TX,V2,1.92
TX051130,TX051,TX,V2,0
TX052130,TX052,TX,V2,0
TX053130,TX053,TX,V2,0.96
TX054130,TX054,TX,V2,2.77
TX055130,TX055,TX,V2,2.04
TX056130,TX056,TX,V2,0
TX057130,TX057,TX,V2,0
TX058130,TX058,TX,V2,0
TX059130,TX059,TX,V2,7.44
TX060130,TX060,TX,V2,0
TX061130,TX061,TX,V2,6.38
TX062130,TX062,TX,V2,0
TX063130,TX063,TX,V2,8.68
TX064130,TX064,TX,V2,0
TX065130,TX065,TX,V2,1.96
TX066130,TX066,TX,V2,0
TX067130,TX067,TX,V2,0
TX068130,TX068,TX,V2,15.1
TX069130,TX069,TX,V2,2.55
TX070130,TX070,TX,V2,7.14
TX071130,TX071,TX,V2,4.86
TX072130,TX072,TX,V2,0
TX073130,TX073,TX,V2,5.55
TX074130,TX074,TX,V2,9.72
TX075130,TX075,TX,V2,1.41
TX076130,TX076,TX,V2,6.25
TX077130,TX077,TX,V2,7.14
TX078130,TX078,TX,V2,1.87
TX079130,TX079,TX,V2,6.77
TX080130,TX080,TX,V2,5.61
TX081130,TX081,TX,V2,5.2
TX082130,TX082,TX,V2,5.78
TX083130,TX083,TX,V2,4.59
TX084130,TX084,TX,V2,3.12
TX085130,TX085,TX,V2,3.75
TX086130,TX086,TX,V2,0
TX087130,TX087,TX,V2,0
TX088130,TX088,TX,V2,0
TX089130,TX089,TX,V2,0
TX090130,TX090,TX,V2,2.38
TX091130,TX091,TX,V2,0
TX092130,TX092,TX,V2,3.74
TX093130,TX093,TX,V2,0
TX094130,TX094,TX,V2,5.49
TX095130,TX095,TX,V2,5.44
TX096130,TX096,TX,V2,0
TX097130,TX097,TX,V2,8.16
TX098130,TX098,TX,V2,0
TX099130,TX099,TX,V2,1.02
TX100130,TX100,TX,V2,0
TX087230,TX287,TX,V2,2.16
TX093230,TX293,TX,V2,3.12
TX098230,TX298,TX,V2,0.96
TX001230,TX201,TX,V2,0
TX002230,TX202,TX,V2,2.6
TX003230,TX203,TX,V2,5.31
TX004230,TX204,TX,V2,10.37
TX005230,TX205,TX,V2,0
TX006230,TX206,TX,V2,3
TX007230,TX207,TX,V2,5.3
TX008230,TX208,TX,V2,6.59
TX009230,TX209,TX,V2,1.24
TX010230,TX210,TX,V2,0.69
TX011230,TX211,TX,V2,2.08
TX012230,TX212,TX,V2,5.5
TX013230,TX213,TX,V2,0
TX014230,TX214,TX,V2,1.02
TX015230,TX215,TX,V2,3.36
TX016230,TX216,TX,V2,0
TX017230,TX217,TX,V2,0
TX018230,TX218,TX,V2,4.93
TX019230,TX219,TX,V2,4.16
TX020230,TX220,TX,V2,1.53
TX021230,TX221,TX,V2,1.19
TX022230,TX222,TX,V2,2.38
TX023230,TX223,TX,V2,0
TX024230,TX224,TX,V2,0
TX025230,TX225,TX,V2,0
TX026230,TX226,TX,V2,0
TX027230,TX227,TX,V2,6
TX028230,TX228,TX,V2,0
TX029230,TX229,TX,V2,11.11
TX030230,TX230,TX,V2,0
TX031230,TX231,TX,V2,4.25
TX032230,TX232,TX,V2,1
TX033230,TX233,TX,V2,5.38
TX034230,TX234,TX,V2,0
TX035230,TX235,TX,V2,2.08
TX036230,TX236,TX,V2,0
TX037230,TX237,TX,V2,0
TX038230,TX238,TX,V2,0
TX039230,TX239,TX,V2,8.84
TX040230,TX240,TX,V2,0
TX041230,TX241,TX,V2,0.35
TX042230,TX242,TX,V2,0
TX043230,TX243,TX,V2,0
TX044230,TX244,TX,V2,4.25
TX045230,TX245,TX,V2,0
TX046230,TX246,TX,V2,0
TX047230,TX247,TX,V2,0
TX048230,TX248,TX,V2,2.04
TX049230,TX249,TX,V2,0
TX050230,TX250,TX,V2,5.03
TX051230,TX251,TX,V2,1.53
TX053230,TX253,TX,V2,2.94
TX054230,TX254,TX,V2,0
TX055230,TX255,TX,V2,0
TX056230,TX256,TX,V2,0
TX083230,TX283,TX,V2,6.66
TX084230,TX284,TX,V2,0
TX085230,TX285,TX,V2,2.38
TX086230,TX286,TX,V2,2.5
TX087230,TX287,TX,V2,4.16
TX088230,TX288,TX,V2,0
TX089230,TX289,TX,V2,4.78
TX090230,TX290,TX,V2,6.07
TX091230,TX291,TX,V2,7.65
TX092230,TX292,TX,V2,0
TX093230,TX293,TX,V2,1.38
TX094230,TX294,TX,V2,7.98
TX095230,TX295,TX,V2,7
TX096230,TX296,TX,V2,0.32
TX098230,TX298,TX,V2,4.32
TX099230,TX299,TX,V2,1.54
TX001130,TX001,TX,V2,2.38
TX011130,TX011,TX,V2,0
TX012130,TX012,TX,V2,0.34
TX018130,TX018,TX,V2,4.34
TX047130,TX047,TX,V2,4.16
TX048130,TX048,TX,V2,0
TX049130,TX049,TX,V2,1.73
TX052130,TX052,TX,V2,0
TX056130,TX056,TX,V2,1.04
TX058130,TX058,TX,V2,1.08
TX059130,TX059,TX,V2,3.9
TX060130,TX060,TX,V2,0
TX062130,TX062,TX,V2,2
TX063130,TX063,TX,V2,1.38
TX070130,TX070,TX,V2,2.04
TX071130,TX071,TX,V2,1.21
TX073130,TX073,TX,V2,5.55
TX074130,TX074,TX,V2,8.68
TX077130,TX077,TX,V2,7.14
TX078130,TX078,TX,V2,0.85
TX079130,TX079,TX,V2,3.12
TX081130,TX081,TX,V2,0
TX082130,TX082,TX,V2,1.02
TX083130,TX083,TX,V2,3.4
TX084130,TX084,TX,V2,3.12
TX085130,TX085,TX,V2,3.33
TX086130,TX086,TX,V2,0
TX088130,TX088,TX,V2,0
TX089130,TX089,TX,V2,0
TX090130,TX090,TX,V2,2.04
TX091130,TX091,TX,V2,0
TX093130,TX093,TX,V2,0
TX094130,TX094,TX,V2,0
TX095130,TX095,TX,V2,2.72
TX098130,TX098,TX,V2,0
TX008230,TX208,TX,V2,1.87
TX011230,TX211,TX,V2,1.33
TX012230,TX212,TX,V2,3.33
TX018230,TX218,TX,V2,0
TX028230,TX228,TX,V2,0
TX047230,TX247,TX,V2,0
TX048230,TX248,TX,V2,2.5
TX049230,TX249,TX,V2,0
TX052230,TX252,TX,V2,1.02
TX056230,TX256,TX,V2,0
TX058230,TX258,TX,V2,0
TX059230,TX259,TX,V2,0
TX060230,TX260,TX,V2,0
TX062230,TX262,TX,V2,0
TX063230,TX263,TX,V2,3.57
TX071230,TX271,TX,V2,2.55
TX073230,TX273,TX,V2,2.12
TX074230,TX274,TX,V2,2.12
TX077230,TX277,TX,V2,3.4
TX078230,TX278,TX,V2,1.87
TX079230,TX279,TX,V2,2.28
TX081230,TX281,TX,V2,3.63
TX082230,TX282,TX,V2,1.11
TX083230,TX283,TX,V2,2.33
TX084230,TX284,TX,V2,0
TX085230,TX285,TX,V2,1.19
TX086230,TX286,TX,V2,1.33
TX088230,TX288,TX,V2,1
TX089230,TX289,TX,V2,0
TX090230,TX290,TX,V2,2.77
TX091230,TX291,TX,V2,2.04
TX093230,TX293,TX,V2,0
TX094230,TX294,TX,V2,3.12
TX095230,TX295,TX,V2,4.66
TX098230,TX298,TX,V2,3.36
TX018130,TX018,TX,V2,4.34
TX047130,TX047,TX,V2,1.38
TX052130,TX052,TX,V2,0
TX056130,TX056,TX,V2,1.04
TX070130,TX070,TX,V2,3.12
TX071130,TX071,TX,V2,0.69
TX073130,TX073,TX,V2,5.01
TX079130,TX079,TX,V2,1.56
TX083130,TX083,TX,V2,1.02
TX088130,TX088,TX,V2,0
TX089130,TX089,TX,V2,0
TX090130,TX090,TX,V2,0
TX091130,TX091,TX,V2,0
TX093130,TX093,TX,V2,0
TX098130,TX098,TX,V2,0
TX047230,TX247,TX,V2,0
TX048230,TX248,TX,V2,0.85
TX052230,TX252,TX,V2,1.02
TX056230,TX256,TX,V2,0
TX060230,TX260,TX,V2,0
TX071230,TX271,TX,V2,4.25
TX073230,TX273,TX,V2,2.3
TX079230,TX279,TX,V2,2.77
TX083230,TX283,TX,V2,3.33
TX087230,TX287,TX,V2,0
TX088230,TX288,TX,V2,2.5
TX089230,TX289,TX,V2,0
TX090230,TX290,TX,V2,2.77
TX091230,TX291,TX,V2,2.04
TX093230,TX293,TX,V2,0
TX094230,TX294,TX,V2,2.72
TX098230,TX298,TX,V2,0.96
TX047130,TX047,TX,V2,1.38
TX073130,TX073,TX,V2,5.55
TX091130,TX091,TX,V2,0
TX093130,TX093,TX,V2,0
TX098130,TX098,TX,V2,2.33
TX018230,TX218,TX,V2,1.23
TX047230,TX247,TX,V2,0
TX073230,TX273,TX,V2,0.86
TX087230,TX287,TX,V2,0.94
TX088230,TX288,TX,V2,1.16
TX091230,TX291,TX,V2,1.5
TX093230,TX293,TX,V2,2.08
TX098230,TX298,TX,V2,2.88
TX093130,TX093,TX,V2,0
TX098130,TX098,TX,V2,1
NJ028230,NJ228,NJ,I1,201
NJ027230,NJ227,NJ,I1,184
NJ025230,NJ225,NJ,I1,148
NJ024230,NJ224,NJ,I1,160
NJ023230,NJ223,NJ,I1,146.667
NJ022230,NJ222,NJ,I1,130
NJ020230,NJ220,NJ,I1,138
NJ019230,NJ219,NJ,I1,169.5
NJ018230,NJ218,NJ,I1,62
NJ017230,NJ217,NJ,I1,176.333
NJ014230,NJ214,NJ,I1,198
NJ013230,NJ213,NJ,I1,156
NJ011230,NJ211,NJ,I1,234
NJ009230,NJ209,NJ,I1,44
NJ008230,NJ208,NJ,I1,184
NJ006230,NJ206,NJ,I1,159
NJ005230,NJ205,NJ,I1,101.667
NJ004230,NJ204,NJ,I1,183
NJ003230,NJ203,NJ,I1,105.333
NJ002230,NJ202,NJ,I1,159.333
NJ100230,NJ200,NJ,I1,196
NJ099130,NJ199,NJ,I1,97.333
NJ098130,NJ198,NJ,I1,94.333
NJ097130,NJ197,NJ,I1,156
NJ096130,NJ196,NJ,I1,194
NJ095130,NJ195,NJ,I1,139
NJ094130,NJ194,NJ,I1,188
NJ093130,NJ193,NJ,I1,188
NJ092130,NJ192,NJ,I1,163.5
NJ091130,NJ191,NJ,I1,132
NJ090130,NJ190,NJ,I1,110.333
NJ089130,NJ189,NJ,I1,184
NJ088130,NJ188,NJ,I1,144
NJ087130,NJ187,NJ,I1,144
NJ086130,NJ186,NJ,I1,113
NJ085130,NJ185,NJ,I1,136
NJ084130,NJ184,NJ,I1,136
NJ083130,NJ183,NJ,I1,153.333
NJ081130,NJ181,NJ,I1,173.333
NJ080130,NJ180,NJ,I1,98
NJ079130,NJ179,NJ,I1,111
NJ078130,NJ178,NJ,I1,160
NJ077130,NJ177,NJ,I1,132
NJ076130,NJ176,NJ,I1,189
NJ075130,NJ175,NJ,I1,120
NJ074130,NJ174,NJ,I1,184
NJ073130,NJ173,NJ,I1,140
NJ071130,NJ171,NJ,I1,176
NJ070130,NJ170,NJ,I1,136.667
NJ069130,NJ169,NJ,I1,192
NJ068130,NJ168,NJ,I1,200
NJ067130,NJ167,NJ,I1,112
NJ066130,NJ166,NJ,I1,193
NJ065130,NJ165,NJ,I1,147.333
NJ063130,NJ163,NJ,I1,79
NJ061130,NJ161,NJ,I1,124
NJ060130,NJ160,NJ,I1,163
NJ059130,NJ159,NJ,I1,192
NJ058130,NJ158,NJ,I1,189
NJ057130,NJ157,NJ,I1,115
NJ056130,NJ156,NJ,I1,132
NJ055130,NJ155,NJ,I1,147
NJ053130,NJ153,NJ,I1,145.5
NJ052130,NJ152,NJ,I1,116
NJ051130,NJ151,NJ,I1,96
NJ050130,NJ150,NJ,I1,107.067
NJ049130,NJ149,NJ,I1,134.8
NJ048130,NJ148,NJ,I1,166.6
NJ047130,NJ147,NJ,I1,168
NJ046130,NJ146,NJ,I1,144
NJ005130,NJ105,NJ,I1,164
NJ004130,NJ104,NJ,I1,176.667
NJ003130,NJ103,NJ,I1,151
NJ002130,NJ102,NJ,I1,132
NJ001130,NJ101,NJ,I1,162.25
NJ100130,NJ100,NJ,I1,192
NJ045130,NJ145,NJ,I1,129.333
NJ044130,NJ144,NJ,I1,191
NJ043130,NJ143,NJ,I1,180
NJ042130,NJ142,NJ,I1,148
NJ040130,NJ140,NJ,I1,192
NJ039130,NJ139,NJ,I1,142
NJ038130,NJ138,NJ,I1,132
NJ037130,NJ137,NJ,I1,207
NJ036130,NJ136,NJ,I1,116
NJ034130,NJ134,NJ,I1,187
NJ033130,NJ133,NJ,I1,120
NJ032130,NJ132,NJ,I1,140
NJ031130,NJ131,NJ,I1,182
