LinkID,Start_Date,Temp,acFormaldehyde,acAcetaldehyde,acAcetone,acAcrolein,acPropionaldehyde,acCrotonaldehyde,acBenzaldehyde,acGlyoxal,acMethylglyoxal,acHexaldehyde,acFormaldehyde_flag,acAcetaldehyde_flag,acAcetone_flag,acAcrolein_flag,acPropionaldehyde_flag,acCrotonaldehyde_flag,acBenzaldehyde_flag,acGlyoxal_flag,acMethylglyoxal_flag,acHexaldehyde_flag
NJ042110,"2000-05-05 00:00:00",24.6,28.34,20.34,15.203,0.07,2.873,1.477,1.499,3.456,2.352,5.832,,,,ND,,,,,,
NJ042120,"2000-05-05 00:00:00",17.5,9.84,13.1,5.109,0.07,2.366,0.065,1.796,2.501,2.033,2.434,,,,<DL,,<DL,,,,
NJ042130,"2000-05-05 00:00:00",NULL,27.08,21.51,18.337,0.52,2.529,0.465,1.886,2.515,4.18,7.202,,,,ND,,<DL,,,,
NJ042210,"2000-11-30 00:00:00",24,21,11.24,6.409,0.49,1.283,0.065,3.704,3.337,4.702,3.738,,,,,,ND,,,,
NJ042220,"2000-11-30 00:00:00",23,7.51,2.8,1.903,0.07,0.261,0.394,1.929,0.428,0.11,0.1,,,,<DL,,,,,<DL,<DL
NJ042230,"2000-11-30 00:00:00",NULL,20.3,10.89,8.501,0.52,1.132,0.465,3.019,2.152,1.559,0.825,,,,<DL,,ND,,,,<DL
NJ043110,"2000-05-11 00:00:00",25.7,25.84,23.64,11.232,2.288,6.215,2.844,3.429,2.962,5.153,10.7,,,,,,,,,,
NJ043120,"2000-05-11 00:00:00",19.5,8.84,11.48,3.44,2.273,1.749,0.065,1.32,2.639,1.959,1.763,,,,,,<DL,,,,
NJ043130,"2000-05-11 00:00:00",NULL,23.17,19.76,10.694,0.52,3.842,1.162,3.091,2.589,3.196,8.623,,,,ND,,,,,,
NJ043210,"2000-09-07 00:00:00",23.4,20.78,15.78,9.539,0.07,1.761,0.399,3.094,1.766,3.657,4.012,,,,ND,,,,,,
NJ043220,"2000-09-07 00:00:00",NULL,8.45,13.93,4.367,0.199,1.005,0.065,2.227,2.185,2.746,0.675,,,,,,ND,,,,
NJ043230,"2000-09-07 00:00:00",NULL,32.4,20.2,12.141,0.52,2.079,0.465,3.772,2.626,2.163,5.583,,,,<DL,,ND,,,,
NJ044110,"2000-05-09 00:00:00",24.6,25.4191,13.1875,1.7196,NULL,2.79389,NULL,1.48725,1.09617,2.12447,NULL,,,,NA,,NA,,,,NA
NJ044120,"2000-05-09 00:00:00",18.8,3.0008,2.84506,1.17567,NULL,1.16254,NULL,3.16943,0.542434,0.761853,NULL,,,,NA,,NA,,,,NA
NJ044130,"2000-05-09 00:00:00",NULL,27.7252,15.1763,2.52,NULL,2.61379,NULL,0.94,1.01332,2.44798,NULL,,,<DL,NA,,NA,<DL,,,NA
NJ044210,"2000-08-24 00:00:00",25.4,27.36,21.12,39.016,0.621,12.45,0.805,2.132,2.751,3.179,3.551,,,,,,,,,,
NJ044220,"2000-08-24 00:00:00",22.3,9.14,38.67,6.421,3.634,0.891,0.491,1.796,2.38,3.006,1.486,,,,,,,,,,
NJ045110,"2000-05-18 00:00:00",24.5,20.13,14.99,9.488,0.07,2.759,0.065,3.271,2.81,2.66,4.789,,,,ND,,<DL,,,,
NJ045111,"2000-05-18 00:00:00",NULL,21.32,16.53,11.554,4.187,4.171,1.704,3.7,3.198,3.109,5.25,,,,,,,,,,
NJ045120,"2000-05-18 00:00:00",19.3,9.85,12.81,4.877,4.132,1.67,0.065,3.136,1.49,2.091,2.331,,,,,,<DL,,,,
NJ045130,"2000-05-18 00:00:00",NULL,25.03,19.71,16.907,0.52,2.213,1.579,5.302,2.75,2.533,5.701,,,,ND,,,,,,
NJ045210,"2000-10-26 00:00:00",24.1,30.02,17.41,11.293,0.07,1.304,0.065,4.422,1.462,0.944,3.023,,,,ND,,ND,,,,
NJ045220,"2000-10-26 00:00:00",NULL,6.55,36.49,12.539,0.762,1.239,0.065,2.794,2.349,1.898,2.562,,,,,,<DL,,,,
NJ045230,"2000-10-26 00:00:00",NULL,32.44,38.07,207.742,0.52,0.475,0.465,5.243,2.071,2.106,3.211,,,,<DL,<DL,ND,,,,
NJ046110,"2000-05-25 00:00:00",22.7,26.77,17.31,22.916,2.755,4.31,0.065,4.634,3.298,2.202,11.286,,,,,,<DL,,,,
NJ046120,"2000-05-25 00:00:00",18.3,4.94,26.3,10.291,3.313,4.045,0.982,2.958,2.593,2.348,3.156,,,,,,,,,,
NJ046130,"2000-05-25 00:00:00",NULL,54.27,28.77,21.812,1.234,7.19,1.196,4.811,4.066,2.799,22.042,,,,,,,,,,
NJ046131,"2000-05-25 00:00:00",NULL,32.68,20.01,21.405,2.084,5.076,1.271,4.877,3.961,2.837,17.608,,,,,,,,,,
NJ046210,"2000-09-14 00:00:00",26.4,30.92,15.82,5.586,0.147,2.316,0.744,1.477,2.1,2.465,2.017,,,,,,,,,,
NJ046220,"2000-09-14 00:00:00",NULL,8.86,10.56,7.549,0.07,1.491,0.239,2.38,2.724,2.602,2.02,,,,<DL,,,,,,
NJ046230,"2000-09-14 00:00:00",NULL,16.46,24.11,12.354,0.52,1.159,0.465,0.94,2.21,0.545,2.174,,,,<DL,,<DL,<DL,,<DL,
NJ047110,"2000-05-25 00:00:00",25,56.94,23.19,8.327,4.101,2.749,2.324,2.192,3.459,2.431,7.852,,,,,,,,,,
NJ047120,"2000-05-25 00:00:00",18.4,9.13,9.27,1.524,3.102,3.001,0.065,1.778,2.402,2.923,4.138,,,,,,<DL,,,,
NJ047130,"2000-05-25 00:00:00",NULL,46.94,21,6.247,4.809,1.656,0.465,3.409,3.271,2.556,5.521,,,,,,ND,,,,
NJ047210,"2000-09-28 00:00:00",20.6,19.55,23.78,5.09,0.497,1.597,0.065,2.207,2.421,3.453,2.656,,,,,,<DL,,,,
NJ047220,"2000-09-28 00:00:00",13.2,4.96,12.98,2.474,0.07,0.605,0.262,1.478,1.564,2.546,0.1,,,,<DL,,,,,,<DL
NJ047230,"2000-09-28 00:00:00",NULL,26.53,28.29,5.425,0.52,1.742,1.916,2.695,2.727,2.505,3.578,,,,<DL,,,,,,
NJ048110,"2000-05-25 00:00:00",22.3,26.07,12.94,5.715,0.07,1.645,4.415,0.926,3.156,2.141,4.336,,,,<DL,,,,,,
NJ048120,"2000-05-25 00:00:00",18.2,8.74,10.47,2.177,0.07,3.493,0.757,0.967,2.708,3.287,2.328,,,,<DL,,,,,,
NJ048130,"2000-05-25 00:00:00",NULL,32.58,14.7,5.282,0.52,2.579,4.463,2.487,3.368,2.641,4.745,,,,<DL,,,,,,
NJ048210,"2000-08-24 00:00:00",24.4,39.88,18.95,9.036,2.928,1.089,1.641,3.344,5.324,2.651,3.704,,,,,,,,,,
NJ049110,"2000-06-01 00:00:00",21.1,18.15,10.34,2.326,1.869,1.725,1.599,1.916,2.603,2.901,2.957,,,,,,,,,,
NJ049120,"2000-06-01 00:00:00",16.2,9.54,9.69,2.329,0.07,0.86,0.907,0.744,2.351,2.831,2.176,,,,<DL,,,,,,
NJ049130,"2000-06-01 00:00:00",NULL,20.66,11.95,2.52,0.52,1.297,1.83,0.94,3.017,2.141,3.25,,,<DL,<DL,,,<DL,,,
NJ049210,"2000-09-07 00:00:00",21.8,23.57,13.85,9.758,0.544,1.21,0.065,2.047,2.355,3.578,1.807,,,,,,<DL,,,,
NJ049220,"2000-09-07 00:00:00",17.1,8.94,10,5.657,0.726,1.233,0.065,1.377,1.678,2.1,1.091,,,,,,ND,,,,
NJ049230,"2000-09-07 00:00:00",NULL,22.38,15.75,11.209,0.52,1.103,0.465,2,1.895,3.417,1.699,,,,<DL,,<DL,,,,
NJ050110,"2000-06-01 00:00:00",20.7,23.61,13.03,3.835,0.07,1.141,0.065,3.236,2.474,1.873,3.547,,,,ND,,ND,,,,
NJ050120,"2000-06-01 00:00:00",15.8,8.89,7.77,2.313,0.07,0.883,0.065,2.149,2.032,2.384,1.931,,,,<DL,,ND,,,,
NJ050130,"2000-06-01 00:00:00",NULL,24.6,14.64,7.31,1.359,1.437,0.465,2.746,2.892,2.236,3.929,,,,,,<DL,,,,
NJ050210,"2000-08-31 00:00:00",25.4,17.76,11.39,4.32,1.341,0.296,0.692,1.305,2.598,3.119,1.815,,,,,,,,,,
NJ050211,"2000-08-31 00:00:00",25.4,18.27,28.02,3.543,0.998,0.464,0.419,1.234,2.82,2.544,1.738,,,,,,,,,,
NJ050220,"2000-08-31 00:00:00",23.1,4.14,13.86,1.112,0.82,1.612,0.522,1.42,3.882,3.31,2.883,,,,,,,,,,
NJ050230,"2000-08-31 00:00:00",NULL,17.6,11.12,5.878,1.858,1.296,1.018,0.94,3.031,3.194,2.2,,,,,,,<DL,,,
NJ050231,"2000-08-31 00:00:00",NULL,18.1,15.19,5.241,2.065,1.192,1.02,0.94,2.425,4.524,2.369,,,,,,,<DL,,,
NJ051110,"2000-06-01 00:00:00",21.8,23.26,15.48,7.411,0.07,1.34,0.065,1.333,2.79,2.216,3.984,,,,ND,,ND,,,,
NJ051111,"2000-06-01 00:00:00",21.8,22.49,16.03,7.438,0.07,1.19,0.065,0.921,2.794,2.975,3.171,,,,ND,,ND,,,,
NJ051120,"2000-06-01 00:00:00",16.4,8.2,14.51,5.414,0.07,1.806,0.065,0.863,2.39,3.396,2.776,,,,ND,,ND,,,,
NJ051130,"2000-06-01 00:00:00",NULL,24.15,16.05,10.499,0.52,1.72,1.285,0.94,2.679,2.415,4.682,,,,<DL,,,<DL,,,
NJ051140,"2000-06-01 00:00:00",NULL,20.96,12.25,2.52,0.52,1.896,0.465,0.94,2.647,1.945,3.781,,,<DL,<DL,,<DL,<DL,,,
NJ051200,"2000-08-29 00:00:00",NULL,35.2014,4.70203,6.69,NULL,2.54815,NULL,2.495,2.73457,1.44,NULL,,,ND,NA,,NA,<DL,,<DL,NA
NJ051220,"2000-08-31 00:00:00",23.5,5.29,21.4,6.234,0.5,0.191,0.235,1.332,1.267,1.976,1.446,,,,,,,,,,
NJ051221,"2000-08-31 00:00:00",23.5,5.72,14.29,5.025,0.64,0.219,0.226,1.775,1.795,1.783,1.064,,,,,,,,,,
NJ051230,"2000-08-31 00:00:00",NULL,31.71,21.33,12.466,0.52,0.475,0.465,2.538,3.871,3.121,4.825,,,,<DL,<DL,<DL,,,,
NJ051240,"2000-08-31 00:00:00",NULL,22.51,15.78,7.76,0.52,1.852,1.011,2.276,3.122,3.182,3.886,,,,<DL,,,,,,
NJ052110,"2000-06-01 00:00:00",21,19.51,10.72,4.684,1.113,0.981,0.065,2.404,2.959,3.835,3.213,,,,,,ND,,,,
NJ052120,"2000-06-01 00:00:00",18.8,7.63,9.65,4.944,1.308,1.367,0.065,1.282,2.099,2.362,2.346,,,,,,ND,,,,
NJ053110,"2000-06-08 00:00:00",21.2,25.38,11.7,3.787,6.177,1.184,0.065,3.271,3.198,2.553,3.233,,,,,,ND,,,,
NJ053120,"2000-06-08 00:00:00",17.1,7.86,10.54,3.197,0.07,2.484,0.065,2.095,2.305,3.269,2.483,,,,<DL,,ND,,,,
NJ053130,"2000-06-08 00:00:00",NULL,26.85,13.94,9.204,0.52,2.457,1.395,2.179,2.893,2.543,0.825,,,,<DL,,,,,,<DL
NJ053210,"2000-10-19 00:00:00",NULL,23.88,13.97,2.822,0.956,0.137,0.485,3.225,2.105,2.362,1.53,,,,,,,,,,
NJ053220,"2000-10-19 00:00:00",NULL,5.11,3.75,0.2,0.387,0.298,0.346,0.12,1.314,2.118,0.258,,,<DL,,,,<DL,,,
NJ053230,"2000-10-19 00:00:00",NULL,28.61,17.5,6.42,0.52,0.475,0.465,4.737,1.82,2.97,1.762,,,,<DL,<DL,<DL,,,,
NJ054110,"2000-06-08 00:00:00",21.8,34.39,24.77,9.538,0.07,4.407,0.065,2.059,3.209,3.066,7.993,,,,ND,,ND,,,,
NJ054120,"2000-06-08 00:00:00",16.9,7.86,11.1,6.196,0.07,3.058,0.065,1.202,2.462,2.354,2.551,,,,<DL,,ND,,,,
NJ054140,"2000-06-08 00:00:00",NULL,30.94,19.95,9.317,0.52,4.6,0.465,3.062,3.157,2.606,7.626,,,,<DL,,ND,,,,
NJ054210,"2000-09-14 00:00:00",26.7,22.59,14.58,7.041,1.001,1.638,0.663,1.942,2.638,2.528,4.925,,,,,,,,,,
NJ054220,"2000-09-14 00:00:00",23,4.15,11,3.535,1.686,1.729,1.365,2.583,1.962,1.321,1.768,,,,,,,,,,
NJ054230,"2000-09-14 00:00:00",NULL,23.36,16.87,7.293,0.52,2.376,0.465,3.044,3.668,3.101,5.999,,,,ND,,ND,,,,
NJ054240,"2000-09-14 00:00:00",NULL,17.82,14.98,6.868,0.52,1.367,0.465,3.385,3.241,2.224,4.44,,,,<DL,,<DL,,,,
NJ055110,"2000-06-15 00:00:00",21,14.31,11.96,4.426,0.07,1.099,0.374,2.233,2.157,2.399,3.637,,,,<DL,,,,,,
NJ055120,"2000-06-15 00:00:00",15.4,8.82,9.6,1.109,0.07,0.703,0.52,1.589,3.763,4.155,3.367,,,,<DL,,,,,,
NJ055130,"2000-06-08 00:00:00",NULL,17.49,11.41,5.103,0.52,1.515,0.465,2.706,2.305,2.278,4.039,,,,<DL,,<DL,,,,
NJ056110,"2000-06-15 00:00:00",NULL,14,10.2,7.335,0.07,0.879,0.065,1.663,2.575,2.666,3.101,,,,<DL,,<DL,,,,
NJ056120,"2000-06-15 00:00:00",15.7,8.61,8.74,3.509,0.07,1.808,0.065,1.974,1.752,3.186,2.184,,,,<DL,,ND,,,,
NJ056130,"2000-06-15 00:00:00",NULL,20.71,11.4,2.52,0.52,0.475,0.465,3.229,2.798,2.553,3.246,,,<DL,<DL,<DL,ND,,,,
NJ056200,"2000-10-03 00:00:00",NULL,17.6332,5.83402,6.69,NULL,3.07761,NULL,2.495,1.28,1.44,NULL,,,ND,NA,,NA,ND,<DL,<DL,NA
NJ056210,"2000-10-05 00:00:00",23.6,26.84,10.15,5.58,0.07,0.881,0.065,2.869,2.214,1.27,2.283,,,,<DL,,ND,,,,
NJ056220,"2000-10-05 00:00:00",20.2,7.52,9.64,4.478,0.07,1.583,0.501,1.881,0.713,0.312,2.441,,,,<DL,,,,,,
NJ056230,"2000-10-05 00:00:00",NULL,35.61,19.47,8.198,0.52,0.475,0.465,3.73,0.48,2.185,2.812,,,,<DL,<DL,ND,,<DL,,
NJ057110,"2000-06-08 00:00:00",21.5,28.08,14.9,4.8,0.07,2.584,0.065,2.392,3.012,3.16,3.398,,,,<DL,,<DL,,,,
NJ057120,"2000-06-08 00:00:00",15.9,9.92,6.85,6.261,0.783,1.632,2.053,0.706,2.339,3.057,2.068,,,,,,,,,,
NJ057130,"2000-06-08 00:00:00",NULL,25.83,16.27,5.959,0.52,3.321,0.465,2.036,3.026,3.645,3.839,,,,<DL,,ND,,,,
NJ057210,"2000-09-14 00:00:00",25.4,14.16,10.15,2.843,0.07,1.498,0.065,1.133,2.105,2.831,1.463,,,,<DL,,<DL,,,,
NJ057220,"2000-09-14 00:00:00",23.3,8.41,11.39,3.814,0.896,1.509,0.546,2.945,3.905,3.129,2.355,,,,,,,,,,
NJ057230,"2000-09-14 00:00:00",NULL,12.47,12.74,165.928,0.52,0.475,0.465,0.94,1.717,1.987,1.993,,,,<DL,<DL,<DL,<DL,,,
NJ058110,"2000-06-22 00:00:00",25.7,17.17,14.19,3.341,0.07,2.198,0.136,2.766,2.908,3.074,4.402,,,,ND,,,,,,
NJ058120,"2000-06-22 00:00:00",24.6,8.25,11.47,2.066,4.656,2.037,1.141,3.693,3.425,2.908,2.612,,,,,,,,,,
NJ058130,"2000-06-22 00:00:00",NULL,21.37,16.71,2.52,1.547,2.43,0.465,3.743,4.001,2.859,6.027,,,<DL,,,ND,,,,
NJ058210,"2000-10-19 00:00:00",22.8,29.08,11.93,4.332,0.07,0.395,0.558,4.488,1.868,2.528,3.144,,,,<DL,,,,,,
NJ058211,"2000-10-19 00:00:00",22.8,18.1,9.78,3.409,0.07,0.205,0.726,2.985,2.179,2.394,2.842,,,,<DL,,,,,,
NJ058220,"2000-10-19 00:00:00",13.5,2.73,2.16,0.2,0.07,0.534,0.065,1.2,0.817,0.403,0.423,,,<DL,<DL,,<DL,,,,
NJ058221,"2000-10-19 00:00:00",13.5,3.72,2.17,0.2,0.07,0.486,0.065,1.025,0.862,0.565,0.755,,,<DL,<DL,,ND,,,,
NJ058230,"2000-10-19 00:00:00",NULL,24.74,15.23,5.844,1.179,0.475,0.465,2.908,2.123,2.874,3.743,,,,,<DL,<DL,,,,
NJ058231,"2000-10-19 00:00:00",NULL,21.4,12.26,5.666,1.294,0.475,0.465,2.967,1.943,1.612,3.719,,,,,<DL,<DL,,,,
NJ059110,"2000-06-15 00:00:00",24,17.54,13.75,45.003,1.301,2.219,0.065,2.135,2.598,2.925,4.11,,,,,,<DL,,,,
NJ059120,"2000-06-15 00:00:00",15.1,9.3,8.6,2.578,2.304,1.634,0.065,1.38,1.634,2.478,1.973,,,,,,<DL,,,,
NJ059130,"2000-06-15 00:00:00",NULL,22.22,19.76,95.908,0.52,1.631,0.465,3.229,2.62,2.495,5.194,,,,<DL,,ND,,,,
NJ060110,"2000-06-22 00:00:00",25.5,16.92,12.01,2.229,1.593,0.852,1.689,2.088,2.249,2.417,3.232,,,,,,,,,,
NJ060120,"2000-06-22 00:00:00",23.5,8.42,9.04,2.72,0.07,1.881,0.065,2.7,3.483,3.226,2.397,,,,<DL,,ND,,,,
NJ060130,"2000-06-22 00:00:00",NULL,17.68,11.53,2.52,0.52,1.587,0.465,0.94,3.245,2.291,3.411,,,<DL,<DL,,ND,<DL,,,
NJ060210,"2000-09-28 00:00:00",19.6,21.38,30.44,5.526,0.656,0.227,0.697,2.058,3.369,2.686,1.834,,,,,,,,,,
NJ060220,"2000-09-28 00:00:00",12.5,9.24,18.21,0.2,0.07,0.668,0.236,1.41,1.675,2.534,0.674,,,<DL,ND,,,,,,
NJ060230,"2000-09-28 00:00:00",NULL,21.25,31.88,7.295,0.52,1.574,0.465,1.955,2.763,2.164,1.904,,,,ND,,<DL,,,,
NJ061110,"2000-06-22 00:00:00",23.5,18.54,25.86,11.444,0.913,2.724,0.065,4.233,3.697,3.296,11.458,,,,,,<DL,,,,
NJ061120,"2000-06-22 00:00:00",24.9,5.48,5.07,1.957,3.932,1.005,0.065,2.445,2.336,2.466,2.493,,,,,,<DL,,,,
NJ061130,"2000-06-22 00:00:00",NULL,16.49,21.85,10.406,0.52,1.544,0.465,3.674,3.334,3.225,8.748,,,,<DL,,ND,,,,
NJ061140,"2000-06-22 00:00:00",NULL,21.4,27.28,15.078,0.52,2.619,2.757,4.634,3.532,3.124,11.015,,,,<DL,,,,,,
NJ061210,"2000-10-05 00:00:00",24.3,25.67,11.14,2.551,0.07,1.062,0.496,2.538,0.055,0.613,1.821,,,,<DL,,,,<DL,,
NJ061230,"2000-10-05 00:00:00",NULL,29.17,13.77,2.52,0.52,0.475,0.465,2.352,1.738,1.796,1.925,,,<DL,<DL,<DL,ND,,,,
NJ062110,"2000-06-22 00:00:00",27.4,21.73,14.67,3.674,0.07,1.926,2.609,2.682,3.544,3.133,5.911,,,,ND,,,,,,
NJ062120,"2000-06-22 00:00:00",25.6,4.68,2.23,3.373,0.07,3.605,0.065,0.389,4.478,5.026,0.34,,,,<DL,,<DL,,,,
NJ062130,"2000-06-22 00:00:00",NULL,16.84,11.62,2.52,0.52,1.691,1.048,2.622,2.223,1.748,4.305,,,<DL,<DL,,,,,,
NJ063110,"2000-07-20 00:00:00",26.6,19.2,13.73,23.639,0.818,1.218,0.277,3.948,1.286,1.636,2.69,,,,,,,,,,
NJ063120,"2000-07-20 00:00:00",21.6,9.55,13.58,3.124,0.07,1.356,0.272,3.842,0.935,1.609,2.01,,,,<DL,,,,,,
NJ063130,"2000-07-20 00:00:00",NULL,19.58,15.96,8.377,1.247,1.685,0.465,4.939,1.93,1.918,3.159,,,,,,<DL,,,,
NJ063210,"2000-12-14 00:00:00",21.7,15.92,9.49,18.764,1.524,1.298,0.98,2.403,4.385,0.11,2.915,,,,,,,,,<DL,
NJ063220,"2000-12-14 00:00:00",1.7,7.01,1.96,1.761,0.203,0.115,0.373,0.12,1.072,0.231,1.072,,,,,,,<DL,,,
NJ063230,"2000-12-14 00:00:00",NULL,17.63,10.4,18.387,0.52,1.384,1.022,3.891,3.977,0.545,2.648,,,,<DL,,,,,<DL,
NJ064110,"2000-06-29 00:00:00",27.6,19.15,10.96,3.039,3.985,2.686,3.478,4.72,2.698,2.682,4.861,,,,,,,,,,
NJ064120,"2000-06-29 00:00:00",24.8,8.02,3.35,4.892,2.459,2.489,0.065,2.969,1.932,2.048,2.859,,,,,,<DL,,,,
NJ064130,"2000-06-29 00:00:00",NULL,17.3,11.6,2.52,0.52,2.321,0.465,4.289,2.716,2.661,4.255,,,<DL,<DL,,ND,,,,
NJ064210,"2001-01-25 00:00:00",23.3,22.12,11.78,3.731,1.221,1.784,0.359,3.394,4.386,2.701,4.201,,,,,,,,,,
NJ064220,"2001-01-25 00:00:00",0.8,10.44,5.48,4.307,0.07,0.632,0.649,1.024,1.764,3.666,0.767,,,,<DL,,,,,,
NJ064230,"2001-01-25 00:00:00",NULL,21.4,10.94,2.52,1.739,1.226,0.465,3.608,3.76,3.594,4.044,,,<DL,,,<DL,,,,
NJ065110,"2000-06-29 00:00:00",26.5,15.47,10.97,3.694,3.204,2.29,3.867,3.891,4.057,2.681,3.483,,,,,,,,,,
NJ065120,"2000-06-29 00:00:00",23.3,6.77,0.37,2.17,2.274,1.487,0.065,3.23,2.967,3.03,2.517,,<DL,,,,<DL,,,,
NJ065130,"2000-06-29 00:00:00",NULL,14.67,9.04,2.52,0.52,1.103,0.465,3.494,2.204,2.551,3.788,,,<DL,<DL,,ND,,,,
NJ065210,"2000-10-14 00:00:00",NULL,22.05,10.97,0.2,0.576,0.41,0.065,4.299,1.557,1.442,1.688,,,<DL,,,ND,,,,
NJ065220,"2000-10-14 00:00:00",14.7,2.21,5.74,5.131,0.523,0.577,0.524,1.903,0.984,1.427,0.571,,,,,,,,,,
NJ065230,"2000-10-14 00:00:00",NULL,22.5,8.21,6.997,0.52,0.475,0.465,4.903,2.196,1.213,2.059,,,,<DL,<DL,<DL,,,,
NJ066110,"2000-06-29 00:00:00",26.3,23.61,29.71,7.284,7.36,2.791,2.11,2.505,2.97,2.866,8.225,,,,,,,,,,
NJ066120,"2000-06-29 00:00:00",23.7,1.82,3.44,3.046,0.07,1.32,0.065,3.534,2.265,2.559,3.492,,,,<DL,,ND,,,,
NJ066130,"2000-06-29 00:00:00",NULL,23.25,29.66,8.231,4.715,2.199,0.465,3.171,2.363,2.494,7.689,,,,,,ND,,,,
NJ066210,"2000-10-26 00:00:00",24,40.79,25.59,22.88,0.07,0.025,0.248,5.798,1.681,0.11,2.382,,,,ND,<DL,,,,<DL,
NJ066220,"2000-10-26 00:00:00",NULL,3.69,23.18,9.614,0.607,0.143,0.157,1.102,1.025,0.11,0.598,,,,,,,,,<DL,
NJ066230,"2000-10-26 00:00:00",NULL,33.41,19.65,19.878,0.52,0.475,0.465,5.994,2.438,0.545,4.786,,,,<DL,<DL,ND,,,<DL,
NJ067110,"2000-07-07 00:00:00",25.1,17.4,11.06,2.969,3.56,2.154,1.389,3.468,2.792,2.901,2.99,,,,,,,,,,
NJ067120,"2000-07-07 00:00:00",24,1.65,3.07,1.253,0.07,2.607,0.065,2.899,2.995,2.902,2.962,,,,<DL,,ND,,,,
NJ067210,"2000-10-19 00:00:00",21.9,23.68,7.53,6.563,0.566,0.025,0.065,3.711,1.911,2.001,2.654,,,,,<DL,ND,,,,
NJ067220,"2000-10-19 00:00:00",NULL,5.69,9.76,0.2,0.07,0.025,0.065,1.365,0.668,2.623,0.1,,,<DL,<DL,<DL,ND,,,,<DL
NJ067230,"2000-10-19 00:00:00",NULL,31.31,8.68,2.52,0.52,0.475,0.465,5.95,2.557,2.764,3.13,,,<DL,<DL,<DL,ND,,,,
NJ068110,"2000-07-07 00:00:00",25.8,19.61,11.31,5.259,1.264,1.583,0.81,3.819,0.248,0.251,3.3,,,,,,,,,,
NJ069110,"2000-07-07 00:00:00",27.2,19.25,14.71,3.051,3.293,3.265,0.065,3.717,3.078,3.048,5.001,,,,,,<DL,,,,
NJ069120,"2000-07-07 00:00:00",25.1,6.79,3.63,5.999,3.901,3.833,1.228,3.927,3.012,2.855,3.069,,,,,,,,,,
NJ069130,"2000-07-07 00:00:00",NULL,18.35,15.97,2.52,0.52,2.43,0.465,4.415,3.276,3.407,6.05,,,<DL,<DL,,<DL,,,,
NJ070110,"2000-07-13 00:00:00",22.3,24.15,19.98,16.407,0.878,1.592,0.384,4.88,1.518,1.809,5.968,,,,,,,,,,
NJ070120,"2000-07-13 00:00:00",23.4,1.61,8.45,2.139,0.07,1.8,0.174,3.62,1.407,1.408,2.044,,,,<DL,,,,,,
NJ070130,"2000-07-13 00:00:00",NULL,26.81,22.24,14.129,0.52,1.739,0.465,5.854,2.019,1.947,5.374,,,,<DL,,<DL,,,,
NJ070210,"2000-11-02 00:00:00",21.1,27.34,14.71,14.83,0.219,0.909,0.194,5.045,1.704,0.649,1.539,,,,,,,,,,
NJ070220,"2000-11-02 00:00:00",10.4,3.09,15.16,11.657,0.07,0.321,0.183,1.275,0.542,0.397,2.388,,,,<DL,,,,,,
NJ070230,"2000-11-02 00:00:00",NULL,26.44,22.45,15.672,0.52,1.367,0.465,6.185,2.209,0.545,2.272,,,,ND,,<DL,,,<DL,
NJ071110,"2000-07-13 00:00:00",26.9,20.62,13.35,3.118,0.07,1.652,0.414,4.836,1.358,1.704,2.504,,,,<DL,,,,,,
NJ071120,"2000-07-13 00:00:00",24.9,3.74,6.59,3.93,0.963,2.589,0.503,4.758,2.221,2.41,3.16,,,,,,,,,,
NJ071130,"2000-07-13 00:00:00",NULL,20.95,12.83,2.52,0.52,1.412,0.465,4.37,2.202,2.985,2.708,,,<DL,<DL,,<DL,,,,
NJ071210,"2001-01-18 00:00:00",24.8,17.29,9.66,5.823,0.632,1.086,0.325,3.802,3.901,1.055,4.147,,,,,,,,,,
NJ071220,"2001-01-18 00:00:00",3.1,4.6,5.46,2.995,0.07,1.805,0.133,0.12,1.238,2.002,0.1,,,,<DL,,,<DL,,,<DL
NJ071230,"2001-01-18 00:00:00",NULL,17.26,13.47,8.653,0.52,1.495,1.48,0.94,3.223,0.545,3.959,,,,<DL,,,<DL,,<DL,
NJ072110,"2000-07-13 00:00:00",28.3,17.19,9.68,0.2,0.07,1.744,0.566,4.831,3.329,2.3,3.369,,,<DL,<DL,,,,,,
NJ072120,"2000-07-13 00:00:00",24.7,2.32,8.73,3.778,0.422,2.158,0.18,3.884,0.944,1.495,2.227,,,,,,,,,,
NJ072121,"2000-07-13 00:00:00",NULL,25.54,9.96,1.778,3.437,1.551,0.634,4.059,2.294,2.614,2.177,,,,,,,,,,
NJ072140,"2000-07-13 00:00:00",NULL,17.87,14.49,5.075,3.109,1.582,0.465,4.668,1.442,1.515,3.848,,,,,,<DL,,,,
NJ073110,"2000-07-20 00:00:00",26.3,19.49,12.1,3.004,0.27,0.879,0.065,3.834,1.528,1.131,3.392,,,,,,ND,,,,
NJ073120,"2000-07-20 00:00:00",21.8,2.31,4.74,0.2,0.479,2.796,0.169,3.151,1.217,2.011,1.688,,,<DL,,,,,,,
NJ073130,"2000-07-20 00:00:00",NULL,18.6,22.71,31.378,0.52,2.056,0.465,5.786,2.227,2.45,5.197,,,,<DL,,<DL,,,,
NJ073210,"2001-02-01 00:00:00",21.8,18.1,33.2,8.923,0.393,1.733,0.732,3.191,2.536,2.382,7.179,,,,,,,,,,
