LinkID,ID,HomeID,Visit,State,Type,Badge,VOC_ID,Laboratory,Season,datestarted,dateended,duration,t_c,cft,aqdate,acmetchl,mdmetchl,cmetchl,acmtbe,mdmtbe,cmtbe,acchlfrm,mdchlfrm,cchlfrm,accartet,mdcartet,ccartet,acbenzen,mdbenzen,cbenzen,actriche,mdtriche,ctriche,actoluen,mdtoluen,ctoluen,actetche,mdtetche,ctetche,acethben,mdethben,cethben,acmpxyle,mdmpxyle,cmpxyle,acoxyle,mdoxyle,coxyle,acstyren,mdstyren,cstyren,acalpin,mdalpin,calpin,acbepin,mdbepin,cbepin,acdlimo,mddlimo,cdlimo,acdchben,mddchben,cdchben,comments,acmetchl_flag,acmtbe_flag,acchlfrm_flag,accartet_flag,acbenzen_flag,actriche_flag,actoluen_flag,actetche_flag,acethben_flag,acmpxyle_flag,acoxyle_flag,acstyren_flag,acalpin_flag,acbepin_flag,acdlimo_flag,acdchben_flag
NJ039140,148,NJ139,1,NJ,"PERSONAL CHILD 1","JT 6324",71204,1,1,"2000-04-26 13:30:00","2000-04-28 11:51:00",2781,NULL,1.01,NULL,1.05,1.676,0.838,17.12,0.87,17.12,3.52,0.342,3.52,0.75,0.254,0.75,2.65,0.967,2.65,2.01,0.192,2.01,22.9,6.038,22.9,0.84,1.122,0.561,6.64,0.719,6.64,11.89,0.5,11.89,3.24,0.334,3.24,0.42,0.34,0.49,2.47,0.641,2.47,0.505,0.367,0.42,0.635,2.53,1.265,7.91,1.441,7.91,NULL,ND,,,,,,,,,,,<DL,,<DL,<DL,
NJ039210,468,NJ239,2,NJ,INDOOR,"SE 1300",72600,1,2,"2000-08-08 10:25:00","2000-08-10 09:35:00",2830,28.7,1,NULL,1.05,1.676,0.838,1.36,0.87,1.36,0.21,0.342,0.171,0.87,0.254,0.87,0.55,0.967,0.4835,0.22,0.192,0.096,3.35,6.038,3.019,0.6,1.122,0.561,0.37,0.719,0.3595,2.55,0.5,2.55,0.425,0.334,0.81,0.42,0.34,0.17,1.02,0.641,0.3205,0.505,0.367,0.1835,0.635,2.53,1.265,0.455,1.441,0.7205,NULL,<DL,,<DL,,<DL,ND,<DL,,<DL,,<DL,ND,<DL,ND,ND,<DL
NJ039220,469,NJ239,2,NJ,OUTDOOR,"SE 1301",72601,1,2,"2000-08-08 10:20:00","2000-08-10 09:35:00",2835,29.2,1,NULL,1.05,1.676,0.838,8.12,0.87,8.12,1.88,0.342,1.88,0.75,0.254,0.75,1.35,0.967,1.35,2.44,0.192,2.44,17.41,6.038,17.41,0.72,1.122,0.561,3.78,0.719,3.78,17.52,0.5,17.52,80.98,0.334,80.98,1.29,0.34,1.29,3.45,0.641,3.45,0.505,0.367,0.56,22.68,2.53,22.68,14.52,1.441,14.52,NULL,ND,,,,,,,,,,,,,<DL,,
NJ039230,470,NJ239,2,NJ,"PERSONAL ADULT","SE 1302",72602,1,2,"2000-08-08 10:45:00","2000-08-10 09:30:00",2805,NULL,1.01,NULL,1.05,1.676,0.838,3,0.87,3,0.72,0.342,0.72,0.76,0.254,0.76,0.55,0.967,1.06,0.22,0.192,0.4,3.35,6.038,6.37,0.48,1.122,0.561,2.12,0.719,2.12,8.05,0.5,8.05,2.26,0.334,2.26,0.42,0.34,0.17,1.02,0.641,1.57,0.505,0.367,0.1835,10.53,2.53,10.53,0.98,1.441,0.7205,NULL,<DL,,,,<DL,<DL,<DL,,,,,ND,<DL,<DL,,
NJ039240,471,NJ239,2,NJ,"PERSONAL CHILD 1","SE 1303",72603,1,2,"2000-08-08 10:48:00","2000-08-10 09:45:00",2817,NULL,1,NULL,1.05,1.676,0.838,0.94,0.87,0.94,1.25,0.342,1.25,0.87,0.254,0.87,0.55,0.967,0.4835,0.22,0.192,0.4,8.6,6.038,8.6,1.73,1.122,1.73,2.63,0.719,2.63,3.34,0.5,3.34,1.34,0.334,1.34,0.42,0.34,0.17,2.07,0.641,2.07,8.14,0.367,8.14,20.38,2.53,20.38,0.455,1.441,0.7205,NULL,<DL,,,,<DL,<DL,,,,,,<DL,,,,<DL
NJ040110,150,NJ140,1,NJ,INDOOR,"JT 6326",71206,1,1,"2000-05-03 14:30:00","2000-05-05 13:54:00",2844,22.5,1.01,NULL,1.05,1.676,0.838,46.13,0.87,46.13,0.21,0.342,0.171,0.62,0.254,0.62,7.37,0.967,7.37,0.22,0.192,0.44,9.03,6.038,9.03,0.45,1.122,0.561,68.37,0.719,68.37,231.22,0.5,231.22,66.88,0.334,66.88,20.81,0.34,20.81,4.38,0.641,4.38,0.505,0.367,0.78,1.34,2.53,1.265,122.87,1.441,122.87,NULL,ND,,ND,,,<DL,,,,,,,,<DL,,
NJ040111,149,NJ140,1,NJ,"DUPLICATE INDOOR","JT 6329",71209,1,1,"2000-05-03 14:30:00","2000-05-05 13:54:00",2844,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NJ040120,151,NJ140,1,NJ,OUTDOOR,"JT 6327",71207,1,1,"2000-05-03 14:20:00","2000-05-05 14:17:00",2877,17.5,1.02,NULL,1.05,1.676,0.838,12.11,0.87,12.11,0.21,0.342,0.171,0.72,0.254,0.72,1.79,0.967,1.79,0.22,0.192,0.44,9.14,6.038,9.14,0.44,1.122,0.561,1.18,0.719,1.18,4.41,0.5,4.41,1.36,0.334,1.36,0.42,0.34,0.17,1.02,0.641,0.3205,1.04,0.367,1.04,0.635,2.53,1.265,0.455,1.441,0.7205,NULL,ND,,<DL,,,<DL,,,,,,<DL,ND,,ND,<DL
NJ040130,152,NJ140,1,NJ,"PERSONAL ADULT","SG 6590",71210,1,1,"2000-05-03 14:10:00","2000-05-05 13:55:00",2865,NULL,1.01,NULL,1.05,1.676,0.838,12.47,0.87,12.47,1.86,0.342,1.86,0.5,0.254,0.5,6.72,0.967,6.72,0.22,0.192,0.44,264.03,6.038,264.03,0.44,1.122,0.561,64.55,0.719,64.55,219.05,0.5,219.05,62.94,0.334,62.94,11.67,0.34,11.67,3.59,0.641,3.59,0.505,0.367,0.1835,0.635,2.53,1.265,118.76,1.441,118.76,NULL,<DL,,,,,<DL,,,,,,,,ND,<DL,
NJ040140,153,NJ140,1,NJ,"PERSONAL CHILD 1","SG 6591",71211,1,1,"2000-05-03 14:30:00","2000-05-05 13:55:00",2845,NULL,1.01,NULL,1.05,1.676,0.838,38.85,0.87,38.85,1.45,0.342,1.45,0.73,0.254,0.73,6.67,0.967,6.67,0.22,0.192,0.33,238.39,6.038,238.39,0.69,1.122,0.561,60.24,0.719,60.24,205.41,0.5,205.41,59.65,0.334,59.65,14.24,0.34,14.24,3.37,0.641,3.37,0.505,0.367,0.1835,0.635,2.53,1.265,113.27,1.441,113.27,NULL,<DL,,,,,<DL,,,,,,,,<DL,<DL,
NJ040210,472,NJ240,2,NJ,INDOOR,"ST 4152",72612,1,2,"2000-08-15 13:25:00","2000-08-17 13:58:00",2913,26.4,1,NULL,1.05,1.676,0.838,7.28,0.87,7.28,2.48,0.342,2.48,0.89,0.254,0.89,1.58,0.967,1.58,0.55,0.192,0.55,17.94,6.038,17.94,0.85,1.122,0.561,1.85,0.719,1.85,4.98,0.5,4.98,2.29,0.334,2.29,26.76,0.34,26.76,5.28,0.641,5.28,1.48,0.367,1.48,9.34,2.53,9.34,8.63,1.441,8.63,NULL,<DL,,,,,,,,,,,,,,,
NJ040220,473,NJ240,2,NJ,OUTDOOR,"ST 4153",72613,1,2,"2000-08-15 13:35:00","2000-08-17 13:47:00",2892,16.8,1.02,NULL,1.05,1.676,0.838,0.34,0.87,0.435,0.21,0.342,0.171,1.01,0.254,1.01,1.59,0.967,1.59,0.56,0.192,0.56,7.29,6.038,7.29,0.73,1.122,0.561,2.37,0.719,2.37,2.17,0.5,2.17,1.04,0.334,1.04,0.42,0.34,0.17,1.02,0.641,0.3205,0.505,0.367,0.1835,0.635,2.53,1.265,0.455,1.441,0.7205,NULL,ND,<DL,ND,,,,,,,,,<DL,<DL,ND,<DL,<DL
NJ040230,474,NJ240,2,NJ,"PERSONAL ADULT","ST 4154",72614,1,2,"2000-08-15 13:30:00","2000-08-17 13:37:00",2887,20.6,1.01,NULL,1.05,1.676,0.838,6.93,0.87,6.93,2.4,0.342,2.4,0.9,0.254,0.9,1.59,0.967,1.59,0.67,0.192,0.67,19.86,6.038,19.86,0.86,1.122,0.561,1.74,0.719,1.74,4.46,0.5,4.46,2.05,0.334,2.05,9.56,0.34,9.56,3.95,0.641,3.95,1.09,0.367,1.09,10.35,2.53,10.35,10.79,1.441,10.79,NULL,<DL,,,,,,,,,,,,,,,
NJ040240,475,NJ240,2,NJ,"PERSONAL CHILD 1","ST 4155",72615,1,2,"2000-08-15 13:27:00","2000-08-17 13:50:00",2903,NULL,1.01,NULL,1.05,1.676,0.838,6.16,0.87,6.16,2.48,0.342,2.48,0.89,0.254,0.89,1.68,0.967,1.68,0.55,0.192,0.55,15.48,6.038,15.48,0.97,1.122,0.561,1.47,0.719,1.47,4.05,0.5,4.05,2.04,0.334,2.04,8.22,0.34,8.22,3.68,0.641,3.68,1.09,0.367,1.09,9.77,2.53,9.77,13.21,1.441,13.21,NULL,<DL,,,,,,,,,,,,,,,
NJ041110,155,NJ141,1,NJ,INDOOR,"SG 6592",71212,1,1,"2000-05-03 16:00:00","2000-05-05 15:20:00",2840,21.6,1.01,NULL,1.05,1.676,0.838,0.34,0.87,0.435,5.14,0.342,5.14,0.62,0.254,0.62,2.91,0.967,2.91,0.22,0.192,0.22,8.7,6.038,8.7,2.19,1.122,2.19,1.45,0.719,1.45,5.5,0.5,5.5,1.5,0.334,1.5,0.42,0.34,0.17,8.44,0.641,8.44,0.505,0.367,0.1835,2.02,2.53,1.265,22.76,1.441,22.76,NULL,<DL,ND,,,,<DL,,,,,,<DL,,ND,,
NJ041111,154,NJ141,1,NJ,"DUPLICATE INDOOR","SG 6781",71171,1,1,"2000-05-03 16:00:00","2000-05-05 15:20:00",2825,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NJ041120,156,NJ141,1,NJ,OUTDOOR,"SG 6593",71213,1,1,"2000-05-03 15:54:00","2000-05-05 14:54:00",2820,17.6,1.02,NULL,1.05,1.676,0.838,12.14,0.87,12.14,0.51,0.342,0.51,0.74,0.254,0.74,1.13,0.967,1.13,0.22,0.192,0.22,3.35,6.038,3.019,0.58,1.122,0.561,0.81,0.719,0.81,3.2,0.5,3.2,0.87,0.334,0.87,0.42,0.34,0.17,1.02,0.641,0.3205,0.505,0.367,0.1835,0.635,2.53,1.265,0.455,1.441,0.7205,NULL,ND,,,,,<DL,<DL,,,,,ND,<DL,ND,ND,<DL
NJ041140,157,NJ141,1,NJ,"PERSONAL CHILD 1","SG 6594",71214,1,1,"2000-05-03 15:30:00","2000-05-05 15:20:00",2870,NULL,1,NULL,1.05,1.676,0.838,7.9,0.87,7.9,0.21,0.342,0.171,0.38,0.254,0.38,2.49,0.967,2.49,0.22,0.192,0.44,3.35,6.038,3.019,1.67,1.122,1.67,1.31,0.719,1.31,4.68,0.5,4.68,1.23,0.334,1.23,0.42,0.34,0.17,6.72,0.641,6.72,0.505,0.367,0.1835,1.46,2.53,1.265,17.92,1.441,17.92,NULL,ND,,<DL,,,<DL,<DL,,,,,<DL,,<DL,,
NJ041210,476,NJ241,2,NJ,INDOOR,"ST 4181",72561,1,2,"2000-08-29 11:05:00","2000-08-31 15:00:00",3115,24.9,1.01,NULL,8.06,1.676,8.06,6.32,0.87,6.32,8.46,0.342,8.46,0.94,0.254,0.94,1.84,0.967,1.84,0.52,0.192,0.52,32.6,6.038,32.6,1.93,1.122,1.93,0.9,0.719,0.9,2.37,0.5,2.37,1.08,0.334,1.08,0.42,0.34,0.72,18.46,0.641,18.46,5,0.367,5,41.6,2.53,41.6,32.86,1.441,32.86,NULL,,,,,,,,,,,,<DL,,,,
NJ041220,477,NJ241,2,NJ,OUTDOOR,"ST 4182",72562,1,2,"2000-08-29 11:00:00","2000-08-31 14:41:00",3101,24.3,1.01,NULL,1.05,1.676,0.838,4.19,0.87,4.19,0.21,0.342,0.171,1.05,0.254,1.05,1.3,0.967,1.3,0.62,0.192,0.62,3.35,6.038,3.019,1.25,1.122,1.25,1.73,0.719,1.73,1.49,0.5,1.49,0.85,0.334,0.85,0.42,0.34,0.17,1.02,0.641,0.3205,0.505,0.367,0.1835,0.635,2.53,1.265,0.455,1.441,0.7205,NULL,ND,,ND,,,,<DL,,,,,ND,<DL,ND,<DL,<DL
NJ041240,478,NJ241,2,NJ,"PERSONAL CHILD 1","ST 4183",72563,1,2,"2000-08-29 11:10:00","2000-08-31 14:34:00",3084,NULL,1.01,NULL,9,1.676,9,6.39,0.87,6.39,6.6,0.342,6.6,0.84,0.254,0.84,2.04,0.967,2.04,0.52,0.192,0.52,55.2,6.038,55.2,1.83,1.122,1.83,1.03,0.719,1.03,2.39,0.5,2.39,1.21,0.334,1.21,0.42,0.34,0.48,16.31,0.641,16.31,4.67,0.367,4.67,52.67,2.53,52.67,47.06,1.441,47.06,NULL,,,,,,,,,,,,<DL,,,,
NJ042110,158,NJ142,1,NJ,INDOOR,"SG 6595",71215,1,1,"2000-05-03 10:35:00","2000-05-05 10:42:00",2887,24.6,1.01,NULL,1.05,1.676,0.838,36.81,0.87,36.81,2.26,0.342,2.26,0.72,0.254,0.72,30.8,0.967,30.8,1.44,0.192,1.44,48.44,6.038,48.44,0.56,1.122,0.561,8.53,0.719,8.53,30.76,0.5,30.76,8.83,0.334,8.83,1.63,0.34,1.63,7.31,0.641,7.31,0.505,0.367,0.1835,2.91,2.53,2.91,24.88,1.441,24.88,NULL,<DL,,,,,,,,,,,,,ND,,
NJ042120,159,NJ142,1,NJ,OUTDOOR,"SG 6596",71216,1,1,"2000-05-03 10:40:00","2000-05-05 10:40:00",2880,17.5,1.02,NULL,1.05,1.676,0.838,0.34,0.87,0.435,0.21,0.342,0.171,0.84,0.254,0.84,1.6,0.967,1.6,0.22,0.192,0.21,3.35,6.038,3.019,0.44,1.122,0.561,1.05,0.719,1.05,4.41,0.5,4.41,1.23,0.334,1.23,0.42,0.34,0.17,1.02,0.641,0.3205,0.505,0.367,0.63,0.635,2.53,1.265,1.33,1.441,0.7205,NULL,ND,ND,ND,,,<DL,<DL,,,,,ND,ND,<DL,ND,
NJ042130,160,NJ142,1,NJ,"PERSONAL ADULT","SG 6597",71217,1,1,"2000-05-03 10:45:00","2000-05-05 10:36:00",2871,NULL,1.01,NULL,1.05,1.676,0.838,34.58,0.87,34.58,2.48,0.342,2.48,0.38,0.254,0.38,23.31,0.967,23.31,1,0.192,1,41.95,6.038,41.95,0.81,1.122,0.561,8.32,0.719,8.32,29.92,0.5,29.92,8.5,0.334,8.5,1.77,0.34,1.77,11.24,0.641,11.24,0.505,0.367,0.64,4.79,2.53,4.79,41.74,1.441,41.74,NULL,ND,,,,,,,,,,,,,<DL,,
NJ042210,479,NJ242,2,NJ,INDOOR,"SU 2375",72365,1,3,"2000-11-28 11:49:00","2000-11-30 10:46:00",2817,24,1.01,NULL,1.05,1.676,0.838,8.5,0.87,8.5,1.39,0.342,1.39,0.68,0.254,0.68,12.55,0.967,12.55,0.22,0.192,0.096,34.47,6.038,34.47,0.75,1.122,0.561,4.38,0.719,4.38,6.91,0.5,6.91,4.31,0.334,4.31,1.06,0.34,1.06,2.26,0.641,2.26,0.505,0.367,0.71,7.08,2.53,7.08,0.455,1.441,0.7205,NULL,<DL,,,,,ND,,,,,,,,<DL,,<DL
NJ042220,480,NJ242,2,NJ,OUTDOOR,"SU 2376",72366,1,3,"2000-11-28 12:00:00","2000-11-30 10:48:00",2928,23,1.01,NULL,1.05,1.676,0.838,4.44,0.87,4.44,0.21,0.342,0.171,0.77,0.254,0.77,1.67,0.967,1.67,0.22,0.192,0.096,3.35,6.038,3.019,0.6,1.122,0.561,2.96,0.719,2.96,3.08,0.5,3.08,1.15,0.334,1.15,0.89,0.34,0.89,1.02,0.641,0.3205,0.505,0.367,0.81,0.635,2.53,1.265,0.455,1.441,0.7205,NULL,<DL,,ND,,,ND,<DL,,,,,,ND,<DL,ND,<DL
NJ042230,481,NJ242,2,NJ,"PERSONAL ADULT","SU 2377",72367,1,3,"2000-11-28 11:50:00","2000-11-30 10:54:00",2824,24.9,1.01,NULL,1.05,1.676,0.838,4.82,0.87,4.82,1.71,0.342,1.71,0.8,0.254,0.8,14.31,0.967,14.31,0.22,0.192,0.096,34.38,6.038,34.38,0.63,1.122,0.561,4.24,0.719,4.24,9.81,0.5,9.81,4.17,0.334,4.17,1.19,0.34,1.19,2.64,0.641,2.64,0.505,0.367,0.98,8.01,2.53,8.01,0.455,1.441,0.7205,NULL,<DL,,,,,ND,,,,,,,,<DL,,<DL
NJ043110,161,NJ143,1,NJ,INDOOR,"SG 6601",71221,1,1,"2000-05-09 12:18:00","2000-05-11 11:41:00",2843,25.7,1,NULL,51.87,1.676,51.87,6.96,0.87,6.96,3.48,0.342,3.48,0.91,0.254,0.91,1.67,0.967,1.67,1.74,0.192,1.74,27.78,6.038,27.78,1.94,1.122,1.94,11.88,0.719,11.88,39.26,0.5,39.26,6.92,0.334,6.92,1.26,0.34,1.26,60.02,0.641,60.02,0.505,0.367,0.62,12.65,2.53,12.65,67.26,1.441,67.26,NULL,,,,,,,,,,,,,,<DL,,
NJ043120,162,NJ143,1,NJ,OUTDOOR,"SG 6602",71222,1,1,"2000-05-09 12:25:00","2000-05-11 11:45:00",2840,19.5,1.01,NULL,1.05,1.676,0.838,0.34,0.87,0.435,0.21,0.342,0.171,0.68,0.254,0.68,1.27,0.967,1.27,0.72,0.192,0.72,21.88,6.038,21.88,0.82,1.122,0.561,1.06,0.719,1.06,4.76,0.5,4.76,1.39,0.334,1.39,0.42,0.34,0.17,1.02,0.641,0.3205,0.505,0.367,0.62,0.635,2.53,1.265,0.99,1.441,0.7205,NULL,ND,ND,ND,,,,,,,,,ND,<DL,<DL,ND,
NJ043130,163,NJ143,1,NJ,"PERSONAL ADULT","SG 6603",71223,1,1,"2000-05-09 12:30:00","2000-05-11 11:42:00",2832,NULL,1.01,NULL,35.01,1.676,35.01,0.34,0.87,0.435,2.44,0.342,2.44,0.91,0.254,0.91,2.37,0.967,2.37,1.97,0.192,1.97,19.8,6.038,19.8,1.57,1.122,1.57,7.53,0.719,7.53,24.93,0.5,24.93,4.88,0.334,4.88,1.01,0.34,1.01,39.28,0.641,39.28,0.505,0.367,0.49,7.71,2.53,7.71,49.3,1.441,49.3,NULL,,ND,,,,,,,,,,,,<DL,,
NJ043210,482,NJ243,2,NJ,INDOOR,"ST 4094",72574,1,2,"2000-09-05 15:10:00","2000-09-07 12:00:00",2690,23.4,1.01,NULL,1.05,1.676,0.838,4.04,0.87,4.04,0.57,0.342,0.57,0.47,0.254,0.47,0.55,0.967,0.4835,0.22,0.192,0.096,3.35,6.038,3.019,0.52,1.122,0.561,1.45,0.719,1.45,3.76,0.5,3.76,1.25,0.334,1.25,0.42,0.34,0.17,17.62,0.641,17.62,5.35,0.367,5.35,13.38,2.53,13.38,0.455,1.441,0.7205,NULL,<DL,,,,<DL,ND,<DL,,,,,<DL,,,,<DL
NJ043220,483,NJ243,2,NJ,OUTDOOR,"ST 4095",72575,1,2,"2000-09-05 15:20:00","2000-09-07 11:55:00",2675,23.2,1.01,NULL,1.05,1.676,0.838,3.27,0.87,3.27,0.21,0.342,0.171,0.47,0.254,0.47,0.55,0.967,0.4835,0.22,0.192,0.096,3.35,6.038,3.019,0.53,1.122,0.561,0.37,0.719,0.3595,0.7,0.5,0.71,0.425,0.334,0.167,0.42,0.34,0.17,1.02,0.641,0.3205,0.505,0.367,0.1835,0.635,2.53,1.265,0.455,1.441,0.7205,NULL,ND,,ND,,<DL,ND,<DL,,<DL,<DL,<DL,ND,<DL,ND,<DL,ND
NJ043230,484,NJ243,2,NJ,"PERSONAL ADULT","ST 4096",72576,1,2,"2000-09-05 15:15:00","2000-09-07 12:00:00",2685,24,1.01,NULL,1.05,1.676,0.838,0.99,0.87,0.99,0.21,0.342,0.35,0.47,0.254,0.47,0.55,0.967,0.4835,0.22,0.192,0.096,3.35,6.038,3.019,0.53,1.122,0.561,1.59,0.719,1.59,3.97,0.5,3.97,1.53,0.334,1.53,0.42,0.34,0.17,14.71,0.641,14.71,4.5,0.367,4.5,10.84,2.53,10.84,0.455,1.441,0.7205,NULL,ND,,<DL,,<DL,ND,<DL,,,,,<DL,,,,ND
NJ044110,165,NJ144,1,NJ,INDOOR,"SG 6605",71225,1,1,"2000-05-09 13:45:00","2000-05-11 12:50:00",2825,24.6,1.01,NULL,1.05,1.676,0.838,10.02,0.87,10.02,3.82,0.342,3.82,1.27,0.254,1.27,2.97,0.967,2.97,0.5,0.192,0.5,23.68,6.038,23.68,0.95,1.122,0.561,4.44,0.719,4.44,15.93,0.5,15.93,3.72,0.334,3.72,0.42,0.34,0.17,1.02,0.641,1.4,0.505,0.367,0.76,0.635,2.53,1.265,4.25,1.441,4.25,NULL,ND,,,,,,,,,,,<DL,<DL,<DL,ND,
NJ044120,166,NJ144,1,NJ,OUTDOOR,"SG 6606",71226,1,1,"2000-05-09 14:00:00","2000-05-11 12:57:00",2817,18.8,1.02,NULL,1.05,1.676,0.838,6.48,0.87,6.48,0.21,0.342,0.171,0.68,0.254,0.68,1.58,0.967,1.58,0.5,0.192,0.5,7.49,6.038,7.49,0.83,1.122,0.561,1.2,0.719,1.2,4.28,0.5,4.28,1.4,0.334,1.4,0.42,0.34,0.17,1.02,0.641,0.3205,1.04,0.367,1.04,0.635,2.53,1.265,0.455,1.441,0.7205,NULL,ND,,ND,,,,,,,,,<DL,ND,,ND,<DL
NJ044130,167,NJ144,1,NJ,"PERSONAL ADULT","SG 6607",71227,1,1,"2000-05-09 13:47:00","2000-05-11 12:55:00",2828,NULL,1.01,NULL,1.05,1.676,0.838,11.3,0.87,11.3,3.18,0.342,3.18,1.15,0.254,1.15,3.47,0.967,3.47,0.5,0.192,0.5,17.02,6.038,17.02,0.95,1.122,0.561,4.82,0.719,4.82,16.43,0.5,16.43,3.98,0.334,3.98,0.42,0.34,0.35,2.29,0.641,2.29,0.505,0.367,0.1835,0.635,2.53,1.265,5.8,1.441,5.8,NULL,ND,,,,,,,,,,,<DL,,ND,ND,
NJ044131,164,NJ144,1,NJ,"DUPLICATE PERSONAL","SG 6785",71169,1,1,"2000-05-09 13:47:00","2000-05-11 12:55:00",2823,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NJ044210,485,NJ244,2,NJ,INDOOR,"ST 4165",72625,1,2,"2000-08-22 11:10:00","2000-08-24 11:18:00",2888,25.4,1,NULL,1.05,1.676,0.838,1.77,0.87,1.77,0.21,0.342,0.171,0.9,0.254,0.9,1.89,0.967,1.89,0.45,0.192,0.45,9.51,6.038,9.51,0.61,1.122,0.561,2.62,0.719,2.62,6.74,0.5,6.74,2.56,0.334,2.56,0.42,0.34,0.17,1.02,0.641,1.46,0.505,0.367,0.82,7.7,2.53,7.7,2.2,1.441,2.2,NULL,<DL,,<DL,,,,,,,,,<DL,<DL,<DL,,
NJ044220,486,NJ244,2,NJ,OUTDOOR,"ST 4166",72626,1,2,"2000-08-22 11:20:00","2000-08-24 11:28:00",2888,22.3,1.01,NULL,1.05,1.676,0.838,3.98,0.87,3.98,0.21,0.342,0.171,0.9,0.254,0.9,1.5,0.967,1.5,0.22,0.192,0.096,3.35,6.038,3.019,0.86,1.122,0.561,0.37,0.719,0.72,2.17,0.5,2.17,1.04,0.334,1.04,0.42,0.34,0.17,1.02,0.641,0.3205,0.505,0.367,0.1835,0.635,2.53,1.265,0.455,1.441,0.7205,NULL,ND,,ND,,,ND,<DL,,<DL,,,ND,<DL,ND,ND,ND
NJ044230,487,NJ244,2,NJ,"PERSONAL ADULT","ST 4167",72627,1,2,"2000-08-22 11:17:00","2000-08-24 11:27:00",2890,23.4,1,NULL,1.05,1.676,0.838,3.87,0.87,3.87,0.74,0.342,0.74,0.89,0.254,0.89,1.98,0.967,1.98,0.45,0.192,0.45,9.17,6.038,9.17,0.86,1.122,0.561,2.24,0.719,2.24,5.78,0.5,5.78,2.3,0.334,2.3,0.42,0.34,0.17,2.45,0.641,2.45,0.505,0.367,0.96,8.09,2.53,8.09,3.44,1.441,3.44,NULL,ND,,,,,,,,,,,ND,,<DL,,
NJ045110,168,NJ145,1,NJ,INDOOR,"SG 6695",71235,1,1,"2000-05-16 16:07:00","2000-05-18 17:05:00",2938,24.5,1.01,NULL,1.05,1.676,0.838,1.98,0.87,1.98,1.94,0.342,1.94,0.54,0.254,0.54,1.12,0.967,1.12,0.22,0.192,0.26,18.83,6.038,18.83,0.48,1.122,0.561,0.37,0.719,0.3595,0.7,0.5,1.13,0.425,0.334,0.73,0.42,0.34,0.17,3.43,0.641,3.43,4.83,0.367,4.83,5.02,2.53,5.02,0.455,1.441,0.7205,NULL,ND,,,,,<DL,,,<DL,<DL,<DL,ND,,,,<DL
NJ045120,169,NJ145,1,NJ,OUTDOOR,"SG 6696",71236,1,1,"2000-05-16 16:20:00","2000-05-18 17:05:00",2925,19.3,1.01,NULL,1.05,1.676,0.838,6.35,0.87,6.35,8.39,0.342,8.39,0.77,0.254,0.77,3.83,0.967,3.83,0.22,0.192,0.37,12.39,6.038,12.39,1.21,1.122,1.21,0.9,0.719,0.9,0.7,0.5,1.39,0.98,0.334,0.98,0.42,0.34,0.17,1.02,0.641,1.35,4.05,0.367,4.05,14.57,2.53,14.57,60.71,1.441,60.71,NULL,ND,,,,,<DL,,,,<DL,,<DL,<DL,,,
NJ045130,170,NJ145,1,NJ,"PERSONAL ADULT","SG 6697",71237,1,1,"2000-05-16 16:30:00","2000-05-18 17:05:00",2915,NULL,1.01,NULL,1.05,1.676,0.838,2.62,0.87,2.62,1.34,0.342,1.34,0.66,0.254,0.66,0.55,0.967,0.4835,0.22,0.192,0.096,3.35,6.038,3.019,0.61,1.122,0.561,0.37,0.719,0.3595,0.7,0.5,0.25,0.425,0.334,0.36,0.42,0.34,0.17,1.02,0.641,0.3205,0.505,0.367,0.1835,0.635,2.53,1.265,3.01,1.441,3.01,NULL,<DL,,,,<DL,<DL,ND,,<DL,<DL,<DL,ND,ND,ND,<DL,
