LinkID,HomeID,PufID,Sampling_Date,State,Type,Extraction_Date,GC_MS_Date,Volume_air,Lab_Blank,NAP,ACY,ACE,FLR,1MFL,DBT,PHE,ANT,2MA,1MA,1MP,9MA,4_5MP,3_6DMP,9_10DMA,FLT,PYR,BaFLR,RET,BbFLR,BNT,CPP,BaA,CHR_TRI,BFLTs,BeP,BaP,PER,IP,DBA,BghiP,COR,oxyCD,tCD,cCD,MC5,tNC,cNC,SurrRcv_ACEd10,SurrRcv_ANTd10,SurrRcv_FLTd10,SurrRcv_BePd12,comments,DBT_flag,PHE_flag,ANT_flag,2MA_flag,1MA_flag,1MP_flag,9MA_flag,4_5MP_flag,3_6DMP_flag,9_10DMA_flag,FLT_flag,PYR_flag,BaFLR_flag,RET_flag,BbFLR_flag,BNT_flag,CPP_flag,BaA_flag,CHR_TRI_flag,BFLTs_flag,BeP_flag,BaP_flag,PER_flag,IP_flag,DBA_flag,BghiP_flag,COR_flag,oxyCD_flag,tCD_flag,cCD_flag,MC5_flag,tNC_flag,cNC_flag,NAP_flag,ACY_flag,ACE_flag,FLR_flag,1MFL_flag
CA004120,CA014,40030,"1999-08-23 00:00:00",CA,OUTDOOR,"2001-04-30 00:00:00","2001-06-27 00:00:00",27.42,LBP04301,NULL,NULL,NULL,NULL,NULL,0.387668,5.66613,0.384211,0.261093,0.83385,0.528221,0.0673652,0.291533,0.192932,0.00183064,1.11792,1.45828,0.0548603,0.0662465,0.0395243,0.00992944,0.00135422,0.00337232,0.0466907,0.0361068,0.00093289,0.000817125,0.000421508,0.000504407,0.000233453,0.000163069,7.43766e-06,0.00570611,0.212038,0.160446,0.0322055,0.0803045,0.00943111,0.937535,1.03442,0.936873,0.963726,"",,,,,,,,,,<DL,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA004210,CA214,40459,"2000-01-10 00:00:00",CA,INDOOR,"2001-04-18 00:00:00","2001-06-27 00:00:00",28.47,LBP04181,NULL,NULL,NULL,NULL,NULL,1.06641,7.13762,0.461807,0.169721,1.24309,0.682475,0.102654,0.428269,0.353932,7.89253e-06,0.730975,1.27462,0.0258699,0.200161,0.00867811,0.00612446,0.0624208,0.0197923,0.0742138,0.00818827,0.00281346,0.00123943,0.000608379,1.17247e-05,5.50077e-06,4.71287e-06,7.71314e-06,0.00225862,0.314489,0.196638,0.0583216,0.124204,0.0172526,0.991278,1.22124,0.958004,0.967958,"",,,,,,,,,,<DL,,,,,,,,,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,
CA004220,CA214,40460,"2000-01-10 00:00:00",CA,OUTDOOR,"2001-04-18 00:00:00","2001-06-27 00:00:00",28.79,LBP04181,NULL,NULL,NULL,NULL,NULL,0.870888,14.8293,1.16131,0.253527,1.0189,0.953729,0.0187268,1.03914,0.420442,0.00689016,2.22899,2.72832,0.118144,0.431293,0.0696988,0.0140196,0.0160131,0.0291455,0.187962,0.010971,0.00384121,0.00140708,0.000630638,3.82429e-05,1.09538e-05,7.6666e-06,1.92926e-05,0.00565684,0.248162,0.196714,0.0381114,0.116086,0.00762684,0.931778,0.964538,0.962246,1.03405,"",,,,,,,,,,,,,,,,,,,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA005110,CA015,40032,"1999-08-31 00:00:00",CA,INDOOR,"2000-02-07 00:00:00","2000-02-09 00:00:00",27.75,LBP02070,8.44172,3.09363,2.87344,8.66314,28.8081,2.0834,13.4926,0.718738,NULL,0.488553,1.72595,0.472223,6.84442,0.482277,0.310999,1.90173,3.18353,0.0775887,0.553306,0.210448,0.00676605,0.0239093,0.00642252,0.0471044,0.00390783,0.00262941,0.0010716,NULL,0.000291215,0.000395817,0.00507793,0.0075991,NULL,NULL,NULL,NULL,NULL,NULL,0.868596,0.957145,0.913835,0.761152,"",,,,NA,,,,,,,,,,,,,,,,<DL,,<DL,NA,<DL,<DL,,,NA,NA,NA,NA,NA,NA,,,,,
CA005120,CA015,40033,"1999-08-31 00:00:00",CA,OUTDOOR,"2000-02-07 00:00:00","2000-02-09 00:00:00",27.34,LBP02070,6.66813,0.897447,0.922715,3.46995,1.59508,0.605228,7.63557,0.405332,0.162701,0.861548,0.481943,0.0153239,0.548224,0.293258,0.0902917,1.37073,1.2535,0.0797332,0.108095,0.0386545,0.00547796,0.00203464,0.00489718,0.0762098,0.00481179,0.00435387,0.00831089,0.00453839,0.000678155,0.000882805,0.000806758,0.0222495,NULL,NULL,NULL,NULL,NULL,NULL,0.709708,0.83546,0.871544,0.810127,"",,,,,,,,,,,,,,,,,,,,<DL,,,,<DL,<DL,<DL,,NA,NA,NA,NA,NA,NA,,,,,
CA005210,CA215,40187,"1999-12-16 00:00:00",CA,INDOOR,"2000-02-28 00:00:00","2000-03-05 00:00:00",27.65,LBP02280,13.0054,4.70732,2.50218,7.9342,20.1388,2.46267,16.3895,0.804767,0.554891,3.08874,1.88068,0.183811,0.553226,0.133353,0.0222772,1.10825,1.28492,0.0790766,0.399254,0.0192518,0.014733,0.204642,0.0710654,0.139173,0.0255412,0.00675605,0.00762998,0.00205198,0.00145116,0.000795541,0.00214734,0.00212394,NULL,NULL,NULL,NULL,NULL,NULL,0.409656,0.928224,0.869811,0.838695,NULL,,,,,,,,,,,,,,,,,,,,,,,<DL,<DL,<DL,,<DL,NA,NA,NA,NA,NA,NA,,,,,
CA005220,CA215,40188,"1999-12-16 00:00:00",CA,OUTDOOR,"2000-02-28 00:00:00","2000-03-05 00:00:00",28.93,LBP02280,18.132,6.04636,1.4374,11.7617,4.55085,1.63071,26.4928,2.74449,0.552511,NULL,4.17911,0.0602605,1.97641,0.67747,0.00849107,4.93771,5.61315,0.382729,0.942905,0.193211,0.0393752,0.152837,0.281026,0.467086,0.0166199,0.00229247,0.00299573,NULL,0.00122121,0.000877291,0.00131566,0.00333786,NULL,NULL,NULL,NULL,NULL,NULL,0.716616,0.931888,0.917696,0.915269,NULL,,,,,NA,,,,,,,,,,,,,,,,,<DL,NA,<DL,<DL,<DL,<DL,NA,NA,NA,NA,NA,NA,,,,,
CA007110,CA017,40038,"1999-09-16 00:00:00",CA,INDOOR,"2000-02-07 00:00:00","2000-02-09 00:00:00",30.8,LBP02070,3.8844,1.16004,1.61607,2.79147,15.8298,1.91129,12.6601,0.468832,1.06517,3.77806,1.33152,0.779757,0.351676,0.852263,0.0568415,1.83499,3.70169,0.0446296,0.5208,0.157188,0.00760314,0.000852209,0.00511691,0.0403456,0.00380171,0.00229754,0.00212568,NULL,0.000860065,0.000467467,0.00211158,0.00327739,NULL,NULL,NULL,NULL,NULL,NULL,0.824185,0.943101,0.956175,0.823974,NULL,,,,,,,,,,,,,,,,,<DL,,,<DL,,<DL,NA,<DL,<DL,,<DL,NA,NA,NA,NA,NA,NA,,,,,
CA007120,CA017,40039,"1999-09-16 00:00:00",CA,OUTDOOR,"2000-02-07 00:00:00","2000-02-09 00:00:00",28.6,LBP02070,3.84608,0.195102,0.655616,2.47642,1.1322,0.472604,4.14932,0.075117,0.0669237,0.39689,0.217266,0.00188577,0.229664,0.140153,0.0874406,0.669706,0.543269,0.0446764,0.0938937,0.0197085,0.00319345,0.00151408,0.00100814,0.0509908,0.00216078,0.00273459,0.00238365,NULL,0.000787784,0.00121035,0.00273634,0.00337133,NULL,NULL,NULL,NULL,NULL,NULL,0.792217,0.898078,0.925081,0.871365,NULL,,,,,,,<DL,,,,,,,,,,,,,<DL,,<DL,NA,<DL,<DL,,<DL,NA,NA,NA,NA,NA,NA,,,,,
CA007210,CA217,40470,"2000-02-29 00:00:00",CA,INDOOR,"2000-09-18 00:00:00","2001-03-01 00:00:00",28.27,LBP09180,NULL,NULL,NULL,NULL,NULL,1.06282,7.52456,0.35767,0.731492,2.21661,1.12374,0.116123,0.496395,0.544447,0.0648713,0.602464,1.22372,0.037686,0.192094,0.0061328,0.00637289,0.0106284,0.00240797,0.0401,0.00481183,0.00357877,0.0033631,0.0420602,0.00339579,0.00206619,0.0045289,0.00173803,0.0264899,0.445002,0.292869,0.066625,0.175352,0.0188465,1.0097,0.974214,0.856837,0.856872,NULL,,,,,,,,,,,,,,,,,,,,<DL,,,,,,,<DL,,,,,,,,,,,
CA008110,CA018,40224,"1999-09-20 00:00:00",CA,INDOOR,"2000-02-07 00:00:00","2000-02-09 00:00:00",28.27,LBP02070,4.46376,4.16366,1.94123,11.9201,8.81802,3.27331,27.054,3.66482,0.918128,4.03637,1.92188,0.526838,1.13653,1.04128,0.182594,3.00568,3.323,0.190943,0.586394,0.126031,0.0240323,0.14552,0.0582786,0.174345,0.0157265,0.00837627,0.00609182,0.00526418,0.00125669,0.000581656,0.00132201,0.00836029,NULL,NULL,NULL,NULL,NULL,NULL,0.920087,1.13496,0.910682,0.720868,NULL,,,,,,,,,,,,,,,,,,,,,,,,<DL,<DL,<DL,,NA,NA,NA,NA,NA,NA,,,,,
CA008120,CA018,40225,"1999-09-20 00:00:00",CA,OUTDOOR,"2000-02-07 00:00:00","2000-02-09 00:00:00",26.25,LBP02070,7.14162,1.47258,0.873981,1.15746,NULL,0.15001,2.17558,0.160371,NULL,0.256112,0.155594,0.0254617,0.18127,0.0680998,0.032124,0.304109,0.214199,0.0126496,0.0260557,0.00101341,0.000297884,0.000764842,0.00116219,0.00534369,0.00173716,0.00275276,0.00532198,NULL,0.0010963,0.000920439,0.0145767,0.00802008,NULL,NULL,NULL,NULL,NULL,NULL,0.777947,0.894617,0.940721,0.843151,NULL,,,,NA,,,,,,,,,,,<DL,<DL,<DL,,,<DL,,,NA,<DL,<DL,,,NA,NA,NA,NA,NA,NA,,,,,
CA009110,CA019,40229,"1999-09-27 00:00:00",CA,INDOOR,"2000-02-07 00:00:00","2000-02-09 00:00:00",27.3,LBP02070,8.04908,0.958308,1.07815,4.06433,6.46746,2.27145,14.5491,1.09327,0.899655,6.24946,2.23555,0.972385,2.12717,1.62732,0.273353,1.44704,1.69272,0.114719,0.570237,0.20574,0.0157762,0.00244241,0.00528679,0.0810233,0.00598016,0.00415966,0.00632178,NULL,0.00113977,0.000697436,0.00245025,0.0289717,NULL,NULL,NULL,NULL,NULL,NULL,1.07086,0.971287,0.916811,0.71583,NULL,,,,,,,,,,,,,,,,,,,,<DL,,,NA,<DL,<DL,,,NA,NA,NA,NA,NA,NA,,,,,
CA009120,CA019,40230,"2009-09-27 00:00:00",CA,OUTDOOR,"2000-02-07 00:00:00","2000-02-09 00:00:00",28.45,LBP02070,29.0789,2.40198,2.0838,3.85802,1.67835,0.843653,9.33408,0.399945,0.181713,0.991716,0.524234,0.246078,0.497205,0.335695,0.11592,1.37376,1.13715,0.0853304,0.117531,0.046331,0.0192836,0.0010751,0.00470917,0.096065,0.00339757,0.0031861,0.00325856,NULL,0.000955167,0.00126978,0.00865834,0.010285,NULL,NULL,NULL,NULL,NULL,NULL,0.898113,0.978794,0.979211,0.825327,NULL,,,,,,,,,,,,,,,,,,,,<DL,,,NA,<DL,<DL,,,NA,NA,NA,NA,NA,NA,,,,,
CA010110,CA020,40232,"1999-10-04 00:00:00",CA,INDOOR,"2000-02-14 00:00:00","2000-02-23 00:00:00",27.42,LBP02140,8.18602,0.494156,0.898972,3.12288,5.15029,2.76436,16.887,0.461425,0.579865,4.69963,1.74531,0.261544,2.1618,0.901632,0.301693,1.18539,1.45982,0.0704788,0.364538,0.111044,0.00501906,0.0131776,0.00508682,0.0625363,0.00272102,0.0023052,0.00259457,0.00123236,0.000356626,0.000310602,0.000458701,0.0025055,NULL,NULL,NULL,NULL,NULL,NULL,0.686478,0.734807,0.725246,0.663021,NULL,,,,,,,,,,,,,,,,,,,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,NA,NA,NA,NA,NA,NA,,,,,
CA010120,CA020,40233,"1999-10-04 00:00:00",CA,OUTDOOR,"2000-02-14 00:00:00","2000-02-23 00:00:00",28.69,LBP02140,9.82072,1.0783,1.42439,5.37288,1.485,0.975683,10.8591,0.59737,0.177284,0.94582,0.52946,0.0026369,0.664322,0.340638,0.0734971,1.5495,1.32852,0.0878344,0.0943805,0.0497455,0.0149354,0.000380292,0.0185296,0.112524,0.00500638,0.00326682,0.00229083,0.000960196,0.000745988,0.000348769,0.000541255,0.00201822,NULL,NULL,NULL,NULL,NULL,NULL,0.521201,0.595935,0.64468,0.666429,NULL,,,,,,,,,,,,,,,,,<DL,,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,NA,NA,NA,NA,NA,NA,,,,,
CA010121,CA020,40231,"1999-10-04 00:00:00",CA,"DUPLICATE OUTDOOR","2000-02-14 00:00:00","2000-02-23 00:00:00",28.06,LBP02140,10.0963,1.10905,0.700016,5.0483,1.41277,0.985487,10.7923,0.560371,0.200222,1.01538,0.0508753,0.00234545,0.623408,0.347693,NULL,1.57681,1.43402,0.0885144,0.0997137,0.0424061,0.0121822,0.000516339,0.0145301,0.16742,0.00534186,0.00366689,0.00130346,0.000844197,0.000459687,0.000380045,0.000475739,0.00400816,NULL,NULL,NULL,NULL,NULL,NULL,0.639222,0.753347,0.806257,0.797482,NULL,,,,,,,<DL,,,NA,,,,,,,<DL,,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,NA,NA,NA,NA,NA,NA,,,,,
CA010210,CA220,40545,"2000-03-29 00:00:00",CA,INDOOR,"2000-09-18 00:00:00","2001-03-01 00:00:00",30.52,LBP09180,NULL,NULL,NULL,NULL,NULL,2.26123,14.0951,0.356956,0.374692,3.48731,2.08356,0.0629304,0.699592,0.801299,0.251475,0.887369,1.17245,0.0529425,0.209104,0.00554989,0.00667459,0.00170266,0.00439351,0.0893677,0.0060907,0.00198619,0.00119109,0.000420928,0.00111413,0.000426099,0.00195095,0.000614736,0.0672168,13.2618,10.421,1.87753,5.9889,0.47979,1.04972,1.05718,0.999751,1.02671,NULL,,,,,,,,,,,,,,,,,,,,<DL,,<DL,<DL,<DL,<DL,,<DL,,,,,,,,,,,
CA010220,CA220,40546,"2000-03-29 00:00:00",CA,OUTDOOR,"2000-09-18 00:00:00","2001-03-01 00:00:00",29.92,LBP09180,NULL,NULL,NULL,NULL,NULL,0.463492,6.12016,0.294643,0.0888299,0.485997,0.424673,0.000745627,0.404964,0.195598,0.0271263,1.10415,1.16114,0.0776603,0.14798,0.0365266,0.00696858,2.40584e-05,0.00897213,0.07222,0.00940316,0.00195071,0.00101552,0.000264804,0.000387224,0.000301697,0.00111922,0.000704098,0.0213853,0.410573,0.304987,0.083174,0.188996,0.0284884,0.814289,0.867017,0.86645,0.923805,NULL,,,,,,,<DL,,,,,,,,,,<DL,,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA010221,CA220,40548,"2000-03-29 00:00:00",CA,"DUPLICATE OUTDOOR","2000-09-18 00:00:00","2001-03-01 00:00:00",27.59,LBP09180,NULL,NULL,NULL,NULL,NULL,0.427267,5.94535,0.283691,0.0691629,0.44835,0.388795,0.000817788,0.379408,0.371818,0.0305621,0.938111,1.16302,0.0620125,0.148681,0.0302638,0.00578217,0.000166709,0.00471072,0.0765184,0.0157877,0.00184483,0.000877538,0.000266324,0.00155457,0.00011196,0.0012095,0.000740327,0.0162644,NULL,0.700156,0.200847,0.467856,0.0887735,0.741437,0.777276,0.78003,0.804378,NULL,,,,,,,<DL,,,,,,,,,,<DL,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,NA,,,,,,,,,
CA011110,CA021,40234,"1999-10-06 00:00:00",CA,INDOOR,"2000-02-14 00:00:00","2000-02-23 00:00:00",27.28,LBP02140,6.53265,2.3731,1.87898,6.35669,12.5865,2.26498,17.8325,1.03335,0.695641,4.31618,1.90089,0.384519,2.99733,1.15332,0.0797774,2.3014,2.95001,0.103461,0.367405,0.0976773,0.00921844,0.0476299,0.020219,0.0683984,0.00316649,0.0015667,0.00121615,0.000485402,0.000542382,0.000407407,0.000406919,0.00145406,NULL,NULL,NULL,NULL,NULL,NULL,0.786228,0.782131,0.792155,0.729892,NULL,,,,,,,,,,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,NA,NA,NA,NA,NA,NA,,,,,
CA011111,CA021,40236,"1999-10-06 00:00:00",CA,"DUPLICATE INDOOR","2000-02-14 00:00:00","2000-02-23 00:00:00",27.47,LBP02140,6.54719,2.01298,1.66691,5.77967,12.6297,2.54325,18.3436,1.08522,0.668411,4.39126,1.96556,NULL,NULL,1.17617,NULL,2.35043,3.37937,0.104811,0.383571,0.0964665,0.00951469,0.0476157,0.0210302,0.118043,0.00293197,0.00194917,0.000827362,0.000320344,0.000293506,0.000274035,0.000376492,0.00131479,NULL,NULL,NULL,NULL,NULL,NULL,0.701898,0.692433,0.716721,0.674134,"",,,,,,,NA,NA,,NA,,,,,,,,,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,NA,NA,NA,NA,NA,NA,,,,,
CA011120,CA021,40235,"1999-10-06 00:00:00",CA,OUTDOOR,"2000-02-14 00:00:00","2000-02-23 00:00:00",29.17,LBP02140,0.35206,1.1475,0.976492,7.26489,2.81447,1.47576,20.4208,1.54915,0.614188,2.05671,1.30136,0.0164665,1.31916,0.704928,0.123694,3.14538,3.52384,0.165808,0.181987,0.114336,0.0267704,0.00479609,0.0454761,0.155251,0.0002445,0.00170913,0.00187343,0.000790225,0.000572674,0.000463103,0.000341952,0.00259991,NULL,NULL,NULL,NULL,NULL,NULL,0.428326,0.623158,0.654021,0.603321,"",,,,,,,,,,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,NA,NA,NA,NA,NA,NA,,,,,
CA011210,CA221,40475,"2000-03-01 00:00:00",CA,INDOOR,"2000-10-16 00:00:00","2001-03-01 00:00:00",28.65,LBP10160,NULL,NULL,NULL,NULL,NULL,0.53467,4.93111,0.432735,0.425076,0.890166,0.550777,0.073724,0.340076,0.259432,0.00952599,0.605,0.983658,0.0248614,0.136491,0.00371834,0.001296,0.00847671,0.00254505,0.0176966,0.00460727,0.00363962,0.00300656,0.00287894,0.000408381,4.96964e-05,0.00134723,0.000746404,0.00506304,0.0879628,0.0548938,0.0151868,0.0355072,0.00639676,1.21136,1.18574,0.97629,0.943235,"",,,,,,,,,,,,,,,,<DL,,,,<DL,,<DL,,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,
CA011220,CA221,40476,"2000-03-01 00:00:00",CA,OUTDOOR,"2000-10-16 00:00:00","2001-03-01 00:00:00",28.47,LBP10160,NULL,NULL,NULL,NULL,NULL,0.531764,7.0347,0.63983,0.6084,0.913016,0.662467,0.0230339,0.656495,0.315215,0.0317741,1.30448,1.66002,0.120297,0.291081,0.114772,0.00906473,0.00132997,0.0368047,0.10002,0.00557899,0.0052187,0.00544017,0.00230996,0.000318212,0.000430263,0.000206944,0.000121167,0.00591016,0.17181,0.124973,0.0280179,0.0700889,0.00711857,0.931151,1.00412,0.862811,0.880992,"",,,,,,,,,,,,,,,,,,,,<DL,,,,<DL,<DL,<DL,<DL,,,,,,,,,,,
