,pm25
452226,5.3
539094,7.1
20187,10.7
1053331,9.3
241649,12.5
218076,11.7
1070306,10.5
79599,8.7
745307,6.2
27846,5.0
858950,20.1
1014151,30.7
1023313,15.4
12096,13.8
1000000,8.6
850854,14.9
497609,8.4
366752,8.8
962232,13.7
1150487,2.9
8460,9.5
338446,13.1
1118544,11.2
1012567,30.4
5940,8.0
271604,8.3
1158011,14.5
1091877,14.4
1028668,8.6
999638,14.2
156070,11.9
231898,16.6
1069550,5.9
338832,8.0
799627,6.9
68897,6.6
613915,5.6
950881,5.2
122805,10.7
1057339,7.6
915096,7.1
805843,6.1
680873,10.5
549506,9.9
1045523,9.2
167055,14.1
473839,10.5
481606,21.1
934689,18.5
828528,7.3
1123192,4.8
295320,3.1
1005751,13.4
1050543,9.3
58413,11.7
665993,13.5
853509,8.5
640034,5.3
375677,13.1
916501,4.4
1062746,15.6
741944,8.1
621538,14.4
1001438,17.6
26064,3.1
32400,3.0
9891,8.6
4122,14.2
224927,18.5
357506,7.0
275228,12.6
344830,5.7
644379,8.8
608404,5.4
418483,4.3
883032,5.1
157479,25.5
1128543,9.4
409981,10.6
735773,5.7
512651,10.4
890272,3.6
472556,10.3
1052536,15.0
447718,7.7
1161569,10.0
393133,9.8
970664,6.9
347570,9.3
131540,7.0
613484,6.0
97058,14.2
179142,10.1
97693,7.3
535241,6.7
485174,22.4
249977,3.9
175171,5.6
176668,13.4
264031,8.5
675490,5.2
790681,10.0
1130465,8.3
854268,8.7
170155,7.4
1020342,5.9
342821,13.5
583381,10.8
406396,19.0
199206,9.2
925632,12.0
41934,6.8
147571,10.1
942711,11.5
991812,9.3
200650,14.9
1068548,14.2
1100326,4.0
472082,11.8
1062886,17.6
147472,8.6
663166,10.8
94123,10.8
1114943,11.3
1080720,5.5
730652,6.3
1150345,11.6
1006562,11.7
783354,3.2
671943,8.9
1010860,9.4
1000202,7.3
1071170,13.8
1081320,13.1
243297,10.0
745019,11.9
187134,8.3
666958,12.9
274392,8.0
176704,11.6
1062991,20.7
1107939,5.7
321502,22.2
6201,10.0
799367,11.0
1069343,10.9
0,3.9
1150566,6.2
873558,6.5
501784,16.3
786592,3.5
190991,12.8
120741,5.6
173938,4.9
547859,7.2
841263,11.0
1056999,18.5
806351,4.7
1112184,2.9
256392,9.5
429291,17.5
11079,4.7
856416,7.1
1123044,4.7
1038327,7.7
1085289,6.5
386273,17.0
1085585,10.4
468038,7.8
691173,8.3
1095792,3.5
1062111,12.0
570937,13.6
1141184,14.5
831072,8.1
453444,11.0
999588,12.9
71780,11.5
1093942,6.4
772009,10.3
661731,10.9
138436,10.6
1035316,7.1
975549,5.6
20466,10.9
990996,6.3
403091,18.3
1111765,7.0
89326,7.2
998560,12.1
1086656,11.7
984687,4.9
484160,8.7
82691,14.9
361998,9.7
222566,6.7
501540,14.4
568652,14.7
235825,7.8
238763,8.7
1002197,9.4
1093422,7.0
706565,3.9
1079417,6.6
879918,7.8
740928,8.1
575521,10.9
1053437,6.0
1108769,5.8
788902,7.3
1025942,13.4
1137348,6.4
190212,15.1
975566,7.5
38961,2.5
25902,5.7
999259,12.9
1033074,3.6
1165236,5.4
204288,7.9
160814,10.3
1063156,16.2
151265,10.8
137271,11.0
170591,6.1
167855,7.8
493721,6.2
1152728,7.6
24552,7.9
1005646,5.4
990862,10.0
349764,7.1
1120375,3.7
1097342,5.9
43694,8.7
654171,8.3
444002,10.7
869213,8.5
403588,10.4
628117,9.1
184860,10.8
206657,11.2
119192,24.6
661577,11.5
1050776,8.0
780312,11.7
482452,17.0
1166032,7.3
680821,12.0
1119983,9.8
1058200,13.9
971496,6.3
1030594,8.2
887681,20.8
769105,2.2
1145231,9.1
769545,4.9
98914,18.7
1050466,8.4
757076,11.5
30573,4.7
681554,12.1
564615,4.5
581408,15.5
760558,5.1
656150,17.7
972360,10.8
1162403,6.5
1118570,12.0
431185,14.9
272052,9.3
1063818,6.3
761119,8.1
605610,6.4
154170,10.4
1143092,7.2
1054725,18.9
1068609,5.9
1126098,7.9
901764,1.1
1067994,8.6
349951,15.7
174424,4.7
1082355,12.2
328850,8.3
2025,10.9
768512,9.7
1124471,8.4
347754,9.1
333604,5.0
23337,6.1
1021238,11.9
1008511,9.0
281188,9.9
737216,9.7
1151348,4.9
1052276,10.3
332998,12.1
313066,8.5
1060168,10.0
6597,4.3
857394,2.2
379142,4.8
1116453,6.1
1104776,7.6
834722,16.6
1039897,9.8
1044392,7.3
162567,17.4
896525,13.2
451704,9.5
53102,11.8
597766,10.2
109973,9.6
214391,15.5
980929,5.4
252095,8.5
1154928,5.7
567572,8.8
386183,18.9
450441,11.0
317879,9.5
369849,10.6
566297,7.1
1147892,7.0
1165381,4.1
1166436,11.2
382721,11.0
268034,9.0
20520,12.3
933069,5.1
923507,9.4
607271,10.7
1042565,15.0
905250,4.1
1105361,10.4
110110,6.4
532236,11.8
1123787,4.5
815445,12.6
834925,18.3
903914,5.9
460218,7.0
384430,8.7
91023,15.7
865385,15.1
124189,13.6
723065,10.9
897641,2.6
810776,4.0
1001628,17.5
450861,9.0
1091487,6.3
1151076,3.9
1028108,27.0
52763,12.6
141005,14.0
959468,18.5
235867,8.7
41953,5.5
354488,7.4
1028053,13.3
596882,10.0
817313,10.8
7110,4.8
1065788,8.0
34758,4.1
89990,13.9
997018,9.5
475489,11.0
810442,5.2
419514,18.6
877738,8.4
1100386,4.3
866391,7.7
327895,10.7
1105465,15.6
763834,9.5
1014490,7.7
505780,3.7
533123,10.5
1069767,5.3
283048,14.1
1008747,7.7
561358,9.8
874714,8.6
3969,8.2
2538,6.4
304752,11.5
512830,11.0
1039198,8.1
1165534,5.0
1164336,8.5
1080415,10.1
2925,10.6
468128,9.4
8478,6.6
1048248,7.3
1008356,9.8
374382,11.6
604219,10.6
1099741,19.1
6048,9.4
1040122,7.3
948022,11.4
1098033,5.8
832473,11.6
999632,16.4
1105406,14.0
28962,3.6
1072233,4.5
373599,11.4
1018094,6.7
917481,4.2
392108,11.3
958538,3.6
577712,8.8
872117,13.2
1048873,13.6
148075,11.1
956669,11.0
41049,6.3
22284,3.2
205495,19.2
522087,3.8
925517,6.2
1165464,6.7
41157,9.1
881035,26.9
1054124,4.9
1003367,7.3
1111696,12.7
1050827,7.3
423969,10.0
6228,4.2
32742,4.9
698443,7.0
1066836,7.1
4284,11.9
1001212,6.8
41328,10.2
711804,8.1
997996,4.7
1110812,8.0
849436,5.4
835295,11.7
758504,7.0
26037,2.5
594582,4.1
34020,9.0
1044827,8.0
1095383,3.7
907064,10.9
26874,6.0
1083409,14.6
1035655,17.1
530246,4.8
544963,6.0
722504,5.3
271268,6.8
38637,4.7
215265,4.5
603590,10.4
1019408,13.8
2502,3.9
953932,9.7
985012,6.9
509517,5.4
15885,5.9
1071693,4.9
1081721,4.9
938225,9.5
1098781,5.9
498310,10.5
92381,7.8
101923,17.1
689722,7.5
822329,6.3
240865,9.2
1034845,9.9
646324,11.6
310251,13.6
452885,8.3
373191,11.0
13923,5.4
1029179,5.6
973585,7.8
268828,5.4
403645,14.2
451504,5.8
1160558,8.9
39753,9.7
908989,5.8
681855,10.8
817755,4.6
8955,6.6
454861,8.5
16209,19.2
286202,13.5
1085987,8.7
8739,7.7
1115835,5.5
1138646,6.8
263612,8.8
1081850,5.3
1035951,14.9
130383,17.9
88805,7.2
428483,8.4
1153761,8.9
440870,5.0
833321,3.7
629300,19.2
105063,16.3
111006,9.5
1163441,4.3
112790,6.6
811275,5.6
217453,12.4
285142,12.1
40887,4.6
940284,6.3
18675,6.7
855876,11.2
476771,7.7
67780,12.9
717594,22.6
33633,1.6
106914,9.8
1117914,9.7
1094427,8.4
963957,6.9
895245,4.4
1097307,6.4
612995,17.6
919956,4.6
662268,8.9
357197,4.8
107337,3.8
788197,5.9
591571,6.7
64814,13.4
958977,16.3
489196,14.2
998265,4.5
544927,6.7
1082635,3.6
1090338,12.5
658448,7.2
1035881,15.0
513995,7.2
1117889,12.0
934690,22.0
1023563,16.3
1135404,9.2
766716,6.3
783588,8.0
997322,5.7
1083774,7.2
1020282,5.8
321930,12.0
32868,15.1
243362,12.3
610913,7.1
613536,8.1
1125357,4.8
1130594,8.4
628929,7.7
29439,2.1
1102254,17.2
26856,3.7
1003341,8.4
1057399,9.8
525944,13.1
653932,15.6
998841,5.5
1065188,15.2
823560,8.5
420574,6.8
1104533,4.1
311059,10.4
1060315,16.5
1063321,8.9
245752,21.2
668239,11.8
587719,18.2
55451,6.5
822938,13.6
435859,9.7
1085115,9.6
32022,7.4
82657,16.2
361476,2.4
717486,26.3
907889,9.9
40509,7.3
1083870,8.2
1060212,17.1
323882,13.0
20412,10.5
35397,2.4
1001538,14.9
1062112,11.3
999668,7.3
985399,4.2
1073477,10.6
908164,3.6
114312,8.1
718947,5.6
33822,3.0
160116,9.0
1028607,9.8
117426,8.4
321246,21.1
918961,6.2
134351,11.1
981591,8.9
199903,9.2
309442,13.2
1033283,9.1
1099870,7.0
917920,13.7
698810,9.7
435834,10.3
598480,8.5
684656,8.1
576694,14.4
1085419,8.3
450176,7.1
1091887,7.4
952400,12.3
521320,8.5
335851,13.8
49525,9.5
778267,4.8
1021378,6.8
6687,19.9
729082,6.6
1018903,4.4
138818,16.2
662052,9.0
1164592,14.7
1101390,16.4
21735,4.2
91381,7.3
407573,20.6
1052664,8.1
795875,9.1
89615,14.3
5238,5.0
635550,2.6
909866,8.4
840127,6.3
12510,11.7
299094,12.3
346641,9.1
1080964,18.5
578597,11.4
1108272,10.7
1091687,6.0
25749,6.3
929671,5.4
588439,8.9
1096003,8.1
1104726,10.1
1150813,7.8
1068098,7.9
239559,10.4
1154656,9.6
1002248,5.1
324366,9.0
223604,6.0
235426,19.6
369368,11.4
17082,7.4
1093152,6.3
460056,12.5
372048,14.7
1073626,5.8
590920,9.3
17775,7.0
404481,11.3
556773,8.1
1031943,8.8
1006623,16.6
1153333,11.5
961314,12.0
717282,12.0
1099253,7.2
1043843,5.7
1158786,9.8
200598,12.3
355928,14.7
101233,10.8
470683,8.7
79955,20.5
660647,26.1
379829,11.8
731072,8.4
364181,10.8
316549,5.7
351464,14.5
296114,4.6
636180,8.3
189185,8.9
197839,4.9
962369,12.8
1015198,5.7
450338,5.3
41247,6.3
217837,5.6
559340,10.6
699496,5.1
304256,9.1
597977,11.1
637598,2.1
489334,17.2
1005060,5.8
1046297,13.0
922120,4.4
748110,6.9
1088997,20.5
105954,8.6
433904,10.6
1074052,11.2
1105662,17.8
684859,5.1
112277,7.9
178928,15.4
914893,1.6
525223,15.4
360447,11.1
414094,10.1
27396,5.5
533490,10.0
261135,8.2
1000545,12.0
186361,8.0
1070750,11.7
1099427,11.7
1101425,18.6
897861,5.3
132424,10.7
722996,5.8
387670,9.4
830565,7.3
1010696,9.4
1107006,5.5
1165089,11.2
1025567,16.9
1042694,7.0
319257,10.3
509931,5.6
537818,6.8
1121021,10.2
1079486,8.1
542709,17.1
1143040,8.1
26955,4.1
81675,12.7
837710,5.7
188575,7.9
429516,15.6
919973,5.8
499863,3.5
268592,8.3
1153949,9.4
32247,6.3
1091981,5.1
38943,2.2
1059932,10.0
1073206,7.8
554484,7.7
529299,6.0
1162240,8.2
1144121,34.2
649052,15.4
601464,9.3
450710,2.6
379950,11.8
269821,5.1
855620,8.2
126589,8.3
460605,5.8
129424,20.0
1097028,11.6
338411,8.7
1113002,5.3
513882,8.4
456169,11.4
615894,6.5
1022728,10.3
1112443,16.8
860946,9.9
1009320,20.8
341268,10.5
1028553,6.9
601647,4.3
1025976,10.9
1021003,18.0
920634,6.6
1155515,3.8
194097,15.3
476475,9.0
9873,8.0
34281,4.0
1069266,14.6
813179,29.6
1056824,3.8
34146,5.9
1068774,4.5
567536,10.0
201462,21.2
165749,9.8
553581,7.2
186710,8.0
12294,12.5
612216,5.4
275293,10.2
1017494,5.9
52686,13.9
32994,6.9
527689,14.0
1001225,5.0
1105575,9.8
662783,9.5
143323,7.3
309393,9.2
850481,8.5
1165885,8.7
511477,15.0
669265,6.4
769395,10.3
1045046,15.9
1133337,11.5
115919,10.1
746464,10.8
251159,4.8
1029743,7.0
535566,8.3
790153,4.6
471846,7.2
876662,11.4
967621,13.2
1078214,6.6
179864,8.3
865779,10.6
207319,10.0
1031238,10.4
640675,10.5
741217,6.6
532521,5.3
563096,10.9
253716,6.4
90784,20.4
767563,8.9
100571,9.1
1055820,10.8
717522,29.2
929484,5.2
1133260,12.4
425269,5.9
576693,13.6
865743,10.2
40851,4.1
244677,9.7
1088232,31.3
288569,15.7
10800,4.6
1140520,7.3
479965,12.2
977784,3.7
491434,14.5
1165191,6.5
1000083,6.9
1013072,19.1
368117,12.0
678508,10.2
1104428,3.6
1058665,12.3
39942,11.1
732172,5.0
450625,4.0
1148683,9.1
787449,8.4
514239,5.8
150770,13.2
1018363,11.1
571699,14.9
5157,6.6
174586,4.7
1103521,10.5
983907,6.8
729624,6.3
357295,3.5
137152,7.0
886734,14.8
225080,20.8
17883,6.3
92601,9.4
90124,6.8
185267,11.4
1156658,11.5
14598,7.5
40662,6.1
1090163,10.4
1144547,16.6
236188,7.5
20223,11.7
1043677,8.4
603362,16.7
20268,7.6
23481,7.5
23598,17.2
679689,20.6
3996,7.7
1149451,10.7
673307,10.7
1121292,4.3
147659,8.7
690057,8.7
1029068,8.2
617233,7.7
880632,9.1
820236,6.5
397334,16.2
692292,17.0
20448,11.7
1057425,6.2
1052742,9.8
691770,5.8
1103590,10.7
918329,10.0
5229,5.5
20124,6.7
693465,6.5
707073,10.0
1162863,12.9
344346,2.2
453965,7.8
803877,9.1
431210,14.2
422517,7.0
784859,5.1
1049533,7.6
866938,9.2
769599,5.5
13446,6.0
1148998,4.8
985110,5.6
1138177,3.9
1009851,12.8
193787,4.9
492977,30.5
871063,5.4
38241,3.9
684080,12.1
1007057,8.6
364653,16.8
818969,11.6
1072328,7.2
1108673,8.2
330368,9.1
11610,6.1
147537,9.6
827290,13.1
720060,9.5
521167,6.0
366743,6.6
158450,8.6
400231,8.4
850262,10.5
985484,3.3
374047,13.9
1065353,11.0
289398,18.8
1024268,12.3
760509,8.9
297205,22.8
1138893,2.3
1021474,10.1
1033509,15.4
85864,10.5
172944,7.3
1096867,8.6
562770,14.2
31284,2.4
825442,10.5
29646,8.8
181154,6.7
107488,5.9
129545,9.8
360112,10.1
357532,8.5
259713,10.0
1039233,6.5
1027803,14.9
1166242,11.2
252303,10.5
1137656,7.2
28971,3.1
615303,10.0
133135,11.2
654220,10.0
1056825,3.2
1112488,13.4
40860,9.3
755992,13.9
58278,9.2
750431,12.7
38502,3.8
40797,4.9
1043044,11.9
14967,8.5
167584,6.6
475692,9.8
146386,14.1
28764,6.2
39960,9.4
1063131,16.8
585926,12.7
1069602,6.4
163637,23.3
500052,5.8
390431,11.0
551871,7.7
274259,11.7
934945,4.4
1004696,12.0
1013821,14.0
27927,12.0
28638,4.2
812500,4.5
804702,6.0
689171,7.2
139276,17.8
1119923,5.8
996605,28.4
811429,5.1
1026514,6.9
512933,5.2
959589,17.3
1069629,10.6
486489,6.5
985550,7.3
746986,6.2
500303,8.9
598204,10.9
163888,21.4
247046,11.6
564937,11.1
36126,1.5
771499,10.6
1063216,14.2
310909,14.2
1890,8.5
32778,4.8
1008271,7.0
596231,13.8
331247,7.5
1022198,10.0
1098920,4.9
1038893,5.4
23220,4.1
173564,15.8
104301,10.0
1087456,6.3
1081624,13.5
682513,5.8
647288,5.4
39240,8.5
391130,12.6
1061070,8.0
879365,13.1
1071040,5.9
1004756,10.0
4176,25.3
327508,8.4
1001830,4.6
775184,11.7
118224,12.3
956872,10.0
218746,10.6
668108,11.3
1071291,11.9
1001867,4.6
1032874,5.5
997655,8.0
1088763,14.2
7659,6.7
633545,8.0
742751,5.6
81074,15.0
40653,7.7
565476,8.6
236870,8.2
455892,9.6
429717,16.4
1027018,8.1
183484,9.6
328041,9.8
410689,15.5
765882,3.7
1150451,8.7
280602,1.9
894463,6.4
249367,10.9
564885,7.5
571116,13.8
1001262,36.9
15669,10.1
231151,6.7
1081589,12.0
384901,16.7
39519,6.5
971122,20.3
1132144,9.8
1063923,14.1
1162292,4.9
1124514,12.2
8847,12.8
6498,10.1
312668,9.6
425543,16.0
797787,12.2
1027524,7.7
483369,12.8
598570,4.4
132923,9.2
1084409,6.8
338209,6.5
963283,13.2
1070261,8.8
237021,12.7
200151,14.5
249090,6.2
1079148,6.6
367832,9.9
1005785,10.2
618043,6.3
864104,10.2
99312,10.0
851630,11.1
138573,9.5
511841,14.8
1060940,8.3
1053723,9.6
554204,7.4
425384,10.0
665872,13.1
65327,14.4
463874,8.7
732902,13.0
480419,11.1
266959,12.6
670671,7.1
515848,14.8
827507,8.3
1136990,4.6
2889,10.8
291308,14.5
711752,9.1
277055,13.0
1025018,8.8
1000802,6.8
1079944,5.7
1009860,13.0
705283,9.6
595100,7.3
680419,12.2
1083634,8.0
1142505,5.4
1036421,8.7
10521,18.5
1121039,14.5
1022058,9.1
1135191,10.6
126141,15.5
210877,17.8
147884,12.4
1139457,5.0
747314,6.3
342,6.2
1124940,13.2
1058760,12.3
660175,17.6
14697,6.2
422936,10.6
167445,13.8
331361,9.5
1024739,13.6
1154375,6.6
1078313,12.9
1137502,6.5
6966,14.1
950832,4.9
644533,9.1
1013647,18.7
444874,16.5
1083269,10.8
1019313,8.7
647386,6.3
1135241,12.6
1067436,13.7
8541,7.2
1062861,19.7
164511,12.8
132374,5.7
961213,11.2
1126626,6.2
117613,5.4
15687,8.4
1101599,8.5
22698,3.4
668010,9.9
401312,24.6
995769,7.7
510147,4.9
224810,16.8
313416,9.6
236147,6.2
352591,7.9
873640,8.6
639405,4.6
229609,12.4
1042574,11.8
1000902,13.9
522271,5.5
749905,10.5
1156359,5.1
317020,10.7
173515,7.5
1094038,11.4
544444,5.7
1111869,3.8
796170,16.9
1123288,4.9
912303,5.7
207586,11.5
1088668,12.9
509833,6.0
9666,10.6
117886,6.6
666111,11.3
839339,7.1
447904,14.4
1119199,3.4
13293,13.0
408304,8.8
390877,7.8
164409,16.2
351598,10.0
37701,2.3
138589,10.4
210454,13.9
154593,10.4
45201,14.9
126402,6.5
287030,12.4
1074061,22.9
1033038,6.9
602834,12.1
418442,4.7
616350,5.6
462385,9.3
822775,9.8
111056,11.0
925429,8.5
343401,9.2
885165,16.4
200102,13.9
763561,4.3
375913,13.9
304406,8.4
492070,7.8
429733,19.9
205199,13.7
740725,21.4
71927,13.1
1051809,20.9
356566,11.9
653608,14.9
95701,11.4
1147722,7.1
1021083,12.8
677053,13.4
744947,11.6
1106502,3.5
433153,8.1
1156794,8.7
1112897,10.0
212284,21.0
591218,7.0
304736,5.9
784204,4.6
715392,3.9
676712,12.8
546144,3.8
41802,7.9
1046618,13.1
1061383,10.9
314120,5.4
5103,4.2
476450,8.4
451046,9.3
358871,6.1
1004470,5.7
31932,2.3
372968,11.4
495169,14.8
825318,11.8
995510,17.7
989421,21.0
240693,10.1
644889,23.1
329660,7.0
288854,19.6
673527,10.6
4644,18.2
28881,4.1
924973,6.6
296001,5.9
951811,12.3
23670,12.3
1066940,21.7
1131761,8.8
1118753,3.8
688239,3.7
875932,8.8
526978,12.0
310473,16.2
428246,3.8
1002165,7.5
177552,26.4
377449,11.7
1153154,4.9
753306,6.1
55248,5.2
1023399,18.3
1145981,5.7
1161322,10.0
11790,13.3
106812,8.1
697236,5.1
506008,8.3
368651,9.7
323645,14.3
435345,12.5
355701,8.6
109938,7.7
1088867,12.0
1046073,15.9
751311,7.4
1166064,5.9
33228,4.3
628605,8.2
521399,14.8
125048,11.9
1123455,8.6
11628,8.8
1157270,12.8
1017695,7.9
651451,7.5
565022,6.5
375041,10.2
221291,8.7
630601,8.6
1040480,11.9
813114,18.0
327667,14.3
165178,5.4
187048,4.8
750818,5.6
19098,6.0
312358,18.5
342332,3.9
922591,3.5
1148479,3.6
1072208,5.1
1114986,7.9
1048908,11.1
97196,16.0
111569,9.5
1100822,11.0
1010905,11.2
999075,6.2
103045,8.3
1020030,9.3
276196,20.2
244988,11.4
494924,16.4
1052639,8.4
581497,14.4
609520,17.6
33174,11.4
27990,11.2
1003506,6.7
847815,4.8
28035,15.2
1078809,10.3
754993,5.8
156120,11.7
804888,10.6
1037021,13.6
680837,11.9
87308,9.7
555870,14.2
3573,10.5
651330,8.6
414568,5.6
40347,6.5
954708,9.6
1000319,16.6
47032,6.9
1007058,8.2
867140,11.6
973978,7.4
819156,8.2
625530,5.5
582164,21.7
1044192,8.0
1123107,2.5
997575,6.1
1150634,3.4
503468,6.0
1166159,8.1
353162,4.3
1077042,9.2
1163722,6.8
967467,12.0
557869,12.3
28341,8.8
923746,3.7
447929,12.8
1014246,6.9
174363,3.5
1144096,32.1
870251,12.0
942273,20.4
1061557,15.5
367945,8.5
486750,11.2
1006362,10.0
975890,12.8
10089,6.8
495795,11.6
998228,6.0
10296,8.3
1023798,8.8
810792,8.2
970307,8.4
98840,14.6
835518,8.5
804889,9.6
151787,7.8
332240,6.0
563324,11.9
897167,7.1
33597,6.7
555828,13.8
1101669,8.5
37845,3.4
672707,7.2
1069396,8.1
1024503,8.8
578663,21.8
646560,14.1
1002329,14.6
158839,5.2
1135676,7.9
364678,6.3
106828,9.4
875238,9.4
258132,6.9
599717,4.7
719314,8.4
587903,29.0
305685,7.6
932935,8.6
196683,15.4
557556,13.5
1096613,14.7
1009885,13.5
788546,5.6
1042130,6.0
725770,9.4
319108,12.4
557592,13.5
771447,10.2
251396,9.7
1126388,17.2
122883,13.0
1097613,10.8
1041152,8.7
945082,4.8
1166493,9.5
554256,7.0
10989,8.0
1100570,6.8
439605,7.3
794188,0.5
242874,17.1
33057,11.5
185579,8.3
1026749,8.6
1117375,13.2
131006,14.5
22248,3.1
960162,12.5
1102926,9.7
614685,19.5
490029,14.7
3564,13.9
1145555,6.7
170668,8.7
418280,8.6
553196,13.0
611711,9.7
549668,8.7
480790,9.5
202074,12.1
1060914,9.5
791315,13.7
163450,18.2
830954,4.9
890377,7.0
1065153,15.2
1002545,24.5
973824,7.6
671927,10.9
123476,10.1
875562,11.6
1154119,4.7
1115182,8.5
182671,7.9
341278,10.4
1000213,11.6
529348,9.0
527859,11.1
252809,15.1
775459,8.3
438833,11.4
1040481,12.1
969671,5.8
1095462,6.7
141306,13.7
913638,5.9
1002722,8.3
546698,17.8
390707,12.6
792973,8.5
1095558,11.3
509990,6.5
333703,10.0
287567,12.8
958034,10.3
1102796,10.1
845648,7.1
242752,14.0
403604,14.5
70849,12.4
461413,12.1
729486,8.3
1007991,25.7
30357,2.9
1080989,20.9
999148,9.3
414910,11.9
20790,4.1
653525,12.8
10170,14.3
752308,5.9
126028,15.4
88903,5.7
385955,17.7
1078618,4.5
1075087,8.4
473568,12.4
41940,8.0
48814,9.7
438714,11.8
1053367,8.6
61069,9.2
590140,5.7
118147,9.5
954774,9.4
1093082,6.6
510743,14.4
267814,7.2
829631,11.5
1146910,3.7
56752,8.3
970218,10.1
169942,7.1
1108202,8.0
1149571,7.8
314925,8.6
196027,5.1
205251,15.4
217600,11.6
318123,9.0
488739,5.4
312309,16.4
129749,23.3
521141,5.7
1165944,4.0
1166508,12.7
331411,9.2
1140069,11.5
1145188,15.9
1111081,4.1
811665,7.9
279101,7.7
243855,10.9
574745,30.0
1060505,9.8
304540,5.9
266332,11.9
129699,15.8
226216,25.9
1092202,6.0
747074,5.8
782663,11.3
31050,4.5
1053401,6.9
180755,5.5
560628,5.6
902799,6.7
68100,11.7
390373,7.0
223392,6.7
338619,9.5
682415,6.3
727476,7.3
20196,12.2
850464,11.5
790682,10.0
891,6.7
997532,5.7
199952,7.0
1036161,10.1
1026513,6.5
985284,6.9
1035656,18.7
489766,20.0
1010625,12.1
43201,9.1
384184,6.3
108565,16.6
964471,5.3
686194,3.4
284225,19.7
20997,5.4
940677,9.8
146077,10.8
1028387,11.5
871338,4.0
842982,6.4
998781,10.5
6264,9.2
528740,10.0
198747,8.8
494219,13.3
822276,3.2
723873,12.4
839753,10.1
1101748,5.6
629372,11.9
995546,15.3
413346,11.2
699306,8.9
775782,9.6
395891,23.9
646596,13.5
1121937,9.5
599222,6.3
1112383,23.1
488317,12.5
360633,8.8
285766,5.1
875676,9.1
435850,9.1
89954,14.8
1084809,9.5
998142,14.1
1010355,21.3
998205,2.4
680658,12.3
999929,11.1
170129,7.0
18351,3.2
886859,11.8
30150,4.2
481507,12.5
857889,7.2
238950,16.9
448141,13.3
203067,5.7
546990,4.8
740742,8.0
102382,7.7
328973,13.9
612013,4.8
128239,10.0
464122,7.0
1039827,8.3
793558,2.5
768360,6.0
888715,11.7
139513,12.8
145650,14.4
51291,8.3
678866,10.8
1058209,13.5
464630,12.0
97506,9.3
328363,11.2
349293,3.7
1046567,16.6
973533,10.0
118970,16.2
27810,6.5
61795,18.9
422920,9.2
1155116,4.4
1004087,8.7
243175,9.2
191455,10.1
929861,3.7
778332,5.8
1060132,14.3
107065,12.7
668983,13.3
982191,3.2
1086066,25.9
34938,3.1
1123191,3.6
360348,12.3
403418,12.7
1141517,9.4
30924,2.6
1067035,16.4
48490,14.6
24228,4.1
275094,12.4
1033648,10.6
13851,7.0
146858,10.1
819513,9.3
487150,7.4
1065197,16.9
16839,6.4
766863,8.3
409071,10.9
501449,11.2
1157909,6.3
558110,10.8
719248,8.1
209699,9.4
628320,15.7
160477,8.9
107930,6.7
672950,12.1
22536,4.9
191642,10.0
971057,17.3
425220,6.6
226065,19.0
1109651,9.0
891896,13.8
883763,15.3
849505,7.8
902138,4.2
498768,7.2
852949,4.5
1110515,10.2
257101,9.2
679033,12.1
824510,11.4
509949,7.7
36297,3.0
64407,12.7
212370,22.4
187431,11.0
713669,5.2
739054,14.3
360211,9.4
1032848,6.3
121166,15.0
549717,10.3
440075,7.6
481079,14.9
464828,8.6
288845,20.5
347097,2.9
999,11.1
262660,9.6
818079,8.0
1034985,14.7
924149,11.0
695530,6.9
725973,7.7
1036517,9.9
60678,13.4
1027743,13.7
980594,6.2
312643,7.4
387857,10.1
115560,6.6
1118500,8.8
151949,16.4
625717,6.0
1133566,7.1
466035,18.0
837255,8.3
941198,5.0
60296,11.1
672162,8.5
957628,9.3
1165110,5.3
1055229,3.6
662235,5.8
243871,17.2
1094307,10.5
438254,10.6
346911,6.0
84659,23.5
125169,9.1
1000951,9.2
1137246,5.9
174185,5.3
84200,32.4
1087151,8.5
812123,5.7
1119154,5.0
195641,10.2
590513,5.4
1152447,17.2
270078,7.8
342062,4.8
1007477,11.1
17100,12.7
1102718,10.7
483076,16.0
1023739,7.8
941011,6.4
238601,10.3
559398,10.7
29304,9.0
600650,15.6
1125928,6.0
370766,8.8
109989,8.0
414119,11.1
17496,3.2
661999,4.9
59219,7.8
110249,7.5
1107722,5.6
679069,10.9
13707,5.3
1029508,8.6
849387,5.5
297601,14.2
62628,13.5
766628,6.6
487991,7.8
946487,9.0
40203,5.9
1107408,8.6
579314,8.6
447342,6.0
1032873,5.0
75339,4.5
292391,10.6
664010,14.4
712499,12.1
1159638,3.6
30276,5.4
440059,7.2
1026983,8.0
827291,13.9
639828,12.7
859578,8.5
1123193,8.2
902374,7.0
484954,25.6
279874,8.2
433605,5.4
1073382,5.7
412398,11.6
546804,15.1
1052120,9.9
780006,4.6
931733,7.6
881984,19.6
513323,8.9
116856,16.0
992540,20.4
698541,5.8
1079348,7.5
1082694,4.7
534423,6.8
1088728,11.3
28953,3.2
1013776,19.5
1011435,9.3
327967,7.3
216290,15.1
369638,7.9
1007747,10.4
124225,8.8
750988,8.9
281310,8.5
1165976,10.2
790169,5.8
319033,7.9
859152,13.5
26127,3.8
1021038,18.0
1114492,8.0
658065,11.2
712159,6.5
495632,10.9
1113071,8.0
