,co
448237,0.3
460012,0.2
271773,0.2
394235,0.2
395680,0.2
251699,0.5
267026,0.4
444762,0.2
121390,0.9
266559,0.2
188007,0.3
497387,0.6
61549,0.1
254859,0.6
292168,0.2
87007,0.2
114318,0.4
255286,0.2
514912,0.4
166739,0.9
96942,0.2
559637,0.5
183186,0.2
242862,0.6
90959,0.5
284006,0.8
28282,0.4
514937,0.4
107382,0.2
72802,0.5
210982,0.2
443087,0.2
173794,0.6
533862,0.5
258548,0.2
516337,0.2
337815,0.2
562538,0.4
25316,0.2
252488,0.3
417731,0.2
441991,0.3
210625,0.3
558787,0.4
541987,0.5
534962,0.3
571646,0.9
120527,0.5
13901,0.5
48343,0.2
50254,0.2
437925,0.3
527362,0.2
568676,0.6
574058,0.3
20226,0.2
137590,0.2
42164,0.3
1075,0.5
138255,0.2
38358,0.3
317098,0.9
566984,0.9
172903,0.3
469137,0.1
72445,0.1
39319,0.2
533662,0.4
313299,0.2
248238,0.8
60539,0.1
441854,0.2
433044,0.2
542862,0.3
325588,0.1
432096,0.2
562826,0.7
470237,0.1
528712,1.2
266382,0.2
199441,0.2
192435,0.2
190021,0.3
269021,0.6
276212,0.2
391940,0.1
314682,0.2
497037,0.3
473337,0.2
296941,0.3
467837,0.2
523512,0.1
60741,0.3
503487,0.3
562637,0.6
87721,0.3
574616,0.7
481887,0.4
515937,0.2
568586,0.9
442160,0.2
429631,0.2
41661,1.0
241052,0.4
536862,0.6
288955,0.4
378206,0.3
469412,0.2
397514,0.2
39191,0.3
99341,0.2
12866,0.5
85698,0.3
194836,0.3
208640,0.7
385140,0.4
4066,0.4
567344,0.4
176818,0.4
444887,0.4
534462,0.1
28919,3.8
242480,0.6
441978,0.2
244861,0.2
194656,0.4
447187,0.3
485887,0.2
297523,0.4
386840,0.4
455662,0.2
16384,0.2
440411,0.5
400574,0.2
154979,0.3
302717,0.2
123175,0.8
77135,0.2
328187,0.1
577103,0.5
411369,0.4
366911,0.3
505862,0.3
566759,0.9
46046,0.7
525587,0.4
62288,0.3
287442,0.3
85927,0.5
151283,0.2
25258,0.2
415946,0.6
550412,0.4
569729,1.0
44261,0.5
426195,0.1
162911,0.3
266620,0.1
202892,0.2
399008,0.2
129489,0.4
260535,0.2
222603,0.2
47510,0.2
69173,0.4
472287,0.3
289678,0.2
114437,0.4
562781,0.6
187803,0.3
472037,1.0
545387,0.4
111655,0.7
461987,0.5
356884,0.5
395850,0.4
118065,0.5
525762,0.2
350787,0.3
178545,0.1
552137,0.5
2018,0.3
84856,0.4
503237,0.3
481412,0.0
273456,0.2
372570,0.4
262549,0.4
166391,0.3
424021,0.2
169104,0.7
8790,0.2
430360,0.2
339989,0.2
314234,0.3
243111,0.2
571925,0.8
550762,0.4
1908,0.2
471387,0.7
547187,0.2
416067,0.2
185234,0.2
550987,0.6
213312,0.3
208054,0.1
513612,0.2
278683,0.8
410859,0.5
21892,0.2
167215,0.4
455712,0.2
88579,0.3
467637,0.3
175247,0.5
230290,0.2
293358,0.2
41185,0.5
11522,0.4
448487,0.4
364969,0.4
564563,0.7
24425,0.3
217155,0.1
503162,0.1
478212,1.4
493262,1.3
52911,0.2
516862,0.3
572879,0.4
142565,0.3
544062,0.3
459962,0.2
325843,0.2
569045,0.9
423900,0.2
552662,0.3
492037,0.3
39072,0.4
165677,0.2
1850,0.3
571259,0.5
245218,0.2
135675,0.3
208353,0.3
324993,0.2
450112,0.2
367166,0.2
451037,0.2
563393,0.4
30329,0.4
460637,1.1
514762,0.3
134402,0.1
4744,0.2
564230,0.2
143532,0.2
458612,0.2
251802,0.1
97003,0.2
275930,0.2
67637,0.3
99698,0.1
558212,0.4
378595,1.2
276638,0.1
67103,0.5
156974,0.2
451537,0.4
404703,0.2
523387,0.2
191458,0.2
444987,0.7
264799,0.2
90474,0.2
263748,0.4
493112,0.3
573482,0.9
77263,0.1
330737,0.2
232622,0.5
571772,1.0
338289,0.3
7420,0.3
331757,0.2
344262,0.4
7445,0.3
237662,0.2
486462,0.2
427045,0.3
204951,0.3
570620,0.6
189460,0.3
425636,0.2
49698,0.2
339685,0.2
250609,0.8
86949,0.5
384375,0.4
506837,0.4
573923,0.2
394830,0.2
564527,0.4
141528,0.3
398498,0.2
510637,0.2
46190,0.3
113961,0.3
484187,0.3
512437,0.4
66746,0.3
544262,0.5
461862,0.1
114852,0.3
398789,0.2
492787,0.7
128369,0.2
203795,0.2
193634,0.2
562565,0.3
440274,0.2
368405,0.2
255692,0.2
20751,0.5
65630,0.5
59874,0.4
309366,0.3
555362,0.3
119633,0.8
431380,0.2
114138,0.9
442056,0.2
459687,0.2
515712,0.6
242898,0.4
136712,0.3
274671,0.1
241995,0.3
555112,0.1
171832,0.2
329413,0.2
544187,0.4
178365,0.2
525612,0.2
222980,0.1
347760,0.2
225274,0.1
148463,0.1
361010,0.2
533687,0.5
478687,1.4
83352,0.4
566894,0.6
171679,0.2
185935,0.2
551862,0.3
440820,0.5
547662,0.9
31611,0.5
193753,0.2
239148,0.4
244623,0.3
121180,0.2
10577,0.3
167105,1.1
267749,0.2
554812,0.2
468662,0.4
82297,0.2
475062,0.4
421932,0.2
464212,0.2
357855,0.2
96585,0.3
445037,0.3
25664,0.6
27577,0.3
142644,0.1
153101,0.3
534887,0.2
465662,0.1
450387,0.1
21178,0.2
522987,0.3
67509,0.7
3110,0.3
470412,0.2
500112,0.3
277518,0.1
461662,0.8
281065,0.5
576992,0.6
254987,0.2
206388,0.3
18133,0.1
358110,0.1
423645,0.2
111774,0.4
207722,0.5
288156,0.2
284873,0.3
512687,0.3
530937,0.2
574913,0.7
36454,0.2
289312,0.5
69305,0.3
405079,0.2
379955,0.2
440996,0.3
475537,0.7
124902,0.4
464912,0.5
57643,0.1
550237,0.2
46915,0.2
215462,0.2
43657,0.6
386585,0.2
507062,0.1
469337,0.1
201857,0.4
517962,0.6
169784,0.4
54371,0.2
356580,0.3
254383,0.6
456062,0.2
48507,0.2
479062,0.0
4398,0.3
513387,0.6
24959,0.1
576863,0.5
359310,0.2
344347,0.3
568010,0.8
230658,0.2
294512,0.4
352657,0.2
492362,0.6
316503,0.2
237186,0.2
441353,0.3
476562,0.2
385771,0.2
206736,0.3
211934,0.4
102626,0.3
379056,0.2
567092,1.4
26210,0.2
50492,0.2
268188,0.1
486512,0.2
566165,0.7
436820,0.2
340365,0.3
462262,0.2
281983,0.5
9481,0.2
567929,1.1
311805,0.2
395765,0.4
553937,0.4
414707,0.2
454212,0.4
461287,0.2
237830,0.5
544162,0.2
104496,0.4
318118,0.7
214153,0.3
566669,1.0
509037,0.7
543487,0.2
422442,0.2
99070,0.3
104020,0.4
33286,0.4
389900,0.2
226547,0.2
217988,0.1
37406,1.0
133865,0.2
83844,0.3
146983,0.1
470912,0.2
307264,0.1
219795,0.1
525412,0.6
103028,0.2
564239,0.3
399773,0.2
359905,0.2
458062,0.4
481737,0.4
297438,0.2
376140,0.3
537137,0.2
451712,0.1
508737,0.5
481262,0.0
155668,0.4
566597,0.6
556187,0.2
487362,0.4
244648,0.4
453137,0.2
475162,0.6
564158,1.2
22557,0.2
564509,0.7
105958,0.2
548037,0.8
574688,0.7
565058,0.2
260883,0.4
97681,0.2
310337,0.2
477212,0.0
482512,0.3
40947,0.4
206498,0.3
47748,0.3
190055,0.2
467462,0.2
573059,0.9
51414,0.5
271315,0.3
219200,0.2
282291,0.3
260679,0.2
335569,0.2
570521,0.8
86165,0.5
437379,0.2
270244,0.3
558012,0.2
249489,0.2
92548,0.5
203355,0.3
201796,0.5
479487,0.2
537412,0.4
88496,0.3
505462,0.3
489212,0.4
356325,0.3
74230,0.7
217833,0.2
208234,0.2
559737,0.6
174569,0.1
205912,0.2
190686,0.1
19323,0.5
574580,0.7
479462,0.1
249895,1.0
554987,0.3
152378,0.4
89592,0.3
384800,0.2
500562,0.3
573815,0.6
440183,0.5
122690,0.4
371720,0.2
273481,0.2
97479,0.2
527437,0.5
434015,0.2
570863,0.6
199773,0.2
507962,0.3
539587,0.3
17264,0.2
541487,0.2
575408,0.7
338240,0.1
280436,0.6
538537,0.8
539962,0.2
357090,0.2
247778,0.3
514987,0.4
125998,0.6
173190,0.3
402323,0.2
312060,0.3
130212,0.6
402408,0.2
105244,0.2
564680,0.5
167642,0.2
438095,0.4
567992,0.6
569243,0.6
210387,0.5
570233,0.4
111307,0.3
462887,0.2
499962,0.3
576542,0.6
188746,0.3
297948,0.1
188126,0.3
122452,0.5
277994,0.4
243865,0.3
104566,0.2
47009,0.1
577271,0.7
9600,0.2
227059,0.2
207365,0.3
279471,0.3
257706,0.3
405880,0.4
37525,0.5
218987,0.2
566975,2.0
404873,0.2
270756,0.1
262107,0.2
564725,0.9
299769,0.2
353203,0.2
283887,0.6
143179,0.1
462837,0.3
160561,1.4
35069,0.6
94266,0.4
329923,0.3
489512,0.4
378170,0.3
516912,0.3
209282,0.3
484412,0.3
106171,0.3
455487,1.2
206864,0.2
167523,0.3
556562,0.1
489337,0.2
463087,0.2
278445,0.3
282935,0.5
122962,0.3
61812,0.3
576803,0.5
317487,0.3
563438,0.9
405213,0.4
160063,0.4
438484,0.6
464287,0.2
309827,0.4
109145,0.2
87364,0.2
250643,0.8
507187,0.3
523312,0.3
160395,0.2
573050,0.7
386670,0.2
446412,0.1
164905,0.3
570035,0.8
52530,0.2
469587,0.2
484487,0.2
276604,0.6
440671,0.3
156633,0.5
117257,0.2
556487,0.2
565706,0.7
299988,0.3
559762,0.5
166986,0.6
391090,0.2
169223,0.3
447337,0.4
538512,0.3
517287,0.7
140313,0.3
471212,0.2
38843,0.2
246469,0.3
4863,0.3
204747,0.7
237125,0.3
528287,0.3
396749,0.1
436614,0.2
137956,0.2
65381,0.3
521237,0.3
97885,0.3
460537,1.8
303828,0.3
505587,0.1
433724,0.3
569234,0.7
546212,0.3
461487,1.3
569099,0.8
355972,0.5
16002,0.1
414962,0.2
235270,0.2
96576,0.3
408054,0.4
399979,0.2
576965,0.8
218715,0.4
289788,0.4
254298,0.2
251351,0.2
18609,0.2
482412,0.5
139157,0.2
99332,0.2
48687,0.3
276555,0.1
483137,0.4
408515,0.3
24901,0.2
236912,0.2
9863,0.2
364629,0.2
238816,0.9
570323,1.0
195718,0.4
87068,0.2
253346,0.2
1576,0.8
262262,0.2
119871,0.6
555562,0.2
208402,0.9
441932,0.2
544337,0.3
440976,0.2
170330,0.5
28410,0.3
548712,0.4
493462,0.5
294548,0.3
423851,0.1
269923,0.2
407119,0.2
441379,0.2
521687,0.4
516762,0.3
431295,0.2
275717,0.3
412886,0.3
65996,0.3
61491,0.1
299599,0.3
507512,0.3
480587,0.3
466062,0.1
64479,0.2
256534,0.4
132855,0.2
171154,0.5
145079,0.1
520462,0.3
267810,0.1
495012,0.2
379481,0.2
240839,0.7
500987,0.2
289193,0.5
569909,0.8
88945,0.5
90712,0.2
320547,1.2
332571,0.3
424191,0.2
317693,0.3
470112,0.2
571394,0.9
132736,0.3
136032,0.2
574337,0.6
96100,0.2
400234,0.2
289202,0.2
40141,1.2
214238,0.3
567164,0.4
20046,0.4
453687,0.3
172869,0.2
58463,0.3
123721,1.6
78062,0.3
44014,0.3
565454,0.4
298507,0.2
203642,0.4
289074,0.4
435205,0.4
307519,0.1
415387,0.2
233464,0.3
198406,0.3
500837,0.4
381740,0.3
191364,0.2
401388,0.2
314633,0.1
120967,0.3
457587,0.3
209435,0.2
97775,0.4
302266,0.1
570962,0.9
574184,0.7
469487,0.2
573950,0.5
129202,0.2
113568,0.2
156965,0.4
441002,0.3
496312,0.3
342078,0.6
355462,0.3
568649,0.6
503812,0.3
235081,0.4
389050,0.3
127545,0.5
575777,0.8
442130,0.3
453437,0.2
359650,0.2
164835,0.5
273575,0.2
136306,0.1
441503,0.3
409074,0.2
936,0.3
545687,0.4
178951,0.3
57668,0.1
490912,0.6
231015,0.2
538762,0.1
47546,0.2
464812,0.3
505912,0.1
475462,0.7
227178,0.2
502762,0.3
61372,0.1
38154,0.5
165500,0.1
541537,0.3
494137,0.2
441874,0.4
127426,0.3
234203,0.3
447137,0.2
475412,0.2
156882,0.5
219081,0.1
180038,0.4
436529,0.2
106672,0.3
497912,0.2
165583,0.2
330822,0.3
501737,0.3
441568,0.4
174093,0.2
39344,0.3
67579,0.4
372655,0.4
465237,0.3
110261,0.2
51033,0.3
457687,0.9
441808,0.3
138910,0.3
189853,0.1
63716,0.2
501287,0.2
548012,0.7
22377,0.3
116042,0.3
429461,0.3
53861,0.3
186173,0.1
17953,0.1
465412,0.4
209841,0.2
111902,0.3
347103,0.3
213906,0.4
13544,0.5
234297,0.3
109632,0.2
432534,0.3
119505,0.8
465712,0.2
151020,0.3
35392,0.4
574634,0.6
24840,0.2
507362,0.4
568127,0.7
174890,0.4
503312,0.1
178713,0.3
418411,0.6
131748,0.3
526087,0.7
540637,0.2
451512,0.3
524512,0.2
458662,0.8
499587,0.2
545487,0.3
511912,1.7
277637,0.1
551787,0.3
58631,0.3
407410,0.5
445287,0.2
308588,0.1
458762,0.3
440541,0.2
286539,0.2
53800,0.1
88377,0.3
576470,0.7
88734,0.2
512562,0.2
570665,0.4
222493,0.2
197061,0.2
525462,0.4
525237,0.1
564761,0.7
162482,0.4
206889,0.2
430311,0.2
491712,0.6
56801,0.3
300684,0.1
515137,0.5
541912,0.2
569558,0.9
385395,0.2
300831,0.2
57524,0.2
10101,0.3
212766,0.4
279186,0.3
508587,0.6
282102,0.5
180855,0.1
76778,0.7
515187,0.6
65796,0.2
249096,0.3
549762,0.3
243483,0.2
277850,0.3
215819,0.2
573032,0.9
131961,0.2
173556,0.4
300073,0.3
180974,0.1
330348,0.1
2634,0.2
205546,0.4
567983,0.6
237424,0.3
110654,0.3
376725,0.3
529012,0.8
69339,0.2
96729,0.4
100888,0.3
511737,0.1
301851,0.1
333202,0.1
566354,0.6
477112,0.8
413651,0.4
53086,0.1
138066,0.3
488037,0.3
447937,0.3
34364,0.2
236402,0.3
283777,0.2
485087,0.3
561362,0.7
481212,1.4
363730,0.1
184605,0.4
436954,0.3
237388,0.5
490887,0.6
235484,0.3
448787,0.2
343278,0.1
420366,0.3
30448,0.5
569738,0.9
452987,0.4
102328,0.2
172164,0.1
108229,0.4
296977,0.1
264179,0.1
505712,0.3
67747,0.4
515312,0.5
345609,0.3
509087,0.6
260892,0.2
551362,0.2
514837,0.5
551737,0.3
434185,0.2
530837,0.3
445262,0.3
512287,0.5
79524,0.5
564905,0.5
291099,0.2
341519,0.2
58427,0.1
482612,0.2
76967,0.2
263501,0.5
358450,0.4
384326,0.2
546537,0.4
441308,0.2
522712,0.7
19689,0.3
66710,0.3
148344,0.0
272126,0.1
1493,0.5
452262,0.1
15006,0.2
88554,0.2
121415,0.8
124069,0.3
47961,0.1
483762,0.2
384241,0.2
2241,0.0
555687,0.3
494687,0.2
111069,0.5
446787,0.3
61848,0.1
556112,0.2
15338,0.4
469437,0.1
541937,0.5
165976,0.1
71933,0.4
553737,0.4
205580,0.4
9591,0.5
6825,0.4
313469,0.2
570170,1.0
71136,0.2
566876,0.4
155073,0.1
269478,0.2
69397,0.1
181749,0.1
238495,0.2
202571,0.5
137541,0.3
565355,0.4
487987,0.3
354648,0.1
161425,1.3
553187,0.2
573860,0.8
524287,0.3
182710,0.2
59908,0.5
430275,0.3
218511,0.2
368101,0.3
517887,0.4
168271,0.3
13425,0.4
237983,0.2
250023,1.5
290419,0.2
173904,0.4
461962,0.2
516437,0.4
64809,0.1
69139,0.4
490187,0.4
406269,0.4
245719,0.2
371429,0.6
356799,0.2
105338,0.1
421556,0.2
507412,0.4
564617,0.7
163919,0.4
24831,0.4
388370,0.3
286038,0.5
168152,0.3
181441,0.3
521787,0.3
107114,0.3
135116,0.4
210921,0.2
242709,0.4
352098,0.1
312874,0.7
566417,0.6
2097,0.4
224228,0.3
160595,1.0
109681,0.3
367032,0.2
567038,0.8
450137,0.1
446937,0.3
563375,0.8
145546,0.2
3074,0.3
410604,0.4
101138,0.2
561787,1.6
88545,0.3
572816,0.8
576902,1.5
478712,0.3
526962,0.3
180141,0.2
284790,0.3
77025,0.2
514437,0.5
519612,0.2
42653,0.7
119182,0.6
468237,0.2
241351,0.2
7957,0.2
572456,0.8
269853,0.9
57277,0.3
49258,0.7
218428,0.4
20165,0.4
536512,0.4
441249,0.2
546887,0.6
450562,0.3
185472,0.3
181212,0.4
270814,0.2
121250,0.4
58939,0.3
183092,0.2
186579,0.3
176403,0.3
401048,0.3
76192,0.8
72732,0.7
495212,0.5
63408,0.2
540237,0.2
312910,0.5
535237,0.3
567101,0.9
567632,0.5
519987,0.3
104054,0.2
68614,0.4
513537,0.4
88875,0.4
314767,0.5
528962,0.6
161544,1.8
516487,0.6
139956,0.2
568496,0.9
556712,0.1
151164,0.2
122818,0.3
295022,0.3
424956,0.2
207450,0.3
523162,0.2
300635,0.1
549962,0.2
17239,0.1
531987,0.3
440697,0.2
574031,0.3
130917,0.3
181987,0.3
460587,0.8
180404,0.3
190030,0.1
559037,0.4
341215,0.4
572906,1.1
456437,0.7
575237,0.7
142242,0.2
355073,0.2
484387,0.3
278995,0.3
2454,0.4
165619,0.2
18728,0.2
214034,0.4
30756,0.4
47784,0.2
478337,0.0
513487,0.4
566363,0.4
566939,0.9
48770,0.3
541387,0.2
66472,0.4
177795,0.2
576524,0.6
570458,1.0
84771,0.4
179021,0.3
137008,0.2
380210,0.5
468037,0.1
245957,0.2
466762,0.4
54407,0.2
34986,0.3
547312,0.2
211635,0.5
143215,0.1
384496,0.3
330518,0.3
436735,0.2
32325,0.4
478137,0.8
210436,0.5
209994,0.6
76064,0.1
529362,0.2
502737,0.6
127224,0.4
23592,0.2
166034,0.6
538412,0.2
267929,0.4
443537,0.6
96457,0.4
263690,0.2
526337,0.5
85878,0.2
162507,0.3
338325,0.2
161059,0.2
564077,1.0
539737,0.5
328442,0.2
335520,0.1
178152,0.2
81415,0.4
279828,0.2
181679,0.3
111332,0.2
153092,0.4
307957,0.4
262381,0.2
524812,0.2
26805,0.4
533487,0.4
511287,0.2
149296,0.1
568883,0.8
33277,0.6
176843,0.4
440281,0.2
404824,0.2
308758,0.1
473912,0.4
45476,0.3
70635,0.1
351807,0.2
387350,0.2
551962,0.3
484587,0.2
48864,0.5
292132,0.3
475112,0.5
565742,0.6
389511,0.2
1969,0.2
12756,0.1
520012,0.2
437039,0.3
533162,1.1
308503,0.1
561537,0.3
230494,0.3
345233,0.1
220938,0.3
240091,0.3
121241,0.4
110236,0.1
138672,0.3
571997,0.8
489787,0.2
218284,0.9
514012,0.2
442062,0.2
393470,0.2
257953,0.2
360464,0.2
79023,0.2
326013,0.2
483487,0.4
440846,0.4
344808,0.2
252989,0.4
43666,1.0
59813,0.2
569900,0.7
401339,0.2
532637,0.4
27925,0.3
6410,0.2
151853,0.3
317402,0.5
464487,0.3
4661,0.2
10836,0.2
572060,0.8
19262,0.3
169903,0.5
386621,0.2
26686,0.3
469462,0.2
120228,1.6
539262,0.1
111417,0.3
205342,1.2
266703,0.2
474262,0.8
353592,0.4
20821,0.2
559262,0.5
567461,0.8
273993,0.1
299514,0.2
576020,0.7
140551,0.4
502112,0.3
346253,0.4
478312,0.2
569855,1.1
415217,0.2
456337,0.8
367506,0.2
256916,0.3
230741,0.2
388030,0.4
69148,0.2
346289,0.3
482537,0.4
568388,0.7
345112,0.2
476337,0.5
27876,0.2
573338,0.9
410555,0.2
395595,0.2
573887,0.8
576245,0.7
12554,0.2
367882,0.1
26174,0.4
297196,0.4
74041,1.1
153220,0.4
441295,0.1
442487,0.3
472812,0.3
93671,0.4
238672,0.8
252668,0.3
169378,0.3
244684,0.3
467337,0.3
105125,0.3
445812,0.1
371380,0.4
543037,0.3
195837,1.0
440307,0.2
50171,0.1
95624,0.2
348891,0.1
565652,0.7
294852,0.2
205699,0.3
453012,0.3
442136,0.4
205317,1.4
158660,1.0
484787,0.3
549712,0.2
568793,0.9
478737,0.1
184401,0.4
236997,0.2
118294,0.4
197979,0.4
154637,0.4
431671,0.3
40058,0.7
131867,0.3
127044,0.4
541762,0.1
169973,0.1
20071,0.2
234917,0.3
519212,0.2
563177,0.8
475687,1.3
423511,0.1
520862,0.4
144271,0.3
568937,0.7
353543,0.2
374865,0.2
255369,0.3
410179,0.2
239624,0.4
541187,0.2
554362,0.5
220318,0.2
234773,0.4
33073,0.6
511087,0.2
505937,0.3
63170,0.2
471937,0.5
173581,0.4
234645,0.2
516137,0.5
377405,0.3
452362,0.3
543962,0.3
288073,0.2
210113,0.5
159491,0.1
552862,0.2
488062,0.4
390616,0.2
312655,0.3
48071,0.3
530537,0.3
473212,0.5
167294,0.3
239328,0.3
15147,0.2
145854,0.1
550462,0.3
348476,0.1
477187,0.1
532112,0.3
530062,0.6
41865,0.8
425041,0.2
144960,0.2
69007,0.4
90425,0.2
20870,0.5
70828,0.2
51116,0.3
559787,0.5
181560,0.2
184971,0.2
90032,0.2
291014,0.2
106995,0.3
149940,0.3
413141,0.3
91971,0.2
570674,0.6
213251,0.2
75503,0.2
223276,0.2
25078,0.1
216176,0.2
567659,0.8
234764,0.2
159576,0.5
176962,0.3
284314,0.4
321531,0.7
417427,0.3
575795,0.6
287204,0.2
123200,0.4
25307,0.5
564779,0.5
567218,0.4
228114,0.2
67390,0.5
160487,1.3
507537,0.4
244980,0.5
508137,0.4
12269,0.4
159024,0.1
185676,0.4
141970,0.3
280470,0.2
254035,0.2
347420,0.2
370239,0.2
352062,0.2
553437,0.2
102729,0.2
574040,0.9
102447,0.2
488787,0.3
281031,0.4
228224,0.3
495137,0.4
454462,0.2
157237,0.1
34144,1.5
467937,0.1
354527,0.2
49756,0.1
172045,0.9
8015,0.5
150544,0.2
46513,0.6
267999,0.4
196978,0.2
15138,0.4
517387,0.5
220498,0.2
125140,0.5
464662,0.3
80427,0.3
423171,0.2
83377,0.3
216856,0.2
275827,0.5
568136,0.5
291573,0.3
162280,0.4
446337,0.3
395170,0.2
148939,0.1
566579,0.7
451687,0.3
563357,0.8
246051,0.1
555012,0.3
466937,0.2
341859,0.3
211339,0.2
560387,0.5
170260,0.7
483787,0.3
369389,0.2
265037,0.2
53468,0.2
500312,0.4
390956,0.2
566003,0.6
258930,0.4
518162,0.3
129321,0.1
294342,0.3
128607,0.2
250728,1.0
282697,0.5
463312,0.2
536937,0.3
551987,0.2
12343,0.5
310932,0.4
1255,0.6
20403,0.5
284992,0.4
311357,0.4
181237,0.3
256653,0.4
255582,0.2
257309,0.2
286218,0.3
150486,0.1
158914,0.1
432655,0.3
119981,0.4
343023,0.3
380841,0.2
40709,0.3
246350,0.3
452412,0.2
418277,0.2
16231,0.5
168603,0.3
67698,0.4
152174,0.3
156382,0.3
530162,1.9
569333,0.8
536712,0.8
518512,0.4
254621,0.9
149235,0.2
50315,0.3
89183,1.1
250380,0.7
332146,0.3
501062,0.2
531337,0.5
230597,0.2
388916,0.3
98550,0.3
189341,0.3
496137,0.3
562664,0.7
492637,0.3
441822,0.2
490262,0.6
505237,0.2
374561,0.3
505537,0.2
402784,0.2
446112,0.5
102184,0.3
452612,0.2
338495,0.2
287002,0.2
183687,0.2
491912,0.7
538962,0.1
155455,0.4
226751,0.3
449212,0.2
24364,0.2
449937,0.1
167474,0.2
377660,0.8
532187,0.4
442737,0.4
499312,0.4
571538,0.7
251589,0.4
162675,0.3
239447,0.2
518962,0.2
107690,0.2
310507,0.3
431550,0.1
374391,0.2
521637,0.5
568964,0.8
565364,0.3
444937,0.6
260203,0.2
72384,0.1
539312,0.1
64192,0.1
30695,0.7
396458,0.4
397854,0.1
554437,0.5
145793,0.4
311939,0.4
542437,0.3
254145,0.5
63051,0.3
144747,0.2
151579,0.5
183604,0.1
81653,0.1
569756,0.9
577169,0.5
296212,0.2
570377,1.2
24270,0.3
104862,0.4
23080,0.2
495337,0.4
204426,0.1
468187,0.1
108094,0.6
562556,0.4
173913,0.5
241708,0.4
43608,0.2
222731,0.2
39023,0.2
518087,0.2
522562,0.6
135888,0.2
195990,0.2
372315,0.4
141018,0.6
86055,0.3
280445,0.4
485612,0.2
555037,0.8
568325,0.8
33753,0.4
450737,0.3
240994,0.3
428271,0.2
96933,0.2
381691,0.2
147475,0.2
430141,0.3
175927,0.2
54346,0.1
299939,0.2
567515,0.7
236079,0.3
69541,0.2
338799,0.2
190174,0.2
222850,0.3
423341,0.2
441678,0.2
72146,0.2
160146,0.4
541237,0.2
524737,0.4
155729,0.3
564797,0.6
65000,0.3
66591,0.4
576254,0.6
547212,0.3
249965,0.6
511237,0.9
574832,0.6
442178,0.2
188984,0.4
467962,0.1
480437,0.7
558737,0.3
26030,0.3
28291,0.4
546712,0.1
485762,0.2
204118,0.7
392450,0.1
35731,0.3
55872,0.3
3303,0.2
23437,0.3
98489,0.3
292302,0.4
8195,0.5
502812,0.2
95743,0.2
19134,0.5
187208,0.2
275598,0.3
98763,0.3
270994,0.0
481037,0.2
189554,0.2
168902,0.6
525537,0.5
29510,0.6
567443,0.4
94825,0.3
199596,0.2
500337,0.2
295496,0.4
502487,0.4
435460,0.3
373420,0.3
177642,0.3
215105,0.2
54785,0.3
543212,0.4
248775,0.2
443112,0.3
260322,0.2
449787,0.1
322551,0.5
420147,0.3
569576,1.1
264047,0.1
19918,0.4
324702,0.2
153211,0.5
282731,0.4
245456,0.2
216380,0.7
178747,0.3
143795,0.2
138185,0.4
63527,0.4
508287,0.4
484362,0.3
150425,0.2
572267,0.9
382711,0.2
145973,0.1
500012,0.4
449762,0.3
441477,0.2
198226,0.4
285623,0.1
32810,0.4
571448,0.8
397818,0.1
236292,0.3
313384,0.1
404569,0.2
546437,0.3
15645,0.2
459037,1.0
179646,0.6
272376,0.7
16433,0.6
546412,0.3
278564,0.5
470262,0.2
576299,1.4
349911,0.1
531912,0.8
27696,0.1
243782,0.2
575264,0.6
543737,0.4
500762,0.4
270399,0.1
408989,0.2
191519,0.1
201192,0.7
16314,0.6
298422,0.2
542687,0.2
313420,0.1
416237,0.2
378461,0.2
406560,0.2
8956,0.2
85570,0.5
547987,0.6
35756,0.3
192078,0.2
37058,0.1
371089,0.2
409159,0.6
498137,0.3
426705,0.2
13257,0.6
525787,0.4
570188,1.4
537662,0.4
552512,0.6
487087,0.3
142669,0.2
383270,0.1
95932,0.3
164036,0.5
217927,0.2
401934,0.2
363560,0.1
121738,0.3
171273,0.4
478262,0.2
423815,0.2
90126,0.5
124734,0.2
182701,0.3
562898,0.8
570152,0.9
10741,0.2
344687,0.3
148878,0.2
450287,0.1
97598,0.2
160321,0.1
564581,0.8
493362,0.6
538012,0.3
302815,0.1
361739,0.2
440937,0.2
282111,0.4
553962,0.2
507037,0.4
70947,0.1
542962,0.4
128928,0.2
172344,0.1
487537,0.4
152650,0.3
565931,0.7
151545,0.4
63680,0.3
529462,0.5
480762,0.1
527587,0.3
327677,0.2
281150,1.1
460912,0.3
570548,0.8
441971,0.1
182225,0.3
138423,0.3
205104,0.3
512812,1.1
426110,0.1
568874,0.8
126117,0.5
147511,0.1
221804,0.3
18811,0.1
558187,0.5
568559,0.9
569423,0.8
10802,0.4
319102,0.2
410689,0.4
123950,0.3
273719,0.2
171212,0.5
264417,0.1
242361,0.2
459237,0.6
365430,0.3
490737,0.3
373165,0.6
547512,0.4
326863,0.2
391260,0.2
55524,0.2
10671,0.1
442154,0.4
96219,0.2
563690,0.6
534912,0.4
473587,0.2
506137,0.3
19024,0.6
452962,0.2
182295,0.2
283063,0.7
444387,0.5
355583,0.2
205021,0.1
225918,0.2
98599,0.2
346629,0.3
408734,0.2
59768,0.3
380501,0.2
147569,0.0
18182,0.4
404023,0.2
50934,0.0
570836,0.9
553812,0.2
441529,0.5
573194,0.7
568658,0.4
259608,0.2
39225,0.2
280921,0.2
278030,0.1
