,co
428356,0.2
566732,0.6
158467,0.1
267502,0.6
16182,0.2
135830,0.2
473412,0.4
361435,0.1
175341,0.4
78190,0.2
320802,0.2
314355,0.5
188483,0.1
12426,0.6
254691,0.4
118422,0.3
371344,0.7
195669,0.3
556387,0.6
20760,0.2
457062,0.6
190744,0.2
348391,0.2
249691,0.2
142943,0.3
472712,0.2
216881,0.1
309147,0.3
336419,0.2
564329,1.3
123355,0.4
575012,0.5
107632,0.3
563294,0.9
194955,0.2
93125,0.2
499337,0.3
431635,0.2
91922,0.2
435885,0.2
566633,0.5
239566,0.2
126867,0.2
108467,0.7
505412,0.4
494637,0.4
170022,0.3
527912,0.3
282944,0.5
557087,0.4
481112,0.1
211507,0.3
488662,0.3
118541,0.2
572915,0.7
275623,0.3
8253,0.3
43895,0.3
117412,0.2
504712,0.3
340875,0.2
101827,0.2
235340,0.4
555862,0.3
540337,0.2
263892,0.1
273005,0.5
517937,0.6
460412,0.2
112726,0.3
350908,0.2
297827,0.3
332097,0.3
500087,0.2
124307,0.3
10732,0.5
528687,1.6
574598,0.6
409110,0.2
545087,0.5
165143,0.5
362965,0.2
49781,0.2
457237,0.3
201915,0.3
574643,0.5
406609,0.5
42323,0.5
202748,0.1
530487,0.4
197930,0.5
377830,0.2
198583,0.1
8601,0.4
105576,0.2
377150,0.2
576371,1.1
411405,0.3
315483,0.3
100284,0.0
262906,0.4
472562,0.2
186112,0.2
221331,0.2
467187,0.4
205198,1.2
566795,0.8
352013,0.1
549437,0.6
93372,0.3
339345,0.2
570872,0.5
9124,0.5
441230,0.3
49294,0.5
445237,0.3
484312,0.5
336661,0.2
444362,0.3
43199,0.2
303949,0.1
54794,0.1
345452,0.8
156716,0.4
482637,0.3
142894,0.1
517562,0.2
241553,0.4
485,0.3
168713,0.6
557537,0.3
95896,0.2
140704,0.2
42213,0.4
461162,0.2
46107,0.4
504862,0.4
141860,0.2
195727,0.4
444537,0.4
440794,0.2
511387,0.7
568505,0.8
66234,0.3
24306,0.3
152982,0.4
516162,0.5
348770,0.2
476712,0.3
491737,0.7
577016,0.8
257468,0.4
249215,0.2
64726,0.1
208649,1.0
449137,0.3
491262,0.9
77620,0.5
253193,0.6
506187,0.3
526362,0.1
51082,0.3
60979,0.3
522662,0.3
240161,0.2
339224,0.2
67817,0.3
101519,0.2
440775,0.3
497712,0.4
575291,0.4
344978,0.2
532287,0.4
555237,0.2
215141,0.1
55753,0.3
518812,0.0
550137,0.3
289431,0.7
434355,0.2
173224,0.4
103697,0.2
77503,0.2
263416,0.2
499237,0.3
205793,0.3
267154,0.1
564644,1.2
576995,0.9
471812,0.4
6028,0.3
372740,0.4
268509,0.2
53147,0.2
82010,0.9
358195,0.1
18490,0.2
513087,0.3
495462,0.2
146651,0.2
96134,0.1
68589,0.4
494787,0.3
446387,0.3
190769,0.3
307094,0.1
119743,0.8
283362,0.2
536262,0.2
147163,0.1
234120,0.5
513787,1.2
82129,0.8
137233,0.2
5577,0.4
499062,0.4
475637,0.2
540912,0.2
326742,0.3
574814,0.5
369814,0.2
108433,0.8
134283,0.2
149702,0.3
514062,0.3
430226,0.3
99247,0.2
526787,0.3
129678,0.3
269091,0.2
113391,0.4
506062,0.1
314391,0.3
22020,0.3
282612,0.3
493962,0.3
24950,0.3
224773,0.3
321665,0.2
31324,0.2
468637,0.2
176522,0.9
183449,0.2
14505,0.3
360549,0.3
103791,0.2
382796,0.2
267740,0.5
531237,0.2
99570,0.2
71066,0.1
563276,0.7
511487,0.5
66090,0.1
273099,0.3
433894,0.2
377320,0.1
342843,0.4
323839,0.5
179953,0.2
390070,0.2
91410,0.2
494737,0.3
180498,0.0
497762,0.2
202144,0.5
235106,0.3
520387,0.4
135437,0.4
488137,0.2
116399,0.2
501412,0.4
80640,0.4
568892,0.9
27806,0.3
563744,0.3
566228,0.7
478087,0.4
245874,0.2
215437,0.2
176724,0.3
19476,0.1
571709,0.8
471637,0.4
421252,0.2
512362,0.3
469762,0.5
398534,0.2
214986,0.3
133023,0.3
443062,0.6
261631,0.2
362674,0.1
321276,0.4
478362,0.2
100403,0.0
446462,0.2
568064,0.9
509787,0.4
196026,0.3
168545,0.3
229969,0.3
441243,0.3
69256,0.2
522112,0.2
282850,0.7
519887,0.4
35044,0.7
25734,0.3
451337,0.4
489712,0.4
523787,0.2
501887,0.5
168069,0.3
255048,0.2
272803,0.1
444187,0.5
54029,0.3
450637,0.4
549287,0.8
442226,0.2
160238,0.9
267060,0.2
537487,0.0
157533,0.8
508637,0.5
36512,0.1
297863,0.2
429291,0.2
144866,0.2
85521,0.3
106528,0.2
32453,1.1
13553,0.2
352353,0.2
547487,0.4
426061,0.1
483362,0.4
4780,0.2
263153,0.2
570827,0.7
569819,0.7
449962,0.3
11488,0.4
271162,0.5
534762,0.4
89302,0.3
485712,0.3
235520,0.2
198693,0.3
285587,0.2
199407,0.4
389851,0.3
281422,0.4
521062,0.3
410980,0.6
558137,0.3
276154,0.1
194894,0.2
481762,0.2
314015,0.7
45570,0.3
140026,0.1
252369,0.1
61540,0.2
109879,0.0
316212,0.2
441743,0.2
318167,0.8
513562,0.3
298373,0.2
252250,0.2
195251,0.3
441431,0.3
536212,0.3
360415,0.2
549562,0.4
172582,0.1
136834,0.5
326912,0.4
362455,0.1
379785,0.4
572150,1.0
295787,0.3
425090,0.3
283005,0.4
298762,0.3
491062,0.5
525687,0.4
445937,0.4
463762,0.6
494912,0.2
20345,0.2
428866,0.2
320632,0.4
0,0.1
568946,0.8
428660,0.2
515037,0.2
223981,0.2
280115,0.5
572357,0.7
532087,0.3
399639,0.4
36573,0.2
577043,0.6
488312,0.3
554912,0.1
375970,0.3
449587,0.3
377029,0.7
412922,0.2
295702,0.2
557887,0.3
132675,0.3
171630,0.1
406390,0.3
242599,0.6
230945,0.2
94385,0.2
67033,0.5
109001,0.3
566462,0.9
539337,0.3
190149,0.0
126272,0.3
380671,0.3
102967,0.1
183009,0.1
474187,0.3
497462,0.2
436784,0.5
349110,0.4
368660,0.3
372995,0.4
150248,0.2
404363,0.2
533612,0.6
356057,0.3
1612,0.6
273398,0.1
568478,0.8
543262,0.2
485437,0.2
208411,1.2
489012,0.2
563447,1.0
300439,0.2
94443,0.4
127987,1.1
84984,0.6
130569,0.3
225680,0.2
575525,0.7
550312,0.4
321920,0.5
266550,0.5
299308,0.1
256406,0.6
241434,0.2
276613,0.3
273636,0.1
569873,0.9
80512,0.4
159989,0.2
108907,0.2
487512,0.4
551687,0.2
418617,0.2
492587,0.3
141885,0.2
292338,0.3
325503,0.2
222316,0.2
267572,0.4
456762,0.7
576896,0.4
543687,0.2
284909,0.3
489487,0.2
90245,0.6
219701,0.2
9234,0.6
519462,0.3
200725,0.2
266916,0.2
100522,0.0
91069,0.2
421762,0.1
301681,0.2
504562,0.4
448287,0.3
259644,0.2
575399,0.8
276519,0.1
318373,0.3
553212,0.6
22164,0.2
316382,0.3
487712,0.5
563645,0.3
511212,0.8
365976,0.1
470062,0.3
499412,0.4
6767,0.2
485862,0.2
473987,0.4
76540,0.9
487037,0.3
197036,0.1
166977,0.3
434404,0.5
569252,0.7
507462,0.4
270567,0.5
473512,0.3
539612,0.4
456912,0.3
289584,0.6
21654,0.2
511537,0.6
538337,0.1
241946,0.2
252360,0.3
268390,0.2
17358,0.1
573986,0.6
152055,0.4
212598,0.3
337426,0.1
99723,0.1
393081,0.1
570800,0.7
570818,0.6
503912,0.4
567731,0.8
577166,0.7
514412,0.5
416201,0.3
67186,0.4
512912,0.8
52447,0.3
43572,0.3
248050,0.4
25377,0.3
521912,0.4
543887,0.3
561812,0.3
445962,0.1
557312,0.1
24126,0.2
515862,0.5
192053,0.1
227663,0.3
18371,0.1
502287,0.4
146269,0.1
397259,0.2
213550,0.3
151664,0.4
245481,0.2
456562,0.5
512262,0.2
440196,1.0
77833,0.2
513862,0.2
572564,0.8
140194,0.3
491437,0.5
213361,0.4
23318,0.2
575282,0.3
114199,0.4
190973,0.5
117019,0.3
429340,0.2
469237,0.1
522137,0.2
181322,0.4
516412,0.3
322005,0.6
437124,0.2
167532,0.2
13055,0.2
8482,0.4
450012,0.2
240210,0.4
359359,0.2
9744,0.3
27840,0.3
261844,0.2
166629,0.4
469162,0.1
507562,0.3
427081,0.2
19833,0.1
242471,0.4
570476,0.7
421131,0.2
132974,0.1
522037,0.2
95182,0.4
331636,0.2
483312,0.3
486037,0.4
506887,0.4
189734,0.1
37440,1.3
441386,0.3
564212,0.2
565337,0.1
252906,0.2
75063,0.3
134878,0.2
575912,0.7
73040,0.2
323705,0.3
45451,0.3
135235,0.1
2753,0.2
275028,0.2
154552,0.5
267655,0.2
20428,0.2
471687,0.5
107596,0.2
565094,0.4
14090,0.2
143368,0.2
135794,0.2
122928,0.4
85451,0.5
473137,0.3
111783,0.3
253382,0.2
411539,0.3
27220,0.3
88197,0.4
369595,0.2
231740,0.1
504487,0.2
420791,0.2
126916,0.1
338714,0.3
192862,0.3
8363,0.4
72290,0.2
103315,0.3
52267,0.5
499387,0.3
329753,0.5
573284,0.8
363864,0.2
57396,0.5
423681,0.1
193457,0.3
562970,0.6
473087,0.2
376225,0.1
229756,0.1
454662,0.2
506587,0.3
46156,0.3
216151,0.1
92353,0.3
566624,0.4
462562,0.8
130594,0.3
555287,0.2
29261,0.9
53315,0.3
440320,0.3
378425,0.2
28749,1.3
537437,0.1
410470,0.2
364240,0.2
232454,0.1
234358,0.3
189664,0.3
570314,1.3
442004,0.4
207401,0.2
213633,0.7
215675,0.3
341944,0.4
440050,0.4
134341,0.3
59296,0.3
464512,0.3
61217,0.3
463187,0.2
484637,0.2
167319,0.4
110535,0.4
209352,0.2
407969,0.5
82331,0.3
16146,0.0
555487,0.2
418496,0.2
513762,1.1
39903,0.1
493437,0.4
209792,0.1
577031,0.6
527487,0.6
124496,0.2
504237,0.4
366996,0.3
563681,0.4
460512,1.0
232274,0.3
540612,0.0
565292,0.5
54038,0.0
202654,0.4
118910,0.3
370834,0.4
194775,0.4
464137,0.2
108011,0.5
379870,0.3
558337,0.4
96765,0.4
435934,0.3
88139,0.3
154518,0.5
282969,0.5
128012,0.8
306669,0.2
551912,0.3
440703,0.2
455287,1.9
289916,0.1
299854,0.1
476137,0.2
383561,0.2
567263,1.0
154433,0.4
375411,0.7
105280,0.2
182948,0.1
497012,0.3
532887,0.3
133093,0.2
371174,0.3
289703,0.2
465787,0.3
66829,0.4
116305,0.3
145555,0.2
295751,0.6
133212,0.2
103672,0.2
335909,0.2
28316,0.4
217213,0.2
111130,0.4
265787,0.2
510787,0.3
214842,0.8
220437,0.3
463562,0.3
38962,0.4
238544,0.2
100354,0.2
546237,0.4
463437,0.2
453987,0.4
226165,0.3
427470,0.3
37916,0.6
576137,0.5
510537,0.9
493562,0.4
505312,0.3
398619,0.2
70779,0.2
475887,1.2
148155,0.3
197393,0.6
21950,0.2
191687,0.4
243050,0.3
545987,0.7
574904,0.8
432874,0.2
71219,0.2
192401,0.3
271400,0.5
190506,0.2
17181,0.1
29761,0.9
41340,0.2
445362,0.9
484912,0.4
361265,0.1
509762,0.2
526187,0.4
397939,0.2
84499,0.3
49343,0.5
413736,0.4
440814,0.6
316722,0.6
501862,0.3
541612,0.1
570701,0.7
150569,0.3
532212,0.1
350568,0.2
367967,0.1
539462,0.2
56123,0.3
403428,0.2
505637,0.1
336455,0.2
58393,0.3
222944,0.2
162305,0.2
569000,0.5
79679,0.2
425381,0.2
455762,0.5
251055,0.2
530012,0.3
574175,0.7
492512,0.2
562142,0.7
180321,0.1
512087,0.5
499212,0.3
573680,0.2
501512,0.4
488987,0.2
442787,0.8
298883,0.1
311975,0.2
80759,0.6
182829,0.1
135531,0.5
342454,0.2
506112,0.1
449637,0.2
158458,0.6
256891,0.3
42128,0.2
474912,1.2
388661,0.2
208317,0.6
337864,0.2
492212,0.2
441282,0.2
215071,0.3
285349,0.5
34831,0.4
496162,0.2
461137,0.3
89913,0.3
406864,0.2
138919,0.3
294597,0.3
325382,0.2
425976,0.1
565751,0.7
432995,0.3
18658,0.4
236436,0.3
518412,0.4
172225,0.1
441906,0.2
575300,0.6
207484,0.2
248348,0.8
461937,0.2
545362,0.4
356289,0.7
565760,0.8
88460,0.3
181951,0.3
492112,0.2
297997,0.3
39988,0.8
417002,0.4
106043,0.3
572087,0.8
127929,0.5
288989,0.4
334889,0.2
512162,0.2
473262,0.4
418751,0.2
576425,1.3
233251,0.3
417512,0.7
478012,0.0
533337,0.3
453537,0.4
200667,0.1
513287,0.7
530437,0.4
168866,0.6
480412,0.0
214665,0.4
208472,0.8
196466,0.3
40684,0.1
571007,0.9
306463,0.3
471912,0.3
561912,0.3
112641,0.4
320426,0.8
281577,0.3
112201,0.5
318883,0.1
317438,0.4
271519,0.5
295107,0.2
40599,0.1
426146,0.2
188306,0.1
151554,0.1
108442,0.8
485137,0.3
143413,0.2
441236,0.2
247967,0.4
453962,0.5
576713,1.7
253941,0.3
561487,0.4
218904,0.2
477837,0.6
391685,0.2
217476,0.3
85997,0.5
351843,0.2
532537,0.6
326523,0.2
221261,0.4
395510,0.2
191806,0.4
202510,0.4
279327,0.3
49139,0.6
134222,0.3
381910,0.2
386075,0.2
440840,0.4
35563,0.6
96646,0.3
135998,0.3
177950,0.1
502562,0.3
440645,0.3
286148,0.6
131238,0.3
255930,0.5
190378,0.4
16918,0.1
280802,0.3
440157,0.3
473062,0.5
102303,0.2
493487,0.3
555512,0.2
8278,0.3
352572,0.2
58750,0.2
193659,0.3
191043,0.2
292933,0.2
563114,0.7
571601,0.8
48309,0.3
133618,0.4
392656,0.1
566345,0.8
369134,0.3
574463,0.7
250618,0.8
66353,0.3
77016,0.1
77371,0.2
13138,0.3
545712,0.2
252479,0.5
215938,0.5
2360,0.2
453787,0.5
526162,0.3
534862,0.3
66948,0.4
283054,0.6
271553,0.2
497237,0.6
440190,1.0
38273,0.2
17156,0.1
65888,0.1
483037,0.9
449412,0.1
573572,2.5
264884,0.4
44560,0.2
103349,0.2
170150,0.4
305989,0.1
125567,0.4
163253,0.7
499612,0.3
331927,0.2
444312,0.2
569792,0.9
38309,0.2
485537,0.4
252311,0.2
501387,0.2
264130,0.1
103733,0.2
523062,0.3
575354,0.6
307568,0.3
441009,0.2
204307,0.6
443662,0.2
577259,0.6
197631,0.2
226702,0.1
186411,0.1
279078,0.4
416796,0.3
102848,0.4
97443,0.1
287716,0.6
209969,0.6
233345,0.3
495862,1.5
493737,0.3
404654,0.2
240280,0.2
212800,0.5
500787,0.2
577019,0.7
393421,0.2
95218,0.3
237269,0.7
281626,0.6
134247,0.3
157405,0.7
126449,0.2
134045,0.2
249190,0.1
49377,0.3
495937,0.3
273447,0.5
462362,0.5
251104,0.5
94553,0.1
565391,0.2
131272,0.3
299272,0.2
507862,0.5
321446,0.5
269433,0.2
520637,0.2
424871,0.2
54301,0.2
157594,0.5
179707,0.3
507437,0.6
91684,0.3
515262,1.3
94111,0.3
243508,0.2
115209,0.1
209722,0.3
77943,0.4
321567,0.5
507387,0.5
103816,0.2
269618,0.3
546862,0.6
118721,0.3
572465,0.9
455187,1.4
6327,0.3
563141,0.9
554687,0.3
472062,0.3
199416,0.2
424155,0.4
239496,0.3
576917,0.3
279673,0.2
206568,0.2
383391,0.2
363475,0.2
128903,0.2
521187,0.2
292253,0.2
532487,0.8
474287,0.3
552987,0.2
157677,0.4
516287,0.2
13733,0.2
468912,0.2
147749,0.1
221295,0.3
75265,0.4
343788,0.3
327628,0.1
455737,0.3
148036,0.2
225191,0.1
120884,0.2
577247,0.7
25139,0.2
181392,0.3
133569,0.3
480687,0.4
370154,0.2
210863,0.2
290273,0.1
469362,0.2
568856,0.7
433639,0.2
15421,0.2
388965,0.7
143676,0.2
51589,0.1
361569,0.3
363354,0.2
516212,0.3
129846,0.3
89794,0.3
302083,0.1
518237,0.2
551562,0.4
462087,0.3
28953,3.2
21346,0.5
456587,1.2
523112,0.2
212111,0.1
237006,0.2
372946,0.3
477862,0.6
81702,0.5
323620,0.4
370409,0.2
315447,0.4
388540,0.2
355158,0.3
502337,0.3
539812,0.2
201143,0.4
242718,0.4
518987,0.0
291828,0.3
274051,0.4
164750,0.4
414756,0.1
562718,0.7
441405,0.2
428745,0.3
206150,0.3
140670,0.3
357734,0.2
170175,0.4
370324,0.2
466212,0.4
565517,0.4
482062,0.2
233583,0.3
34593,0.2
199059,1.1
562601,0.5
229731,0.2
332061,0.2
252726,0.1
564275,0.5
1100,0.6
565886,0.5
286337,0.5
48532,0.1
539787,0.6
472137,0.6
205461,0.2
352317,0.3
563501,0.8
22853,0.2
69231,0.2
179289,0.6
369085,0.2
192660,0.1
562619,0.6
314476,0.2
28053,0.2
298337,0.2
545537,0.3
236353,0.1
79609,0.2
220666,0.4
51663,0.5
433590,0.2
74407,0.7
529662,0.4
114376,0.6
352183,0.2
457187,0.2
369049,0.2
489887,0.2
359189,0.2
248086,0.3
141375,0.4
571457,0.9
460037,0.3
279648,0.2
406730,0.5
451012,0.2
32276,0.3
327033,0.3
387605,0.2
31730,0.6
220913,0.2
539137,0.3
482162,0.2
542487,0.7
503562,0.4
44048,0.4
508362,0.3
520937,0.2
270042,0.1
569648,0.7
489062,0.4
123782,0.8
242743,0.4
331417,0.1
260059,0.6
143438,0.2
230043,0.3
440508,0.7
337900,0.1
464112,0.4
225561,0.2
213727,0.2
45357,0.4
482237,0.3
6816,0.5
315398,0.1
508837,0.4
449737,0.2
576872,0.7
171713,0.2
456512,0.4
269609,0.6
492987,0.2
560512,0.3
196704,0.3
441646,0.2
453112,0.2
334173,0.3
449987,0.1
499462,0.3
138742,0.1
257895,0.2
293322,0.3
457762,1.7
16741,0.2
494812,0.7
157057,0.3
104981,0.0
506412,0.2
114044,0.4
107452,0.2
375934,0.5
470712,0.3
440898,0.2
15255,0.3
94919,0.4
44917,0.2
442687,0.5
70237,0.2
77595,0.5
312789,0.6
541812,0.1
564437,0.8
150059,0.3
283896,0.6
510137,0.5
570062,0.4
460562,0.8
154206,0.2
202297,0.3
38904,0.2
209208,0.2
503037,0.4
465537,0.2
492337,0.3
212504,0.3
388236,0.3
256415,0.3
479437,0.3
570755,1.0
109230,0.3
228541,0.2
550087,0.3
38367,0.3
571826,0.9
188831,0.3
508112,0.3
347335,0.2
243389,0.2
469037,0.2
270924,0.5
295617,0.1
62620,0.2
537362,0.5
456312,0.8
481312,0.1
42687,0.8
568001,1.0
331587,0.1
536287,0.2
263391,0.1
198846,0.3
214357,0.2
430821,0.3
172750,0.2
129440,0.1
205223,0.8
194180,0.3
427421,0.3
382371,0.2
271351,0.1
552637,0.3
91886,0.2
154860,0.3
92041,0.2
354017,0.3
493612,0.4
261725,0.3
234987,0.2
187958,0.1
11782,0.4
132556,0.2
508487,0.6
73098,0.7
137505,0.3
145427,0.3
548587,0.2
163289,0.5
92838,0.2
508162,0.3
251921,0.3
549012,0.4
120408,0.2
568973,0.8
546737,0.2
490362,0.5
347881,0.2
85817,0.4
93134,0.3
43785,0.9
180727,0.3
280555,0.5
566192,0.6
61134,0.2
293917,0.6
502437,0.3
161724,0.2
94742,0.3
33109,0.5
124316,0.3
33787,0.2
203215,0.7
499812,0.3
88936,0.3
200631,0.2
256952,0.2
472887,0.5
496337,0.5
576668,1.1
110416,0.4
433845,0.3
124258,0.2
320851,0.4
204866,0.7
478837,0.5
151139,0.1
264536,0.1
562790,0.6
499662,0.8
569837,0.9
402238,0.2
450837,0.4
52377,0.6
310252,0.3
415861,0.4
170211,0.4
247028,0.8
461837,0.1
392110,0.2
553562,0.2
226284,0.2
419601,0.2
244852,0.1
63774,0.0
577214,0.6
36274,0.1
533112,0.8
430020,0.2
379141,0.2
108644,0.3
293443,0.3
210232,0.4
539712,0.4
234962,0.4
72921,0.2
78538,0.4
462112,0.6
523037,0.4
438314,0.3
11773,0.5
566777,0.8
276723,0.6
318422,0.7
291743,0.4
569882,0.9
11616,0.7
306548,0.3
152567,0.1
92658,0.2
478062,0.3
568622,0.7
570503,1.8
457637,0.3
289321,0.3
480462,0.6
136868,0.5
394150,0.2
243425,0.2
88222,0.3
411830,0.4
245838,0.2
565418,0.4
153007,0.3
520837,0.3
412170,0.2
474087,0.1
440625,0.2
76421,0.2
437889,0.3
378935,0.3
528612,0.4
531562,0.2
170568,0.2
165549,0.3
99808,0.2
361314,0.4
573977,0.7
129916,0.2
68104,0.2
33396,0.6
229612,0.4
189698,0.2
517037,0.3
353373,0.4
341349,0.3
467162,0.5
140084,0.1
147392,0.1
530512,0.6
273218,0.4
160312,0.2
221212,0.3
73208,0.5
403173,0.2
415897,0.3
567254,0.3
577148,0.5
88817,0.2
275836,0.2
443337,0.2
568415,0.8
458387,0.4
309451,0.2
323450,0.2
342029,0.3
460937,0.4
456287,0.7
233644,0.2
576830,1.2
577229,0.7
472212,0.2
564545,0.8
566588,1.1
449312,0.2
431586,0.2
380586,0.2
290334,0.2
449887,0.1
413942,0.3
233574,0.3
354102,0.3
493537,0.2
400113,0.2
102065,0.4
273279,0.2
528512,0.4
287289,0.5
23174,0.2
167676,0.3
520537,0.3
350251,0.1
478187,1.0
66115,0.3
2921,0.9
120134,0.5
315107,0.2
232988,0.5
209673,0.1
103553,0.2
231789,0.1
172036,0.8
141409,0.3
515612,0.3
570386,0.3
82818,0.6
573023,0.6
68769,0.3
59664,0.2
250773,0.7
214247,0.2
127664,0.2
20547,0.1
313335,0.1
576953,0.4
114080,0.4
539037,0.2
524987,0.2
546787,0.3
452062,0.5
496287,0.4
440222,0.1
190924,0.2
374306,0.1
123831,0.5
171356,0.3
124197,0.3
134936,0.3
276060,0.1
60146,0.4
8397,0.3
99119,0.5
373286,0.3
320001,0.4
204475,0.3
470162,0.4
231978,0.2
241766,0.2
10195,0.1
243831,0.4
250371,0.7
150068,0.2
284958,0.6
199178,0.5
469612,0.3
487137,0.2
257825,0.4
572735,0.8
576836,0.6
555137,0.2
91291,0.2
161093,0.4
569783,0.8
379566,0.4
572078,0.8
530112,1.5
49496,0.2
504587,0.1
289465,0.6
209518,0.2
100794,0.2
378716,0.3
549812,0.4
549262,1.6
574265,0.7
496062,0.2
562007,0.5
566300,0.9
101647,0.3
313080,0.4
540437,0.4
147044,0.1
79441,0.4
425940,0.2
227010,0.1
45918,0.5
251580,0.6
306718,0.4
55295,0.2
535662,0.6
572114,0.7
571151,0.6
496762,0.6
266202,0.4
210351,0.5
73873,0.5
302766,0.2
89760,0.3
353847,0.3
446362,0.3
13019,0.2
514237,0.4
5494,0.3
22521,0.2
448162,0.2
400744,0.2
119267,0.3
483187,0.4
163753,0.3
334343,0.3
296261,0.3
495962,0.2
225130,0.3
224408,0.2
504262,0.7
440892,0.2
485287,0.3
470437,0.1
3278,0.2
409025,0.2
230113,0.1
44142,1.3
233821,0.2
571862,0.7
212681,0.4
99451,0.2
456537,0.7
518587,0.6
218486,0.3
464387,0.2
562916,0.6
60121,0.2
159585,0.2
75979,0.3
575336,0.7
561137,0.3
380635,0.4
407629,0.3
514212,0.3
485162,0.3
185115,0.2
228651,0.2
141647,0.3
563402,0.5
280353,0.6
184639,0.3
382335,0.2
465737,0.1
575390,0.4
308892,0.2
569747,0.8
419127,0.2
548137,0.4
164274,0.3
56157,0.3
437634,0.8
573932,0.7
518137,0.2
521037,0.2
59944,0.3
571241,0.7
96338,0.2
504637,0.1
212647,0.4
539687,0.5
57466,0.4
158409,0.1
212894,0.3
442337,0.4
45442,0.4
569963,0.9
444012,0.4
161973,0.2
539662,0.3
65141,0.3
132080,0.2
442124,0.1
225155,0.2
175460,0.7
441639,0.2
572852,0.9
521212,0.3
99521,0.2
210793,0.4
556012,0.2
22844,0.4
432704,0.2
335605,0.1
507012,0.2
538262,0.5
270210,0.5
51248,0.4
3828,0.1
219856,0.2
110618,0.3
355838,0.2
367117,0.2
387775,0.3
95157,0.5
179552,0.2
173974,0.2
469287,0.1
340159,0.2
503762,0.3
577004,0.9
227688,0.3
434610,0.2
576857,0.5
461737,0.5
85723,0.3
196560,0.2
456387,0.8
453462,0.4
266941,0.2
3644,0.4
25792,0.5
278387,0.1
384630,0.2
315058,0.2
240601,0.9
238459,0.2
534137,0.4
322466,0.3
41279,0.2
297657,0.3
567119,0.8
434659,0.2
556437,0.2
50602,0.3
80939,0.5
367761,0.2
572969,0.9
491587,0.3
107233,0.5
571529,0.7
570413,1.1
78666,0.6
8125,0.6
576971,0.7
72613,0.2
173938,0.3
465037,0.4
475612,0.2
385431,0.2
215581,0.2
316248,0.1
562403,0.3
243364,0.3
317232,0.8
571853,0.7
184437,0.2
264597,0.1
11807,0.2
513712,1.2
110499,0.3
484037,0.3
2836,0.7
575345,0.6
488287,0.2
164155,0.5
321482,0.2
396494,0.4
221414,0.3
26448,0.3
531587,0.3
339904,0.2
440690,0.3
233727,0.1
493662,0.3
481012,0.0
97800,0.3
389256,0.3
47723,0.1
12211,0.5
303488,0.1
128286,0.5
554612,0.2
563735,0.7
522512,0.6
440970,0.1
354563,0.1
95990,0.2
128845,0.2
108314,0.6
105924,0.3
346714,0.4
512962,1.1
198251,0.2
453837,0.3
470387,0.1
92243,0.5
328818,0.3
237507,0.3
250142,0.2
481062,0.0
571286,0.6
55151,0.1
281220,0.5
448037,0.6
120466,0.9
38239,0.3
128701,0.3
574706,0.7
563627,0.7
557962,0.4
535437,0.1
574346,0.7
421082,0.2
229374,0.3
568262,0.7
499737,0.2
435290,0.2
491812,0.8
476437,0.4
31858,0.8
552937,0.2
136474,0.3
231275,0.2
524662,0.2
318507,0.5
563474,0.8
4957,0.3
291962,0.5
422066,0.3
337730,0.2
82995,0.3
246875,1.8
572285,1.2
112522,0.4
552037,0.2
409669,0.2
79048,0.3
329632,0.5
182414,0.1
446662,0.2
565238,0.7
52090,0.2
229435,0.2
199535,0.3
375120,0.3
576998,0.2
211388,0.4
519512,0.6
327932,0.3
226949,0.2
164072,0.5
59058,0.3
234596,0.3
490412,0.5
259846,0.2
305662,0.2
162188,0.4
554037,0.3
66389,0.3
506537,0.4
288549,0.2
272733,0.5
210149,0.5
574472,0.7
575444,0.7
477412,0.1
114794,0.4
103901,0.5
177712,0.1
98633,0.2
45750,0.2
247540,1.6
228804,0.2
533212,0.2
61183,0.1
375545,0.5
340329,0.4
483987,0.3
571637,0.8
149141,0.2
574796,0.6
300952,0.1
522462,0.3
11250,0.6
495262,0.9
438994,0.8
488012,0.3
324823,0.1
250499,0.7
256476,0.3
468787,0.2
174261,0.3
281184,0.8
152149,0.1
563843,1.1
463687,0.5
450062,0.2
36750,0.5
101672,0.2
324447,0.2
139489,0.2
30363,0.3
179399,0.4
332911,0.2
140441,0.3
533462,0.5
7326,0.5
209637,0.2
150807,0.3
477037,0.7
278149,0.2
197216,0.1
565148,0.3
564113,1.3
152412,0.3
424410,0.3
113604,0.3
553387,0.2
521862,0.3
54486,0.1
142278,0.1
362880,0.2
104377,0.3
28233,0.2
55789,0.3
221533,0.2
281101,0.4
151130,0.2
462012,1.2
429765,0.4
224715,0.2
499687,0.3
503012,0.4
76906,0.3
378121,0.2
458187,1.4
528237,1.0
538662,0.2
475187,0.6
101281,0.0
443287,0.2
544287,0.3
225927,0.3
462437,0.2
524362,0.3
407374,0.7
443512,1.1
515362,0.5
363815,0.1
156584,0.2
474012,0.5
215318,0.2
179671,0.6
212172,0.2
198013,0.2
361059,0.4
550337,0.3
9780,0.2
425466,0.2
555812,0.4
484987,0.3
238553,0.2
269149,0.3
282230,0.8
410640,0.3
125531,0.6
548412,0.4
28471,0.3
564923,0.6
65249,0.2
434234,0.2
335180,0.1
300109,0.1
496112,0.2
469087,0.1
29427,0.6
269503,0.2
63954,0.2
379311,0.2
109026,0.3
270601,0.3
189222,0.3
575696,0.7
23794,0.4
30161,0.2
167880,0.3
