,aqi_pm25
9495,unhealthy for sensitive groups
831311,safe
452596,safe
1099531,safe
564347,safe
1017303,safe
927929,safe
761422,safe
892907,safe
909025,safe
35802,safe
997791,safe
785717,unhealthy for sensitive groups
347770,safe
720463,safe
656673,unhealthy for sensitive groups
41517,safe
52340,safe
422424,unhealthy for sensitive groups
135844,safe
48440,safe
951775,unhealthy for sensitive groups
1162650,safe
24102,safe
41373,safe
979178,safe
79185,unhealthy for sensitive groups
597928,safe
821780,safe
984940,safe
1063547,safe
93260,safe
1051834,safe
999522,safe
1023494,unhealthy for sensitive groups
923677,safe
935220,safe
248980,safe
1047561,unhealthy for sensitive groups
1034550,safe
37476,unhealthy for sensitive groups
680958,unhealthy for sensitive groups
474748,safe
123913,unhealthy for sensitive groups
357645,safe
570644,safe
627069,safe
1047716,unhealthy for sensitive groups
784455,safe
693157,safe
324594,safe
436029,safe
186934,safe
229747,unhealthy for sensitive groups
823446,safe
1087683,safe
131780,unhealthy for sensitive groups
44578,safe
958692,safe
866769,safe
17433,safe
899161,safe
1117053,safe
350980,safe
115255,safe
1007557,safe
135157,safe
1019726,unhealthy for sensitive groups
51816,safe
38844,safe
1037186,unhealthy for sensitive groups
600194,safe
614847,unhealthy for sensitive groups
195304,safe
129139,safe
91519,safe
772025,unhealthy for sensitive groups
147859,safe
552690,safe
691394,safe
452971,safe
960584,unhealthy for sensitive groups
1021073,unhealthy for sensitive groups
835092,safe
1105029,safe
488251,safe
1053993,safe
61867,unhealthy for sensitive groups
849859,safe
1153444,unhealthy for sensitive groups
12600,safe
842998,safe
1575,unhealthy for sensitive groups
675507,safe
1058474,unhealthy for sensitive groups
7254,safe
196415,safe
437255,safe
19125,safe
1016353,safe
449471,safe
1158922,safe
233950,safe
636042,safe
962811,safe
470989,safe
664437,safe
413209,safe
557706,safe
827104,unhealthy for sensitive groups
887226,unhealthy for sensitive groups
645459,safe
32454,safe
96773,unhealthy for sensitive groups
729673,safe
445415,safe
1047047,unhealthy for sensitive groups
517771,safe
1076947,safe
986311,safe
491222,unhealthy for sensitive groups
1091748,safe
330327,safe
793880,safe
242378,unhealthy for sensitive groups
1011376,safe
203392,safe
261032,safe
1127111,safe
1131514,safe
537994,safe
456911,safe
1034855,unhealthy for sensitive groups
91634,unhealthy for sensitive groups
645629,safe
152498,unhealthy for sensitive groups
1038857,safe
1161696,safe
515349,safe
808009,safe
999427,safe
1160302,unhealthy for sensitive groups
10917,safe
173606,safe
31896,safe
1099079,unhealthy for sensitive groups
584534,safe
89090,unhealthy for sensitive groups
1016929,safe
998925,safe
651366,safe
670179,safe
409526,safe
53533,safe
389346,unhealthy for sensitive groups
352478,safe
1120717,unhealthy for sensitive groups
357609,safe
1113880,safe
13986,safe
865166,safe
107049,safe
551432,unhealthy for sensitive groups
1001313,unhealthy for sensitive groups
1069240,safe
749669,safe
12546,unhealthy for sensitive groups
1132126,unhealthy for sensitive groups
1008016,unhealthy for sensitive groups
1080049,safe
912188,safe
242549,unhealthy for sensitive groups
568730,unhealthy for sensitive groups
845851,safe
610231,safe
1125953,safe
813945,safe
190779,safe
785313,safe
889548,safe
140533,unhealthy for sensitive groups
11178,safe
671175,unhealthy for sensitive groups
296163,safe
147322,safe
1058829,unhealthy for sensitive groups
1144615,safe
378553,safe
289758,unhealthy for sensitive groups
621249,safe
1137862,safe
290205,unhealthy for sensitive groups
825896,unhealthy for sensitive groups
1051836,unhealthy for sensitive groups
1129225,safe
1002384,unhealthy for sensitive groups
1095097,safe
1165276,safe
120921,safe
764849,unhealthy for sensitive groups
236138,safe
892249,safe
1001901,unhealthy for sensitive groups
31572,safe
302519,unhealthy for sensitive groups
10485,safe
490945,unhealthy for sensitive groups
851410,safe
1131428,safe
1145623,safe
608310,safe
87869,unhealthy for sensitive groups
645039,unhealthy for sensitive groups
25290,safe
336559,safe
658724,unhealthy for sensitive groups
667518,unhealthy for sensitive groups
665790,unhealthy for sensitive groups
1054864,safe
792312,safe
24003,safe
510629,safe
938071,safe
634624,safe
1148368,safe
110334,safe
654675,safe
517796,safe
514240,safe
68863,safe
836376,unhealthy for sensitive groups
2124,safe
121698,safe
1092479,safe
1166040,safe
603795,unhealthy for sensitive groups
236935,unhealthy for sensitive groups
713307,safe
1058349,safe
603965,safe
430703,unhealthy for sensitive groups
408321,safe
1117845,safe
685586,safe
685854,safe
1008191,safe
1046098,unhealthy for sensitive groups
1073391,safe
19485,safe
188289,safe
39663,safe
548937,safe
1061009,safe
545590,unhealthy for sensitive groups
1113228,unhealthy for sensitive groups
12213,safe
1001707,safe
681872,safe
203444,unhealthy for sensitive groups
41292,safe
218648,unhealthy for sensitive groups
210438,safe
1128688,safe
7272,safe
1030279,unhealthy for sensitive groups
188388,safe
1160991,safe
1000039,safe
405799,safe
805347,unhealthy for sensitive groups
1031698,safe
270527,safe
446232,safe
1134459,safe
1111477,safe
1113419,safe
537740,safe
467891,safe
910462,safe
1072799,unhealthy for sensitive groups
1120524,safe
921986,safe
643803,safe
259526,safe
719654,safe
496924,safe
116083,safe
1113454,safe
205215,unhealthy for sensitive groups
1004365,safe
744576,safe
1066092,safe
813743,safe
642155,safe
1021884,unhealthy for sensitive groups
432468,unhealthy for sensitive groups
193128,safe
63698,safe
1145161,unhealthy for sensitive groups
1025149,unhealthy for sensitive groups
588626,safe
1020638,safe
998325,safe
1001476,unhealthy for sensitive groups
1006100,unhealthy for sensitive groups
46025,safe
188899,unhealthy for sensitive groups
1134298,safe
999013,safe
276679,unhealthy for sensitive groups
236748,safe
1058569,unhealthy for sensitive groups
853575,safe
476983,safe
1114204,unhealthy for sensitive groups
224706,safe
821764,safe
885116,unhealthy for sensitive groups
940300,safe
31797,safe
1166013,unhealthy for sensitive groups
948241,safe
554390,safe
230731,safe
127480,safe
907178,unhealthy for sensitive groups
1102752,unhealthy for sensitive groups
1026383,safe
1059429,safe
525688,safe
49237,safe
8352,safe
914146,safe
1109565,safe
603346,unhealthy for sensitive groups
642188,unhealthy for sensitive groups
374854,unhealthy for sensitive groups
616464,safe
473656,safe
623165,safe
395371,unhealthy for sensitive groups
1070775,safe
398078,safe
11457,unhealthy for sensitive groups
94304,unhealthy for sensitive groups
727931,safe
998681,safe
488438,safe
467741,safe
15390,safe
1072338,safe
914281,safe
1070366,safe
468339,safe
548021,safe
667266,unhealthy for sensitive groups
222834,safe
528136,unhealthy for sensitive groups
1048344,safe
811596,safe
693986,safe
1063122,unhealthy for sensitive groups
1144402,safe
944830,safe
314023,safe
59562,safe
1055300,unhealthy for sensitive groups
525031,unhealthy for sensitive groups
62153,safe
502509,safe
1135012,safe
322199,safe
584681,safe
403717,safe
192245,safe
1059246,safe
852474,safe
1121109,safe
887314,unhealthy for sensitive groups
651151,safe
206175,safe
422583,safe
729372,safe
29637,safe
13842,safe
1092952,safe
284746,unhealthy for sensitive groups
25731,safe
22266,safe
37233,safe
1043362,safe
344765,safe
439127,safe
276838,unhealthy for sensitive groups
899682,safe
465077,safe
17019,safe
1153324,safe
602850,unhealthy for sensitive groups
312457,safe
1078118,safe
1045176,safe
877029,unhealthy for sensitive groups
1908,unhealthy for sensitive groups
994963,safe
1056484,safe
666295,unhealthy for sensitive groups
14859,safe
26496,safe
1142487,safe
1045593,unhealthy for sensitive groups
1079814,safe
554406,safe
18612,safe
91618,unhealthy for sensitive groups
843728,safe
952230,unhealthy for sensitive groups
623604,unhealthy for sensitive groups
847239,safe
540443,safe
628588,safe
1070402,safe
1068253,unhealthy for sensitive groups
1120141,safe
938494,unhealthy for sensitive groups
128154,unhealthy for sensitive groups
579962,unhealthy for sensitive groups
741437,safe
96685,unhealthy for sensitive groups
1055386,unhealthy for sensitive groups
230431,safe
1087386,safe
8586,safe
31059,safe
679017,safe
755670,safe
849086,safe
5580,safe
883878,unhealthy for sensitive groups
907961,safe
969688,safe
745474,unhealthy for sensitive groups
829615,safe
20979,safe
24849,safe
553885,safe
146622,safe
570523,safe
494833,safe
308598,safe
518040,safe
335738,unhealthy for sensitive groups
1022059,safe
1026090,safe
1065892,safe
877418,safe
1165140,safe
1029744,safe
849708,safe
317168,unhealthy for sensitive groups
998822,safe
1136487,safe
469716,safe
1103223,safe
835177,safe
255424,safe
918126,unhealthy for sensitive groups
184403,safe
895140,safe
1058165,safe
1044627,safe
837644,safe
1033448,unhealthy for sensitive groups
669521,safe
127269,safe
102211,safe
435931,safe
668744,unhealthy for sensitive groups
439789,safe
1074086,unhealthy for sensitive groups
8136,safe
1069887,safe
1070506,safe
379813,safe
1015078,safe
137426,unhealthy for sensitive groups
10611,safe
1102071,unhealthy for sensitive groups
363103,safe
81472,unhealthy for sensitive groups
542937,unhealthy for sensitive groups
951847,safe
1110435,safe
30717,safe
713242,safe
145366,safe
59060,safe
1107190,safe
36657,safe
1055159,safe
508427,safe
168238,unhealthy for sensitive groups
1015294,safe
586430,unhealthy for sensitive groups
1060600,safe
604930,safe
238829,unhealthy for sensitive groups
405164,unhealthy for sensitive groups
231426,safe
289774,unhealthy for sensitive groups
750516,unhealthy for sensitive groups
416570,unhealthy for sensitive groups
382880,safe
1033213,unhealthy for sensitive groups
800774,safe
539782,safe
820695,safe
563963,unhealthy for sensitive groups
66186,safe
1000858,safe
728476,safe
658773,unhealthy for sensitive groups
383664,safe
195569,unhealthy for sensitive groups
531574,safe
1018678,unhealthy for sensitive groups
23508,safe
870134,safe
5274,safe
760221,safe
695619,safe
185864,safe
867838,unhealthy for sensitive groups
1112358,unhealthy for sensitive groups
1051939,unhealthy for sensitive groups
163203,unhealthy for sensitive groups
342893,unhealthy for sensitive groups
493567,safe
1096062,safe
155628,unhealthy for sensitive groups
3906,safe
1117706,safe
135235,safe
91821,unhealthy for sensitive groups
128528,safe
129570,unhealthy for sensitive groups
1071973,safe
1041999,safe
377079,unhealthy for sensitive groups
149174,safe
441955,safe
18018,safe
869948,unhealthy for sensitive groups
166037,safe
351387,unhealthy for sensitive groups
1014973,safe
319306,safe
547884,safe
619456,safe
1021074,unhealthy for sensitive groups
1081694,safe
536954,safe
265393,safe
83651,safe
1067106,safe
1076061,unhealthy for sensitive groups
35073,safe
785900,safe
1134187,safe
511299,unhealthy for sensitive groups
9576,unhealthy for sensitive groups
153796,unhealthy for sensitive groups
959671,unhealthy for sensitive groups
518546,safe
779131,safe
475642,safe
1020953,unhealthy for sensitive groups
839700,safe
485825,safe
720617,safe
1134144,unhealthy for sensitive groups
480840,safe
886381,unhealthy for sensitive groups
38583,safe
843931,safe
1158539,safe
415641,unhealthy for sensitive groups
883576,unhealthy for sensitive groups
834974,unhealthy for sensitive groups
1073981,unhealthy for sensitive groups
508522,safe
281546,safe
844926,safe
890629,unhealthy for sensitive groups
608746,safe
1090433,safe
1097717,safe
1134527,safe
10251,safe
1113837,safe
465731,safe
77716,unhealthy for sensitive groups
633731,safe
1117835,safe
277972,safe
1144649,safe
525866,unhealthy for sensitive groups
176940,safe
518732,safe
1007781,safe
523429,unhealthy for sensitive groups
1071893,safe
584917,unhealthy for sensitive groups
24444,safe
1128450,safe
892302,safe
1123343,safe
40689,safe
606536,safe
390918,safe
1064768,safe
947397,safe
961010,unhealthy for sensitive groups
398266,safe
551685,safe
210002,safe
339563,safe
884409,safe
39798,safe
989474,unhealthy for sensitive groups
931985,safe
1092453,safe
199296,safe
997404,safe
276629,unhealthy for sensitive groups
1081294,unhealthy for sensitive groups
392483,unhealthy for sensitive groups
337789,safe
265185,safe
998909,safe
1096657,safe
382855,safe
7722,unhealthy for sensitive groups
833740,safe
289994,unhealthy for sensitive groups
161264,safe
1134493,safe
602851,unhealthy for sensitive groups
379496,safe
907925,safe
1146568,safe
161336,safe
1137647,safe
857110,safe
355069,safe
876083,safe
144661,unhealthy for sensitive groups
1020769,unhealthy for sensitive groups
369679,safe
254765,unhealthy for sensitive groups
113804,safe
1123839,safe
712650,safe
271218,safe
771686,safe
557690,safe
284921,safe
1098756,safe
478191,safe
21672,safe
202058,safe
1010791,safe
594029,safe
380354,unhealthy for sensitive groups
1166008,unhealthy for sensitive groups
1096352,safe
807027,safe
1006987,unhealthy for sensitive groups
84085,unhealthy for sensitive groups
917701,safe
759426,safe
1082965,safe
365969,unhealthy for sensitive groups
293687,safe
1099130,unhealthy for sensitive groups
999189,unhealthy for sensitive groups
688037,safe
62729,safe
1024583,safe
1027994,unhealthy for sensitive groups
980558,safe
837189,safe
1038476,unhealthy for sensitive groups
477511,safe
571617,safe
824713,unhealthy for sensitive groups
289373,unhealthy for sensitive groups
1006397,safe
185543,safe
447754,safe
1148862,safe
1093333,safe
94601,unhealthy for sensitive groups
381772,safe
855823,safe
74323,safe
1119617,unhealthy for sensitive groups
998408,safe
527999,safe
1091277,safe
1165845,safe
153881,safe
1035751,safe
555812,safe
378146,safe
1140690,safe
23418,safe
1010895,safe
225772,unhealthy for sensitive groups
964772,safe
84337,unhealthy for sensitive groups
1088388,safe
381601,safe
586106,unhealthy for sensitive groups
1140733,safe
568013,safe
1131249,safe
628182,safe
913655,safe
187642,safe
661594,safe
998138,safe
552377,safe
1026549,safe
320391,safe
607410,safe
693612,safe
987578,safe
463475,safe
825860,unhealthy for sensitive groups
302417,unhealthy for sensitive groups
349578,safe
1050957,safe
940978,safe
758980,safe
894276,safe
97922,safe
1048839,safe
112998,safe
328964,unhealthy for sensitive groups
990826,safe
1107766,unhealthy for sensitive groups
1132033,safe
11979,safe
760408,safe
944322,safe
357979,safe
950256,safe
1101215,safe
1127376,safe
858088,safe
1019996,safe
1114422,safe
1038032,safe
41148,safe
444622,safe
1114342,safe
118570,safe
750631,safe
21060,safe
1122479,safe
273118,safe
89877,safe
766880,unhealthy for sensitive groups
606150,safe
1128944,unhealthy for sensitive groups
164747,safe
1061149,unhealthy for sensitive groups
237132,unhealthy for sensitive groups
699103,safe
21546,safe
1045793,unhealthy for sensitive groups
471898,safe
343784,safe
838493,unhealthy for sensitive groups
398488,safe
350736,unhealthy for sensitive groups
953546,safe
999127,safe
664300,safe
1064367,unhealthy for sensitive groups
607950,safe
725428,safe
901240,safe
138261,unhealthy for sensitive groups
916502,safe
868722,safe
6282,safe
1091338,safe
1089292,unhealthy for sensitive groups
941906,unhealthy for sensitive groups
421158,safe
857025,safe
1002182,safe
430427,unhealthy for sensitive groups
612454,safe
934624,unhealthy for sensitive groups
159581,unhealthy for sensitive groups
557234,safe
940487,safe
1139670,safe
859863,unhealthy for sensitive groups
123152,unhealthy for sensitive groups
1123196,safe
4266,unhealthy for sensitive groups
808244,safe
1012943,safe
1101085,safe
1019467,safe
1048804,unhealthy for sensitive groups
962215,safe
820810,safe
966720,safe
581409,unhealthy for sensitive groups
1016894,safe
515333,safe
117255,safe
799204,safe
11709,safe
1120166,safe
1027428,safe
7092,unhealthy for sensitive groups
601777,safe
522753,unhealthy for sensitive groups
388243,safe
52711,unhealthy for sensitive groups
133386,unhealthy for sensitive groups
909225,safe
793009,safe
39042,safe
187544,unhealthy for sensitive groups
411869,safe
1128484,safe
38628,safe
408723,unhealthy for sensitive groups
299207,safe
871914,unhealthy for sensitive groups
1035620,unhealthy for sensitive groups
3591,unhealthy for sensitive groups
718216,safe
865933,safe
1125085,safe
32706,safe
1162496,safe
1080859,unhealthy for sensitive groups
607667,safe
801126,safe
959792,unhealthy for sensitive groups
585788,safe
373142,safe
500189,safe
913743,safe
237209,unhealthy for sensitive groups
139123,unhealthy for sensitive groups
335763,unhealthy for sensitive groups
998793,safe
1138347,safe
147875,unhealthy for sensitive groups
825099,safe
1000611,safe
225876,unhealthy for sensitive groups
984976,safe
152910,unhealthy for sensitive groups
1114089,safe
818080,safe
251371,safe
912489,safe
204337,safe
30060,safe
134860,safe
1014211,unhealthy for sensitive groups
1028282,safe
29097,safe
590359,safe
790665,safe
1104018,safe
1033413,unhealthy for sensitive groups
1068679,safe
960110,safe
496516,safe
438932,safe
988524,unhealthy for sensitive groups
338717,safe
1133863,unhealthy for sensitive groups
51177,safe
247523,safe
440295,safe
1126916,safe
836700,unhealthy for sensitive groups
703812,safe
1155098,safe
23499,safe
650169,safe
1057634,safe
326101,safe
194072,safe
825253,safe
1143627,safe
250862,safe
882573,safe
175690,safe
571279,unhealthy for sensitive groups
266249,unhealthy for sensitive groups
874511,safe
372210,unhealthy for sensitive groups
1165258,safe
31545,safe
1064838,safe
524591,safe
483740,safe
1109600,safe
49375,safe
1009790,safe
95186,unhealthy for sensitive groups
738150,safe
1021718,safe
235053,unhealthy for sensitive groups
127073,safe
927677,safe
814869,safe
285982,unhealthy for sensitive groups
8829,unhealthy for sensitive groups
547428,safe
247897,safe
993225,safe
1091547,safe
247820,safe
1074791,safe
1071543,unhealthy for sensitive groups
1030978,unhealthy for sensitive groups
1108149,safe
489111,unhealthy for sensitive groups
1120961,safe
954571,safe
1109486,safe
303658,unhealthy for sensitive groups
298052,unhealthy for sensitive groups
318522,safe
977296,safe
800050,safe
1027933,unhealthy for sensitive groups
801771,safe
999099,safe
389615,safe
209127,unhealthy for sensitive groups
370864,safe
425804,unhealthy for sensitive groups
481792,unhealthy for sensitive groups
746599,unhealthy for sensitive groups
1073591,safe
39897,unhealthy for sensitive groups
848595,safe
207792,safe
999154,unhealthy for sensitive groups
772792,safe
157164,unhealthy for sensitive groups
1165617,safe
457272,safe
494161,safe
222182,safe
766765,safe
524959,unhealthy for sensitive groups
502731,safe
1086336,safe
1061210,unhealthy for sensitive groups
455147,safe
198513,unhealthy for sensitive groups
1001516,unhealthy for sensitive groups
696326,unhealthy for sensitive groups
372023,safe
32553,safe
991949,safe
1115810,safe
705368,safe
22455,safe
158911,safe
584210,safe
486963,safe
999201,unhealthy for sensitive groups
175155,safe
703878,safe
615809,safe
1041456,safe
1148080,safe
1069448,safe
309271,safe
25110,safe
828659,safe
835056,safe
1159586,unhealthy for sensitive groups
693985,safe
1030803,safe
426579,safe
337687,safe
154814,unhealthy for sensitive groups
462755,safe
980352,safe
167266,unhealthy for sensitive groups
119370,unhealthy for sensitive groups
790206,safe
606072,safe
456963,safe
749633,safe
1055395,unhealthy
978023,safe
998308,safe
922392,safe
407891,safe
23229,safe
104436,unhealthy for sensitive groups
264478,safe
1049817,safe
10278,safe
942983,safe
698019,safe
401662,unhealthy for sensitive groups
841060,safe
95252,unhealthy for sensitive groups
790055,safe
214270,unhealthy for sensitive groups
18999,safe
317728,safe
978239,safe
6138,safe
11862,safe
497752,unhealthy for sensitive groups
858632,safe
520065,safe
212818,safe
156992,safe
1129812,safe
101433,safe
972985,safe
1100455,safe
1118202,safe
725429,safe
122456,safe
1069966,safe
269414,safe
1021448,safe
1155691,safe
967110,unhealthy for sensitive groups
286573,unhealthy for sensitive groups
463065,safe
69458,unhealthy for sensitive groups
52254,safe
244603,unhealthy for sensitive groups
964232,unhealthy for sensitive groups
39411,safe
18945,safe
387442,safe
969534,safe
965633,safe
432680,safe
1034350,safe
1084854,safe
383998,unhealthy for sensitive groups
1150530,safe
396795,unhealthy for sensitive groups
755804,unhealthy for sensitive groups
32688,safe
322812,unhealthy for sensitive groups
1108996,unhealthy for sensitive groups
508378,safe
1002253,safe
285791,safe
966432,safe
1157372,safe
1047491,unhealthy for sensitive groups
852965,safe
928319,safe
332204,safe
186539,safe
163239,unhealthy for sensitive groups
1038641,safe
153271,unhealthy for sensitive groups
967296,safe
1016623,safe
843659,safe
1141696,safe
898755,safe
1122573,safe
784370,safe
335416,unhealthy for sensitive groups
1112313,safe
1136025,safe
1010391,unhealthy for sensitive groups
1057869,safe
1129327,safe
27360,unhealthy for sensitive groups
304963,safe
703763,safe
1144470,safe
194669,unhealthy for sensitive groups
1129114,safe
190632,safe
1147436,safe
28089,safe
1002402,safe
1118088,safe
1009251,safe
921567,safe
10575,safe
811511,safe
362954,safe
972596,safe
626801,safe
297071,unhealthy for sensitive groups
298833,unhealthy for sensitive groups
1065067,safe
947600,unhealthy for sensitive groups
394681,unhealthy for sensitive groups
320016,safe
287005,unhealthy for sensitive groups
1123156,safe
697983,safe
626172,unhealthy for sensitive groups
701663,safe
27981,unhealthy for sensitive groups
1039722,unhealthy for sensitive groups
150940,safe
1062077,unhealthy for sensitive groups
722573,safe
1066152,safe
78375,safe
196350,safe
1160447,safe
34389,safe
74140,safe
1150022,unhealthy for sensitive groups
1133711,safe
813042,unhealthy for sensitive groups
643176,safe
923376,safe
122847,unhealthy for sensitive groups
1010756,unhealthy for sensitive groups
1154409,safe
692308,unhealthy for sensitive groups
701955,safe
1045654,unhealthy for sensitive groups
608518,safe
806791,safe
416440,safe
37269,safe
779167,safe
80912,unhealthy for sensitive groups
1162045,safe
971414,safe
796405,safe
1165448,safe
999528,safe
587702,unhealthy for sensitive groups
349309,safe
1068678,safe
712430,safe
876387,safe
1040429,safe
623215,safe
1063036,unhealthy for sensitive groups
11106,safe
492764,unhealthy for sensitive groups
868650,unhealthy for sensitive groups
795671,safe
22986,safe
696188,unhealthy for sensitive groups
425991,safe
589438,safe
400741,unhealthy for sensitive groups
815121,safe
997761,safe
227909,unhealthy for sensitive groups
249115,safe
229862,unhealthy for sensitive groups
450102,safe
1001269,unhealthy
467271,safe
185055,safe
1057104,unhealthy for sensitive groups
518253,safe
238117,safe
916364,safe
1064192,safe
1121606,safe
276964,unhealthy for sensitive groups
675523,safe
19674,safe
634003,safe
263510,safe
23796,safe
648561,unhealthy for sensitive groups
201734,safe
150692,unhealthy for sensitive groups
1071438,safe
82206,unhealthy for sensitive groups
1088632,unhealthy for sensitive groups
1034881,unhealthy for sensitive groups
792259,safe
569512,safe
1135463,safe
582380,safe
811052,safe
86239,unhealthy for sensitive groups
69101,safe
1063758,safe
858380,safe
276331,unhealthy for sensitive groups
31662,safe
1082764,safe
606374,safe
41580,safe
565792,safe
33939,safe
576861,unhealthy for sensitive groups
79291,unhealthy for sensitive groups
39186,safe
1075096,safe
581611,unhealthy for sensitive groups
532455,safe
537133,safe
857853,safe
1141884,safe
771584,safe
784787,safe
206583,safe
69568,unhealthy for sensitive groups
57146,unhealthy for sensitive groups
203093,safe
235019,unhealthy for sensitive groups
627324,safe
837474,safe
584698,unhealthy for sensitive groups
1078025,safe
770245,safe
1104429,safe
599795,safe
852272,safe
1114631,safe
256626,unhealthy for sensitive groups
308855,safe
1125314,unhealthy for sensitive groups
972226,unhealthy for sensitive groups
717216,safe
72130,safe
724772,safe
432419,safe
1024538,safe
1026,unhealthy for sensitive groups
933475,safe
464044,safe
575846,safe
976501,safe
212777,safe
1091077,safe
1081129,safe
23769,safe
815137,unhealthy for sensitive groups
782024,safe
9000,safe
21501,safe
567442,safe
632191,safe
845265,safe
383393,safe
848729,safe
925631,safe
1106981,safe
168051,safe
606588,safe
774026,safe
1065962,unhealthy for sensitive groups
96651,unhealthy for sensitive groups
672796,unhealthy for sensitive groups
566590,safe
322771,unhealthy for sensitive groups
498066,unhealthy for sensitive groups
579578,safe
27891,safe
1054325,safe
221275,safe
34137,safe
40500,safe
1082094,safe
436765,safe
360649,safe
1126311,safe
16866,safe
1062356,safe
997745,safe
1016833,safe
570139,safe
14418,safe
88256,unhealthy for sensitive groups
34794,safe
672690,safe
875310,safe
876760,safe
933760,safe
565088,safe
1009190,unhealthy for sensitive groups
954371,unhealthy for sensitive groups
845631,safe
684453,unhealthy for sensitive groups
810793,safe
7713,safe
1123584,safe
345026,safe
1118937,safe
425098,safe
347148,safe
392695,safe
225840,unhealthy for sensitive groups
561169,safe
41682,safe
922136,safe
139733,unhealthy for sensitive groups
271084,safe
918394,safe
854049,safe
954050,safe
11916,safe
927475,safe
195829,safe
1057330,safe
634052,safe
858177,safe
504471,unhealthy for sensitive groups
333755,safe
91406,unhealthy for sensitive groups
823901,safe
1064767,safe
1032334,unhealthy for sensitive groups
484742,unhealthy for sensitive groups
1100544,safe
1117618,safe
1080014,safe
362260,safe
557251,unhealthy for sensitive groups
305147,safe
1104656,safe
1125280,unhealthy for sensitive groups
135199,safe
1115427,safe
438059,unhealthy for sensitive groups
27054,safe
1130576,safe
438340,safe
919151,safe
1158752,safe
967385,safe
342978,safe
31608,safe
1147132,safe
311867,unhealthy for sensitive groups
908871,safe
626561,safe
727663,safe
93513,unhealthy for sensitive groups
30537,safe
707276,safe
629925,safe
1032569,safe
1122295,safe
895595,safe
1070941,safe
1089963,safe
535908,safe
430468,unhealthy for sensitive groups
23517,safe
1092718,safe
494024,safe
1063331,unhealthy for sensitive groups
1022329,unhealthy for sensitive groups
838680,safe
1103075,unhealthy for sensitive groups
260658,safe
1041187,safe
657977,safe
16452,safe
1073721,unhealthy for sensitive groups
1075967,unhealthy for sensitive groups
967588,safe
532007,safe
404270,unhealthy for sensitive groups
1029544,safe
339612,safe
189985,safe
1083775,safe
1123088,safe
1065343,unhealthy for sensitive groups
1029128,safe
585789,safe
879008,safe
693831,safe
1109329,safe
1163901,unhealthy for sensitive groups
14346,safe
950711,safe
1075322,safe
389459,safe
495844,safe
821305,safe
343601,safe
140196,unhealthy for sensitive groups
88281,unhealthy for sensitive groups
1125459,safe
493101,unhealthy for sensitive groups
1010191,safe
1081234,safe
84582,unhealthy for sensitive groups
38403,safe
720175,safe
339491,safe
167905,safe
35928,safe
827225,unhealthy for sensitive groups
1047481,unhealthy for sensitive groups
1094878,safe
880262,safe
966547,safe
1109476,safe
578144,unhealthy for sensitive groups
1091952,safe
1008292,safe
1154937,safe
1009416,unhealthy for sensitive groups
887242,unhealthy for sensitive groups
786947,safe
1055274,unhealthy for sensitive groups
833118,safe
803300,safe
823495,unhealthy for sensitive groups
168092,safe
1035725,unhealthy for sensitive groups
793387,safe
1157508,safe
656929,unhealthy for sensitive groups
1061513,safe
308057,unhealthy for sensitive groups
1099173,unhealthy for sensitive groups
881123,unhealthy for sensitive groups
278619,unhealthy for sensitive groups
645531,safe
659293,unhealthy for sensitive groups
1028632,safe
682107,safe
657132,safe
1161449,safe
110669,unhealthy for sensitive groups
682704,safe
1058864,unhealthy for sensitive groups
1047072,unhealthy for sensitive groups
1025672,safe
651314,safe
21861,safe
1043747,safe
400767,unhealthy for sensitive groups
1008591,safe
826099,unhealthy for sensitive groups
1078808,safe
722725,safe
969999,safe
301013,unhealthy for sensitive groups
1083340,safe
632849,safe
829301,safe
909614,safe
12465,safe
1121431,safe
429217,safe
298016,unhealthy for sensitive groups
119631,safe
114278,safe
9567,unhealthy for sensitive groups
306381,safe
433043,safe
672812,safe
887769,unhealthy for sensitive groups
523103,safe
18342,safe
728135,safe
65864,safe
376554,unhealthy for sensitive groups
653201,unhealthy for sensitive groups
1022049,unhealthy for sensitive groups
739461,unhealthy for sensitive groups
1008052,unhealthy for sensitive groups
380082,safe
1386,safe
144625,unhealthy for sensitive groups
1104751,safe
1163024,safe
525129,safe
1084985,safe
167307,unhealthy for sensitive groups
1158369,safe
329847,safe
1146117,safe
14184,safe
379410,safe
474411,safe
9261,unhealthy for sensitive groups
123526,unhealthy for sensitive groups
1028598,unhealthy for sensitive groups
635400,safe
515006,safe
801772,safe
1001240,unhealthy for sensitive groups
188627,safe
559063,safe
448933,safe
30330,safe
603321,unhealthy for sensitive groups
688125,safe
412122,unhealthy for sensitive groups
1093582,safe
448254,safe
855129,safe
357044,safe
29043,safe
954116,safe
573639,safe
715303,safe
1074617,unhealthy for sensitive groups
140281,unhealthy for sensitive groups
472581,safe
1141193,safe
247131,safe
458600,safe
1042129,safe
151616,safe
187895,safe
136064,safe
175528,safe
385692,safe
684928,safe
2232,safe
802605,safe
621724,safe
1065832,safe
161723,unhealthy for sensitive groups
332762,safe
6660,safe
286623,unhealthy for sensitive groups
587975,unhealthy for sensitive groups
40311,safe
571519,safe
828092,safe
15066,safe
1067010,unhealthy for sensitive groups
333182,safe
1063888,safe
1102692,safe
968476,safe
1114292,safe
1107512,safe
1101250,safe
69137,safe
804190,safe
63849,unhealthy for sensitive groups
