,aqi_pm25
720176,safe
121862,safe
1043852,safe
51015,safe
750854,safe
559894,unhealthy for sensitive groups
90449,safe
9153,safe
768071,safe
35820,safe
330805,unhealthy for sensitive groups
461112,safe
1079780,unhealthy for sensitive groups
910629,safe
647216,safe
1068028,safe
23400,safe
247633,unhealthy for sensitive groups
1045498,safe
366988,safe
638512,unhealthy for sensitive groups
390552,safe
400190,safe
6714,safe
926211,safe
494471,safe
965430,safe
387654,safe
1073991,unhealthy for sensitive groups
1122200,safe
279572,safe
311230,safe
322062,safe
739916,safe
386588,unhealthy for sensitive groups
934084,unhealthy for sensitive groups
1133915,safe
906127,safe
24363,unhealthy for sensitive groups
305857,unhealthy for sensitive groups
333483,safe
779346,safe
817657,safe
1000429,safe
28476,safe
282926,unhealthy for sensitive groups
606715,safe
435455,safe
519804,safe
268286,safe
38853,safe
896322,safe
37944,safe
53646,safe
1063096,unhealthy for sensitive groups
796542,unhealthy for sensitive groups
369858,safe
337117,safe
679272,unhealthy for sensitive groups
738485,unhealthy for sensitive groups
1067671,safe
531851,safe
1141986,safe
991013,unhealthy for sensitive groups
466211,unhealthy for sensitive groups
1090267,safe
1042704,safe
67815,unhealthy for sensitive groups
1115271,safe
1031264,unhealthy for sensitive groups
298948,unhealthy for sensitive groups
559382,safe
31275,safe
1018713,unhealthy for sensitive groups
693226,safe
378723,safe
774502,unhealthy for sensitive groups
947839,unhealthy for sensitive groups
108381,safe
636887,safe
895359,safe
1038467,safe
361518,safe
520123,safe
497896,unhealthy for sensitive groups
854000,safe
1114587,safe
159606,unhealthy for sensitive groups
1028413,unhealthy for sensitive groups
1001900,unhealthy for sensitive groups
37359,safe
87121,safe
479422,unhealthy for sensitive groups
625972,unhealthy for sensitive groups
144154,safe
1112384,unhealthy for sensitive groups
1007826,unhealthy for sensitive groups
1000814,safe
180917,safe
1054394,safe
726140,unhealthy for sensitive groups
936179,safe
15876,safe
551914,safe
938546,unhealthy for sensitive groups
261057,safe
1152012,safe
304105,unhealthy for sensitive groups
275511,safe
1022094,safe
1000218,unhealthy for sensitive groups
670130,safe
1033143,safe
489725,unhealthy for sensitive groups
974181,safe
161535,unhealthy for sensitive groups
1123411,safe
394221,safe
871679,unhealthy for sensitive groups
1148148,safe
221428,safe
1088397,safe
952469,unhealthy for sensitive groups
1114527,safe
1163679,safe
924404,unhealthy for sensitive groups
1133600,safe
1063452,unhealthy for sensitive groups
1159987,safe
58507,unhealthy for sensitive groups
573851,safe
1094587,safe
334496,safe
240254,safe
1014186,unhealthy for sensitive groups
991622,safe
840857,safe
431334,unhealthy for sensitive groups
845481,safe
1000962,safe
1162462,safe
1047387,unhealthy for sensitive groups
187357,safe
1076938,safe
1045166,safe
366221,safe
218872,unhealthy for sensitive groups
1093873,safe
903440,safe
92903,safe
338791,safe
727159,unhealthy for sensitive groups
249504,safe
1063922,unhealthy for sensitive groups
5013,safe
88952,safe
1019691,safe
97083,unhealthy for sensitive groups
206485,safe
1102359,safe
277373,unhealthy for sensitive groups
3681,safe
394818,unhealthy for sensitive groups
1036387,safe
739647,unhealthy for sensitive groups
515806,unhealthy for sensitive groups
614534,unhealthy for sensitive groups
1021553,safe
216770,unhealthy for sensitive groups
586897,safe
1092916,safe
199134,unhealthy for sensitive groups
268059,safe
33651,safe
1057660,safe
655809,safe
83488,unhealthy for sensitive groups
34605,safe
1049843,safe
1063451,safe
328737,unhealthy for sensitive groups
867874,unhealthy for sensitive groups
544356,safe
883690,unhealthy for sensitive groups
1106192,unhealthy for sensitive groups
10872,safe
1145938,safe
339206,safe
204962,safe
605933,safe
1153256,safe
521363,unhealthy for sensitive groups
12852,safe
858023,safe
253207,safe
1165362,safe
216468,unhealthy for sensitive groups
909516,safe
777655,safe
24309,unhealthy for sensitive groups
7218,safe
761258,safe
1129472,safe
1140486,safe
338953,safe
170769,safe
1000209,safe
765371,safe
18,safe
910086,safe
987716,safe
786826,safe
294005,unhealthy for sensitive groups
108540,unhealthy for sensitive groups
304179,safe
1140350,safe
906265,safe
1016294,safe
451553,safe
1166135,safe
1094782,safe
909935,safe
1089363,unhealthy for sensitive groups
924587,safe
703423,safe
93211,safe
604194,safe
1108228,safe
992885,unhealthy for sensitive groups
840906,safe
2286,safe
520016,safe
1161909,safe
450946,safe
810019,safe
956783,unhealthy for sensitive groups
289944,safe
670025,safe
2574,safe
1001627,unhealthy for sensitive groups
934048,unhealthy for sensitive groups
706959,safe
810540,safe
512932,safe
935112,safe
1136845,safe
1024303,safe
35811,safe
1043079,unhealthy for sensitive groups
894953,safe
695367,safe
23760,unhealthy for sensitive groups
413031,safe
784302,safe
1036961,safe
498132,unhealthy for sensitive groups
718805,safe
702781,safe
825589,safe
496696,safe
1006125,unhealthy for sensitive groups
762353,safe
52727,unhealthy for sensitive groups
155700,unhealthy for sensitive groups
31068,safe
620456,safe
683660,safe
689535,safe
882711,safe
896963,safe
16110,safe
516716,unhealthy for sensitive groups
305383,safe
553836,safe
433079,safe
698846,safe
976779,safe
298398,safe
194905,safe
1129318,safe
399502,safe
454059,safe
506982,safe
11097,safe
1097272,safe
1106124,unhealthy for sensitive groups
81237,unhealthy for sensitive groups
1071356,safe
1141893,safe
139785,unhealthy for sensitive groups
175853,safe
71520,unhealthy for sensitive groups
1037856,unhealthy for sensitive groups
321512,unhealthy for sensitive groups
1061140,safe
843070,safe
241332,safe
294229,safe
1028527,safe
829029,safe
859002,unhealthy for sensitive groups
894551,safe
8226,safe
944932,safe
6894,safe
452663,safe
648087,unhealthy for sensitive groups
31671,safe
721056,safe
951117,safe
882934,safe
1031143,safe
1134076,safe
760982,safe
468843,safe
1165346,safe
186849,safe
718618,safe
4509,safe
648525,unhealthy for sensitive groups
809658,safe
1016189,safe
1151407,safe
1131632,safe
1080249,safe
779063,safe
617118,safe
1165217,safe
1071458,safe
949073,safe
20250,unhealthy for sensitive groups
1156776,unhealthy for sensitive groups
363155,safe
599831,safe
1079989,safe
577546,unhealthy for sensitive groups
808638,safe
1098522,safe
1154681,safe
272793,safe
16056,safe
49611,unhealthy for sensitive groups
1131990,safe
501514,unhealthy for sensitive groups
589735,safe
513287,safe
1087848,safe
291333,safe
220290,unhealthy for sensitive groups
1003757,safe
35523,safe
457770,unhealthy for sensitive groups
1079625,safe
840769,safe
1029423,unhealthy for sensitive groups
232254,safe
907195,unhealthy for sensitive groups
873201,safe
15993,safe
1149664,unhealthy for sensitive groups
1030443,safe
629624,unhealthy for sensitive groups
385522,unhealthy for sensitive groups
500907,safe
511340,unhealthy for sensitive groups
439814,safe
544104,safe
374619,unhealthy for sensitive groups
1071729,safe
714242,unhealthy for sensitive groups
1071524,safe
628824,safe
1057529,safe
662659,safe
946824,safe
653119,safe
1064193,safe
580165,unhealthy for sensitive groups
606284,safe
295708,safe
350252,unhealthy for sensitive groups
30024,safe
617913,safe
1055039,safe
1047141,safe
696205,unhealthy for sensitive groups
245824,unhealthy for sensitive groups
295385,safe
116513,safe
162838,unhealthy for sensitive groups
29835,safe
1116713,safe
1110585,safe
1148105,safe
1094657,safe
1142963,unhealthy for sensitive groups
315,safe
6903,safe
736553,safe
1107095,safe
543807,safe
16857,safe
1163935,safe
575895,unhealthy for sensitive groups
45349,safe
424662,safe
650355,safe
72439,safe
1001949,safe
613898,safe
968512,safe
586865,safe
968630,unhealthy for sensitive groups
492723,unhealthy for sensitive groups
683005,safe
878379,safe
917547,safe
255347,safe
23175,safe
199530,safe
3600,unhealthy for sensitive groups
1072373,unhealthy for sensitive groups
59537,safe
1037806,unhealthy for sensitive groups
35946,safe
206799,safe
824238,safe
328627,safe
1120638,safe
508127,safe
997940,safe
1149272,safe
713950,unhealthy for sensitive groups
34866,safe
1047726,safe
1095827,safe
54688,safe
1137468,safe
1075941,unhealthy for sensitive groups
68237,safe
26820,safe
455843,safe
343365,unhealthy for sensitive groups
1086516,safe
624802,safe
764458,unhealthy for sensitive groups
836579,unhealthy for sensitive groups
1001449,unhealthy for sensitive groups
477223,safe
430201,unhealthy for sensitive groups
216929,unhealthy for sensitive groups
246960,unhealthy for sensitive groups
2475,safe
1021518,unhealthy for sensitive groups
643582,safe
660882,unhealthy for sensitive groups
457966,safe
701260,safe
1000364,safe
624347,safe
507971,safe
45365,unhealthy for sensitive groups
336633,safe
551701,safe
685296,safe
542441,safe
916348,safe
695243,safe
719752,safe
415682,safe
1052716,safe
1048073,unhealthy for sensitive groups
182223,safe
1083209,safe
729,unhealthy for sensitive groups
245337,safe
1055949,safe
1165389,safe
409802,safe
362433,unhealthy for sensitive groups
162583,unhealthy for sensitive groups
667871,safe
22482,unhealthy for sensitive groups
51414,unhealthy for sensitive groups
1052824,safe
26829,safe
1093204,safe
1112688,safe
1147225,safe
705247,safe
15723,safe
288879,unhealthy for sensitive groups
564012,safe
284762,unhealthy for sensitive groups
405067,unhealthy for sensitive groups
1119888,safe
348748,safe
370277,safe
1053784,safe
241323,safe
38124,safe
13536,safe
1038431,safe
430939,unhealthy for sensitive groups
701171,safe
1033638,safe
1038371,safe
760611,safe
819651,unhealthy for sensitive groups
83849,safe
93497,unhealthy for sensitive groups
1166170,safe
495404,unhealthy for sensitive groups
232021,unhealthy for sensitive groups
940389,safe
16803,unhealthy for sensitive groups
645711,safe
15822,safe
41256,unhealthy for sensitive groups
768820,safe
462376,safe
472268,safe
997989,safe
197056,safe
520939,safe
1073416,safe
832018,safe
756129,unhealthy for sensitive groups
764221,safe
646177,safe
1139661,unhealthy for sensitive groups
1044357,safe
359766,safe
1075932,unhealthy for sensitive groups
511005,unhealthy for sensitive groups
669433,safe
222166,safe
375164,unhealthy for sensitive groups
297308,unhealthy for sensitive groups
725446,safe
39915,safe
858495,unhealthy for sensitive groups
1078983,unhealthy for sensitive groups
1047751,safe
1164012,unhealthy for sensitive groups
96050,safe
169657,safe
1162215,safe
397368,unhealthy for sensitive groups
998104,safe
1045419,unhealthy for sensitive groups
293267,safe
792223,safe
830342,safe
220695,safe
1144019,safe
472747,safe
625602,safe
758405,safe
997565,safe
1006658,safe
17055,safe
977617,safe
379787,safe
688223,safe
907113,safe
139886,unhealthy for sensitive groups
281433,safe
1159996,safe
18594,safe
86698,safe
966121,safe
1146978,safe
933086,safe
1021953,unhealthy for sensitive groups
822479,safe
1105188,safe
38052,safe
108752,unhealthy for sensitive groups
214627,unhealthy for sensitive groups
942914,safe
748248,safe
907807,safe
189832,safe
323018,unhealthy for sensitive groups
762866,unhealthy for sensitive groups
883137,safe
123778,safe
393747,safe
304468,safe
751360,safe
1077122,safe
12105,unhealthy for sensitive groups
115093,safe
611752,safe
209866,safe
1103426,unhealthy for sensitive groups
1020065,safe
152775,unhealthy for sensitive groups
676899,unhealthy for sensitive groups
194088,unhealthy for sensitive groups
110126,safe
850261,safe
586292,safe
563637,safe
211100,unhealthy for sensitive groups
1088642,safe
82743,unhealthy for sensitive groups
797124,safe
303113,safe
931327,safe
634941,safe
441294,safe
1053516,safe
351746,unhealthy for sensitive groups
367857,safe
1001922,safe
715977,safe
299999,unhealthy for sensitive groups
33471,safe
56914,safe
137562,unhealthy for sensitive groups
732764,safe
607385,safe
1166194,safe
789360,safe
340406,safe
999823,unhealthy for sensitive groups
241429,safe
1158326,safe
341131,safe
832676,unhealthy for sensitive groups
755132,safe
268295,safe
827392,safe
1000648,safe
485947,safe
862737,safe
948716,safe
93920,safe
1166460,safe
233648,safe
1054464,safe
967451,safe
527125,safe
706634,safe
633309,unhealthy for sensitive groups
1096272,safe
1067140,unhealthy for sensitive groups
558688,safe
350711,safe
1055004,safe
220238,unhealthy for sensitive groups
217107,unhealthy for sensitive groups
467052,safe
728610,safe
1035595,unhealthy for sensitive groups
178185,safe
662641,safe
956718,unhealthy for sensitive groups
1132664,unhealthy for sensitive groups
15705,safe
72936,safe
1010295,safe
284510,unhealthy for sensitive groups
937973,safe
116712,unhealthy for sensitive groups
404043,unhealthy for sensitive groups
739107,unhealthy for sensitive groups
184502,safe
252435,safe
37134,safe
165375,safe
271568,unhealthy for sensitive groups
1121441,safe
671455,unhealthy for sensitive groups
291919,safe
172980,safe
21591,safe
1072468,safe
1072364,safe
1112314,safe
362160,unhealthy for sensitive groups
553617,safe
647086,safe
39672,safe
84321,unhealthy for sensitive groups
598545,safe
431530,unhealthy for sensitive groups
816920,unhealthy for sensitive groups
739310,unhealthy for sensitive groups
842795,safe
687011,safe
883455,unhealthy for sensitive groups
1137715,safe
224738,unhealthy for sensitive groups
1121134,safe
81273,unhealthy for sensitive groups
135592,safe
59069,safe
18873,safe
541477,safe
1020177,safe
1149358,safe
54952,safe
908416,safe
1012882,safe
141644,safe
1055535,safe
28980,safe
302604,unhealthy for sensitive groups
192798,unhealthy for sensitive groups
1081599,unhealthy for sensitive groups
1125894,safe
18198,safe
484979,unhealthy for sensitive groups
977247,safe
1133201,safe
242972,safe
922356,safe
415454,safe
1040333,safe
1151169,safe
875019,unhealthy for sensitive groups
1104909,safe
442886,safe
473913,unhealthy for sensitive groups
343686,safe
949577,safe
567862,safe
408707,safe
672385,safe
1016693,safe
16344,safe
387255,safe
910288,safe
455562,safe
70728,unhealthy for sensitive groups
314234,safe
916145,safe
659837,safe
209551,unhealthy for sensitive groups
16317,safe
178769,safe
935400,safe
857247,safe
318574,unhealthy for sensitive groups
684964,safe
1112837,safe
1010800,safe
648136,unhealthy for sensitive groups
936955,unhealthy for sensitive groups
549092,unhealthy for sensitive groups
97881,safe
969672,safe
15426,safe
116042,safe
552087,safe
7830,safe
1002424,safe
716371,safe
993566,safe
773465,safe
5976,safe
862387,safe
656202,safe
547841,safe
1162113,safe
1077052,safe
1104691,safe
304504,safe
4086,safe
997347,safe
996540,safe
127211,safe
1029648,safe
974892,safe
221987,safe
1010121,unhealthy for sensitive groups
751649,safe
625700,safe
1127956,unhealthy for sensitive groups
1156393,safe
650459,safe
1197,unhealthy for sensitive groups
1163092,safe
248456,safe
799961,safe
1032343,unhealthy for sensitive groups
937027,safe
707935,safe
32508,safe
1166397,unhealthy for sensitive groups
1004226,safe
1057904,safe
1152311,safe
1075027,safe
1146876,safe
1155743,safe
117053,unhealthy for sensitive groups
59603,unhealthy for sensitive groups
443460,safe
1020413,safe
919518,safe
39033,safe
286253,unhealthy for sensitive groups
513923,safe
279858,safe
1103417,unhealthy for sensitive groups
688544,safe
148636,safe
309296,safe
971532,safe
1038902,safe
970854,unhealthy for sensitive groups
19170,safe
108417,safe
514872,safe
39996,safe
468364,unhealthy for sensitive groups
4230,safe
10377,safe
798758,unhealthy for sensitive groups
883186,safe
859984,unhealthy for sensitive groups
89700,safe
378822,unhealthy for sensitive groups
841833,safe
112754,safe
998270,safe
1155422,safe
1140826,unhealthy for sensitive groups
1004591,safe
1143287,safe
441025,safe
5967,safe
999324,unhealthy for sensitive groups
1013587,unhealthy for sensitive groups
695668,safe
965024,safe
1094842,safe
188338,safe
6696,unhealthy for sensitive groups
1071145,unhealthy for sensitive groups
1013577,safe
1074757,safe
494383,safe
1051759,safe
357336,safe
1001677,safe
1029893,unhealthy for sensitive groups
1120707,unhealthy for sensitive groups
1062721,unhealthy for sensitive groups
1036786,safe
914605,safe
1008582,safe
921364,unhealthy for sensitive groups
1158156,safe
787315,safe
472947,safe
800607,safe
248097,safe
874016,safe
963941,safe
678118,unhealthy for sensitive groups
659969,unhealthy for sensitive groups
1040367,unhealthy for sensitive groups
1034446,unhealthy for sensitive groups
566617,safe
482375,unhealthy for sensitive groups
529014,unhealthy for sensitive groups
158320,safe
1049456,unhealthy for sensitive groups
624161,safe
438698,safe
28134,safe
997603,safe
240456,safe
174064,safe
13320,safe
1028457,unhealthy for sensitive groups
659951,unhealthy for sensitive groups
685279,safe
1034013,unhealthy for sensitive groups
1116843,safe
38142,safe
570823,safe
975550,safe
160575,unhealthy for sensitive groups
137511,safe
1139201,safe
650371,safe
894665,safe
102297,safe
13491,safe
24948,safe
787923,safe
77404,unhealthy for sensitive groups
459713,safe
258507,safe
1067766,safe
835429,safe
1165743,safe
651736,safe
1029388,safe
27144,safe
906331,safe
7920,safe
464655,safe
1089362,unhealthy for sensitive groups
12384,safe
749581,safe
375442,safe
1063897,unhealthy for sensitive groups
490377,unhealthy for sensitive groups
346133,unhealthy for sensitive groups
1134085,unhealthy for sensitive groups
5931,safe
466887,safe
1127947,safe
149325,safe
177788,unhealthy for sensitive groups
6435,unhealthy for sensitive groups
733849,safe
830414,safe
448388,safe
519039,safe
48217,safe
1099209,unhealthy for sensitive groups
740627,unhealthy for sensitive groups
1062956,unhealthy for sensitive groups
1094543,safe
330913,safe
341277,safe
1127179,safe
30105,safe
704369,safe
477446,safe
851666,safe
972884,safe
371085,safe
612888,unhealthy for sensitive groups
76202,safe
141342,safe
65873,safe
1159919,safe
281074,safe
1008301,safe
1058830,unhealthy for sensitive groups
945171,safe
641233,unhealthy for sensitive groups
488301,safe
1013187,safe
1048423,safe
210987,unhealthy for sensitive groups
366727,safe
1095191,safe
332798,safe
459628,safe
254268,safe
40338,safe
990554,safe
930195,unhealthy for sensitive groups
984924,safe
1009755,safe
1092077,safe
871898,safe
1005516,safe
1004355,safe
87022,safe
1012802,safe
897052,safe
431856,unhealthy for sensitive groups
997495,safe
35145,safe
473543,unhealthy for sensitive groups
1022424,unhealthy for sensitive groups
803674,safe
416895,safe
60066,unhealthy for sensitive groups
31446,safe
877941,safe
1009026,safe
1021143,unhealthy for sensitive groups
106303,safe
6129,safe
692699,unhealthy for sensitive groups
806128,safe
522467,safe
79890,unhealthy for sensitive groups
995753,safe
1133677,safe
1031759,safe
1114884,unhealthy for sensitive groups
1145845,unhealthy for sensitive groups
1093256,safe
666347,unhealthy for sensitive groups
1042529,unhealthy for sensitive groups
1152,unhealthy for sensitive groups
1027463,safe
1043817,safe
24813,safe
997244,safe
1395,safe
1031699,safe
1029849,safe
60507,unhealthy for sensitive groups
10782,safe
583063,safe
27351,safe
911218,safe
1166223,safe
1080894,safe
512558,safe
3087,safe
363836,unhealthy for sensitive groups
633633,safe
734069,unhealthy for sensitive groups
1155277,safe
269129,safe
226301,unhealthy for sensitive groups
385972,unhealthy for sensitive groups
979588,safe
680707,safe
517358,safe
119485,safe
1006752,safe
385224,unhealthy for sensitive groups
1150390,safe
84272,unhealthy for sensitive groups
1088798,unhealthy for sensitive groups
1154255,safe
5166,safe
152027,unhealthy for sensitive groups
246396,safe
554716,safe
788853,safe
140858,unhealthy for sensitive groups
36018,safe
996468,safe
32859,safe
1935,unhealthy for sensitive groups
1113488,safe
1166400,unhealthy for sensitive groups
171151,safe
925278,safe
1005245,safe
1010591,unhealthy for sensitive groups
436994,safe
298984,unhealthy for sensitive groups
1080450,safe
963672,safe
935472,safe
54679,safe
534131,safe
530307,safe
1137758,safe
766457,safe
387141,unhealthy for sensitive groups
807250,unhealthy for sensitive groups
19548,safe
1134672,safe
780208,safe
1043312,safe
38727,safe
487051,safe
163601,unhealthy for sensitive groups
785447,safe
678524,safe
673359,unhealthy for sensitive groups
1068089,safe
922979,safe
524388,unhealthy for sensitive groups
224875,unhealthy for sensitive groups
1162437,safe
123929,unhealthy for sensitive groups
41889,safe
1046134,safe
148661,safe
1066862,safe
1074121,unhealthy for sensitive groups
823983,safe
1015753,safe
653680,unhealthy for sensitive groups
671570,safe
298898,safe
19404,safe
1146339,safe
363810,safe
326662,unhealthy for sensitive groups
1008921,unhealthy for sensitive groups
400381,safe
420801,safe
9,safe
1111161,unhealthy for sensitive groups
567393,safe
25200,safe
1071658,safe
48652,safe
1016824,safe
1111949,safe
490491,unhealthy for sensitive groups
1076331,unhealthy for sensitive groups
377213,unhealthy for sensitive groups
1024958,unhealthy for sensitive groups
1093229,safe
48765,safe
457236,safe
607043,unhealthy for sensitive groups
980440,safe
1043467,safe
1054289,safe
1001750,safe
1064437,safe
1115959,safe
779467,safe
1158215,safe
757246,safe
13572,safe
610273,safe
32265,safe
465227,unhealthy for sensitive groups
1103923,safe
204865,safe
302905,safe
41211,safe
31464,safe
171565,safe
635282,safe
324958,unhealthy for sensitive groups
559356,unhealthy for sensitive groups
276915,unhealthy for sensitive groups
3078,safe
1043200,safe
882459,safe
580836,unhealthy for sensitive groups
749158,safe
862501,safe
429042,unhealthy for sensitive groups
28359,unhealthy for sensitive groups
1155447,safe
152473,unhealthy for sensitive groups
954924,safe
674594,safe
393470,safe
222218,safe
750801,safe
1153752,safe
264828,safe
261591,unhealthy for sensitive groups
714813,safe
77049,unhealthy for sensitive groups
1116583,safe
1019900,safe
94567,unhealthy for sensitive groups
1109983,safe
71744,unhealthy for sensitive groups
1107443,safe
659143,unhealthy for sensitive groups
200249,safe
483284,unhealthy for sensitive groups
889325,safe
4527,safe
1053698,safe
215799,safe
891274,unhealthy for sensitive groups
1130773,safe
146187,unhealthy for sensitive groups
1034950,unhealthy for sensitive groups
1085691,safe
427265,safe
1069967,unhealthy for sensitive groups
361045,safe
345286,safe
251583,safe
163816,unhealthy for sensitive groups
51178,safe
1854,safe
239508,safe
759150,safe
1031664,safe
541754,safe
367521,safe
956800,safe
480519,safe
1060409,safe
451432,safe
716810,safe
1458,unhealthy for sensitive groups
621861,safe
61546,unhealthy for sensitive groups
102074,safe
1015199,safe
948497,safe
310339,unhealthy for sensitive groups
1067200,unhealthy for sensitive groups
952010,unhealthy for sensitive groups
719111,safe
937230,safe
237173,unhealthy for sensitive groups
1980,safe
103232,safe
418727,safe
999707,safe
266527,safe
109735,safe
1117079,safe
1114830,unhealthy for sensitive groups
366914,safe
674293,safe
976145,safe
618427,safe
864052,safe
1123054,safe
465772,safe
313164,safe
11817,safe
229983,unhealthy for sensitive groups
981699,safe
387190,unhealthy for sensitive groups
178319,safe
1006161,unhealthy for sensitive groups
96091,unhealthy for sensitive groups
471796,safe
1061816,unhealthy for sensitive groups
1149877,safe
717960,safe
1050647,safe
188778,safe
839355,safe
1124727,safe
206008,safe
940032,safe
87512,safe
326885,unhealthy for sensitive groups
268743,unhealthy for sensitive groups
998172,safe
1113383,safe
153832,safe
17766,safe
551822,safe
531162,safe
402941,unhealthy for sensitive groups
1002931,safe
1038536,unhealthy for sensitive groups
9585,safe
150539,safe
215128,safe
890475,safe
998565,unhealthy for sensitive groups
1163688,safe
66967,unhealthy for sensitive groups
625225,safe
538865,safe
622113,safe
577011,safe
529674,safe
5553,safe
309357,safe
831409,safe
103317,safe
348440,safe
274480,safe
1134366,safe
685501,safe
1036951,safe
695514,safe
968168,safe
1055501,safe
110136,safe
591725,safe
328191,safe
790869,unhealthy for sensitive groups
250499,safe
211609,safe
998051,safe
726782,safe
837104,safe
998470,safe
719533,safe
1005290,safe
538180,safe
802182,unhealthy for sensitive groups
180434,safe
824798,safe
775717,safe
307785,unhealthy for sensitive groups
187032,safe
47855,safe
1017173,safe
487338,safe
33111,safe
1002164,safe
427702,unhealthy for sensitive groups
329497,safe
1079789,safe
1006762,unhealthy for sensitive groups
956227,safe
1109834,safe
359916,safe
856498,unhealthy for sensitive groups
214506,unhealthy for sensitive groups
357779,safe
300270,unhealthy for sensitive groups
7056,safe
1011820,safe
1133575,safe
361688,safe
992884,unhealthy for sensitive groups
122431,safe
752187,safe
1146432,safe
896240,safe
1123382,unhealthy for sensitive groups
437581,safe
1078513,safe
1013378,unhealthy for sensitive groups
1135735,safe
1075462,unhealthy for sensitive groups
840569,unhealthy for sensitive groups
1117756,safe
1035,safe
447057,safe
869798,safe
12537,safe
1040738,safe
493355,unhealthy for sensitive groups
192627,safe
153385,unhealthy for sensitive groups
610637,safe
666432,unhealthy for sensitive groups
1024418,unhealthy for sensitive groups
903627,safe
454209,safe
372570,unhealthy for sensitive groups
827088,unhealthy for sensitive groups
682058,safe
145854,safe
36936,safe
936244,unhealthy for sensitive groups
2349,unhealthy for sensitive groups
703658,safe
1062442,safe
1007642,safe
316500,safe
964268,unhealthy for sensitive groups
122618,unhealthy for sensitive groups
1106278,safe
1048229,unhealthy for sensitive groups
378894,safe
501104,safe
472384,safe
432383,unhealthy for sensitive groups
1000528,safe
571568,safe
1064087,safe
831442,safe
524852,unhealthy for sensitive groups
242264,unhealthy for sensitive groups
115453,safe
1163697,safe
1152055,safe
1166355,safe
159200,unhealthy for sensitive groups
11214,safe
32787,safe
423530,safe
589349,safe
1075321,safe
6588,safe
38862,safe
53967,safe
808468,safe
504113,unhealthy for sensitive groups
21456,safe
1094682,safe
190560,unhealthy for sensitive groups
1049143,unhealthy for sensitive groups
601200,safe
1120593,unhealthy for sensitive groups
221185,safe
1124097,safe
29844,safe
552185,safe
350261,unhealthy for sensitive groups
580617,unhealthy for sensitive groups
11655,safe
1135574,unhealthy for sensitive groups
95390,safe
670992,safe
710199,unhealthy for sensitive groups
95602,safe
506578,safe
79583,unhealthy for sensitive groups
264568,safe
339003,safe
592294,unhealthy for sensitive groups
1159357,safe
905924,safe
662543,safe
752036,safe
517026,safe
1140180,safe
929118,safe
1049714,safe
374953,unhealthy for sensitive groups
22320,safe
19881,safe
1077078,safe
643787,safe
811117,safe
185963,safe
704792,safe
1055976,safe
1125051,safe
1113698,unhealthy for sensitive groups
1145963,safe
923052,safe
1012742,unhealthy for sensitive groups
1001786,safe
208776,unhealthy for sensitive groups
1125221,safe
1089293,safe
912757,safe
698354,safe
621521,safe
334285,safe
50990,safe
1165582,safe
344086,safe
584835,safe
278815,safe
1056719,safe
346169,safe
1107442,safe
828862,safe
938883,unhealthy for sensitive groups
489246,unhealthy for sensitive groups
162915,unhealthy for sensitive groups
424747,safe
538637,unhealthy for sensitive groups
842324,safe
335417,unhealthy for sensitive groups
896289,safe
29106,safe
902783,safe
1077920,unhealthy for sensitive groups
128899,safe
382871,safe
44863,safe
948461,safe
1146534,safe
1101609,safe
492993,unhealthy for sensitive groups
396681,unhealthy for sensitive groups
884576,unhealthy for sensitive groups
958960,unhealthy for sensitive groups
945793,safe
1029658,unhealthy for sensitive groups
705231,safe
928133,safe
204890,safe
1099322,safe
723874,unhealthy for sensitive groups
136614,safe
529086,safe
41346,safe
997238,safe
1078144,safe
167192,unhealthy for sensitive groups
149590,unhealthy for sensitive groups
767937,unhealthy for sensitive groups
15462,safe
373525,safe
1096903,safe
603867,safe
866768,safe
609726,unhealthy for sensitive groups
127869,unhealthy for sensitive groups
1083244,safe
230544,safe
625716,safe
996984,safe
464158,safe
47081,safe
1101967,unhealthy for sensitive groups
190147,unhealthy for sensitive groups
163077,unhealthy for sensitive groups
572478,safe
635771,safe
961249,safe
674342,safe
348640,unhealthy for sensitive groups
477857,safe
533221,safe
251533,safe
423342,safe
867821,unhealthy for sensitive groups
1079382,safe
809724,safe
926123,safe
204638,safe
700651,safe
314900,safe
300866,unhealthy for sensitive groups
867293,unhealthy for sensitive groups
1129778,safe
673323,unhealthy for sensitive groups
976348,safe
30807,safe
1008441,safe
677102,unhealthy for sensitive groups
870693,safe
1521,unhealthy for sensitive groups
777687,unhealthy for sensitive groups
1100421,safe
654017,unhealthy for sensitive groups
353211,safe
582965,safe
743885,safe
727712,safe
772890,safe
825540,safe
66525,unhealthy for sensitive groups
368821,safe
619658,safe
1046803,safe
527419,unhealthy for sensitive groups
418982,safe
199255,safe
8298,safe
295621,safe
872543,safe
404595,safe
244703,safe
59895,unhealthy for sensitive groups
574070,unhealthy for sensitive groups
120045,safe
32139,safe
525259,unhealthy for sensitive groups
596784,safe
1020578,safe
193600,safe
1096152,safe
279710,safe
162,safe
1110505,safe
233139,unhealthy for sensitive groups
998297,safe
720398,safe
915211,safe
1138322,safe
1094002,safe
758520,safe
944371,safe
344952,safe
30339,safe
460047,safe
644614,unhealthy for sensitive groups
175045,safe
2511,safe
398537,safe
35766,safe
360,unhealthy for sensitive groups
1138680,safe
458873,safe
1063678,unhealthy for sensitive groups
7542,safe
133298,unhealthy for sensitive groups
768022,unhealthy for sensitive groups
1007947,safe
