,aqi_no2
347252,safe
389939,safe
418755,safe
146953,safe
460488,safe
681023,safe
453562,safe
240450,safe
162948,safe
925249,safe
722809,safe
63864,safe
584413,safe
27216,safe
36306,safe
455753,safe
866637,safe
31887,safe
551830,safe
324515,safe
586639,safe
921935,safe
172216,safe
935211,safe
229949,safe
290694,safe
548754,safe
200311,safe
89114,safe
617383,safe
326107,safe
335955,safe
656886,safe
231798,safe
36027,safe
17442,safe
221319,safe
483328,safe
760675,safe
634376,safe
169735,safe
28332,safe
759449,safe
484122,safe
597080,safe
419089,safe
943808,safe
307977,safe
578588,safe
506954,safe
536501,safe
1043856,safe
285270,safe
561739,safe
986608,safe
933316,safe
82991,safe
78927,safe
36717,safe
450308,safe
357231,safe
951422,safe
620683,safe
44768,safe
737444,safe
698474,safe
575597,safe
412820,safe
255914,safe
470336,safe
582232,safe
281654,safe
631479,safe
488765,safe
202398,safe
305130,safe
96133,safe
406804,safe
827425,safe
674434,safe
691769,safe
443491,safe
335603,safe
379020,safe
501920,safe
528760,safe
593314,safe
504259,safe
315898,safe
849919,safe
980382,safe
132505,safe
696462,safe
296139,safe
928267,safe
687396,safe
178340,safe
649249,safe
367451,safe
526844,safe
692442,safe
710636,safe
456905,safe
747545,safe
212342,safe
899415,safe
955122,safe
104376,safe
454776,safe
35919,safe
481291,safe
30159,safe
761666,safe
36672,safe
146635,safe
467392,safe
381222,safe
155411,safe
741133,safe
774766,safe
1046396,safe
790301,safe
944186,safe
136562,safe
854455,safe
933388,safe
655969,safe
412487,safe
621943,safe
763989,safe
6399,safe
1040564,safe
263229,safe
124260,safe
313986,safe
911226,safe
224214,safe
828349,safe
1045542,safe
9036,safe
1046234,safe
993998,safe
477,safe
439033,safe
722843,safe
692257,safe
648709,safe
940081,safe
1019501,safe
957329,safe
71622,safe
524246,safe
529712,safe
602343,safe
258935,safe
627200,safe
732313,safe
176702,safe
383385,safe
103034,safe
989798,safe
676987,safe
235883,safe
894562,safe
760180,safe
381671,safe
1046252,safe
633953,safe
922943,safe
26118,safe
136147,safe
943817,safe
981475,safe
541667,safe
58504,safe
1026020,safe
450274,safe
944926,safe
529510,safe
448357,safe
510258,safe
819597,safe
142206,safe
959713,safe
308971,safe
3330,safe
922977,safe
540353,safe
312239,safe
878488,safe
1032258,safe
298513,safe
620438,safe
567061,safe
917971,safe
764632,safe
635426,safe
119075,safe
1038798,safe
101628,safe
483816,safe
773233,safe
218430,safe
831923,safe
333638,safe
162394,safe
1038269,safe
406915,safe
164561,safe
595001,safe
964629,safe
686855,safe
575197,safe
205168,safe
861618,safe
859466,safe
615779,safe
433309,safe
599765,safe
526113,safe
525218,safe
25218,safe
334911,safe
50344,safe
886656,safe
474109,safe
1009166,safe
210073,safe
367258,safe
743996,safe
272860,safe
456874,safe
81902,unhealthy for sensitive groups
838662,safe
633444,safe
889862,safe
366041,safe
391100,safe
659920,safe
942089,safe
345336,safe
417016,safe
922628,safe
134642,safe
872940,safe
482698,safe
371994,safe
51425,safe
575112,safe
1016331,safe
478301,safe
1006837,safe
289159,safe
761956,safe
945286,safe
196326,safe
220631,safe
39365,safe
942271,safe
214339,safe
1044696,safe
373138,safe
36807,safe
1010466,safe
316644,safe
454615,safe
682755,safe
604119,safe
1022788,safe
126459,safe
892609,safe
305315,safe
4869,safe
690130,safe
624213,safe
56408,safe
513817,safe
882919,safe
937946,safe
263732,safe
1022021,safe
45162,safe
811926,safe
538180,safe
584061,safe
230384,safe
663756,safe
759261,safe
267562,safe
357145,safe
696508,safe
383300,safe
213204,safe
890782,safe
508183,safe
404008,safe
629807,safe
474260,safe
648386,safe
349437,safe
777148,safe
752434,safe
532960,safe
1021445,safe
242987,safe
6804,safe
100737,safe
36858,safe
425366,safe
229421,safe
837827,safe
962206,safe
591310,safe
504034,safe
224387,safe
30186,safe
129021,safe
419262,safe
378227,safe
968616,safe
1045761,safe
195689,safe
524200,safe
127466,safe
523110,safe
169207,safe
685509,safe
780368,safe
434165,safe
1020268,safe
158011,safe
243891,safe
235100,safe
157659,safe
757766,safe
250596,safe
878362,safe
672979,safe
416121,safe
620425,safe
74436,safe
291192,safe
123732,safe
375681,safe
227997,safe
253008,safe
231119,safe
25245,safe
243552,safe
627778,safe
544482,safe
421507,safe
458050,safe
901314,safe
919109,safe
762160,safe
925094,safe
533043,safe
43388,safe
936595,safe
181692,safe
259400,safe
351252,safe
763324,safe
338580,safe
984379,safe
147596,safe
854606,safe
716117,safe
839132,safe
428259,safe
523700,safe
29556,safe
467504,safe
868678,safe
11025,safe
965718,safe
73011,safe
1044603,safe
170498,safe
708663,safe
761253,safe
167083,safe
937989,safe
316856,safe
434472,safe
244089,safe
456172,safe
11853,safe
584397,safe
264093,safe
97458,safe
10467,safe
768826,safe
118648,safe
521593,safe
139705,safe
421381,safe
831898,safe
759490,safe
67950,safe
24651,safe
29781,safe
543374,safe
636961,safe
325642,safe
460416,safe
852624,safe
913671,safe
261692,safe
591428,safe
403190,safe
717216,safe
379829,safe
240965,safe
879777,safe
702158,safe
443423,safe
135823,safe
929757,safe
981522,safe
198369,safe
829823,safe
820735,safe
154279,safe
258227,safe
384824,safe
384102,safe
880319,safe
152544,safe
235520,safe
635664,safe
454498,safe
575438,safe
124924,safe
951672,safe
3753,safe
679650,safe
708908,safe
900608,safe
564090,safe
558737,safe
393693,safe
404536,safe
862403,safe
299700,safe
17595,safe
656718,safe
54751,safe
237113,safe
327297,safe
441704,safe
897907,safe
836601,safe
470950,safe
404942,safe
1041635,safe
775518,safe
93201,safe
722830,safe
864697,safe
50126,safe
118063,safe
443086,safe
1045719,safe
690074,unhealthy for sensitive groups
926688,safe
254517,safe
399300,safe
387876,safe
5661,safe
599319,safe
668164,safe
540119,safe
179928,safe
977489,safe
420644,safe
888567,safe
8109,safe
587631,safe
837269,safe
247718,safe
1046563,safe
419616,safe
25803,safe
842648,safe
818988,safe
936849,safe
539357,safe
292964,safe
114363,safe
287922,safe
725524,safe
930929,safe
586068,safe
348259,safe
74423,safe
468631,safe
907950,safe
652486,safe
692963,safe
27855,safe
588686,safe
793031,safe
767717,safe
103124,safe
476395,safe
260933,safe
1014801,safe
761022,safe
372522,safe
686884,safe
108633,safe
203864,safe
1033952,safe
246907,safe
475452,unhealthy for sensitive groups
999580,safe
715330,safe
392888,safe
962991,safe
232665,safe
135362,safe
382763,safe
324058,safe
38946,safe
101582,safe
637954,safe
773762,safe
744749,safe
45590,safe
888164,safe
243179,safe
567888,safe
377399,safe
165844,safe
43220,safe
1045293,safe
319302,safe
443547,safe
611434,safe
540538,safe
1018277,safe
252340,safe
847798,safe
545609,safe
761067,safe
1009923,safe
693299,safe
767881,safe
213520,safe
105957,safe
710119,safe
574551,safe
1016835,safe
825762,safe
635787,safe
925299,safe
148300,safe
785070,unhealthy for sensitive groups
750606,safe
793199,safe
149668,safe
845472,safe
791813,safe
452681,safe
362994,safe
250012,safe
592310,safe
761683,safe
296365,safe
190624,safe
327838,safe
850672,safe
285573,safe
590419,safe
215043,safe
632649,safe
757594,safe
567906,safe
1018032,safe
339384,unhealthy for sensitive groups
305865,safe
731514,safe
646924,safe
180051,safe
113206,safe
610740,safe
1034186,safe
759096,safe
338614,safe
435248,safe
969026,safe
680822,safe
31104,safe
520904,safe
806945,safe
936350,safe
272503,safe
213213,safe
412803,safe
989039,safe
10431,safe
932405,safe
474113,safe
213738,safe
301636,safe
33165,safe
201200,safe
588751,safe
664711,safe
625927,safe
279968,safe
110884,safe
691372,safe
610478,safe
281007,safe
907034,safe
383856,safe
230729,safe
119963,safe
364752,safe
458489,safe
538513,safe
265119,safe
128375,safe
121917,safe
1037290,safe
273531,safe
459576,safe
555885,safe
412828,safe
570701,safe
290891,safe
31680,safe
833012,safe
332018,safe
566599,safe
259739,safe
710632,safe
244736,safe
571419,safe
734539,safe
96989,safe
145051,safe
230771,safe
400793,safe
110564,safe
72843,safe
852687,safe
556701,safe
963558,safe
1006459,safe
583342,safe
767940,safe
999605,safe
761181,safe
875779,safe
133938,safe
526064,safe
135132,safe
752602,safe
492773,safe
996646,safe
538194,safe
653057,safe
471118,safe
937460,safe
637815,safe
680855,safe
556221,safe
564135,safe
495258,safe
838176,safe
1030501,safe
27090,safe
454196,safe
929198,safe
897293,safe
409578,safe
723838,safe
955344,safe
532215,safe
926024,safe
870014,safe
28305,safe
27639,safe
1015165,safe
567574,safe
325089,safe
487145,safe
695565,safe
1031513,safe
330244,safe
573088,safe
775829,safe
581062,safe
903048,safe
465977,safe
596470,safe
447487,safe
762101,safe
70279,safe
136176,safe
10287,safe
395266,safe
530380,safe
151403,safe
662813,safe
430550,safe
387288,safe
1031961,safe
505095,safe
950369,safe
120342,safe
777018,safe
263715,safe
636731,safe
194861,safe
1013825,safe
243234,safe
330798,safe
233083,safe
726835,safe
590522,safe
93296,safe
494211,safe
61293,safe
40527,safe
973000,safe
296401,safe
892416,safe
991121,safe
820063,safe
669049,safe
859457,safe
415089,safe
858710,safe
833046,safe
51332,safe
345683,safe
893932,safe
3186,safe
471371,safe
258348,safe
133887,safe
1045470,safe
202797,safe
250485,safe
152293,safe
760805,safe
1018608,safe
882541,safe
206813,safe
525337,safe
569876,safe
977110,safe
681207,safe
693617,safe
415783,safe
509292,safe
7569,safe
1016306,safe
220885,safe
765748,safe
569544,safe
34083,safe
671205,safe
686691,safe
335440,safe
769452,safe
315386,safe
675958,safe
760266,safe
25812,safe
129423,safe
274630,safe
995322,safe
680351,safe
1034240,safe
150523,safe
738591,safe
96566,safe
211319,safe
644743,safe
531977,safe
758606,safe
360432,safe
244410,safe
316553,safe
511976,safe
229998,safe
902708,safe
542773,safe
610134,safe
106463,safe
852376,safe
1028574,safe
1043615,safe
63058,safe
962422,safe
444692,safe
269454,safe
141019,safe
266315,safe
245851,safe
508282,safe
209952,safe
107965,safe
543981,safe
282122,safe
699129,safe
1045732,safe
573520,safe
259924,safe
360637,safe
138949,safe
945700,safe
547018,safe
652675,safe
17631,safe
227550,safe
64925,safe
328315,safe
690753,safe
920205,safe
571205,safe
912385,safe
959040,safe
890177,safe
695295,safe
940437,safe
565081,safe
717286,safe
273548,safe
24309,safe
516953,safe
598266,safe
241003,safe
750279,safe
533383,safe
744025,safe
324531,safe
880533,safe
611282,safe
898071,safe
844828,safe
100970,safe
751614,safe
332370,safe
438523,safe
708699,safe
81420,safe
295145,safe
1033592,safe
614644,safe
708479,safe
128422,safe
703824,safe
887664,safe
990714,safe
45942,safe
344975,safe
923292,safe
140130,safe
1028045,safe
918756,safe
974405,safe
422561,safe
378394,safe
601430,safe
994345,safe
672925,safe
678460,safe
702220,safe
774329,safe
600130,safe
942487,safe
702572,safe
114454,safe
513624,safe
902951,safe
939899,safe
424523,safe
603308,safe
807697,safe
904783,safe
135518,safe
165868,safe
573856,safe
244468,safe
871201,safe
763369,safe
330646,safe
689909,safe
903363,safe
209737,safe
50093,safe
320423,safe
763704,safe
767193,safe
214159,safe
573093,safe
833084,safe
238906,safe
466619,safe
469348,safe
552540,safe
899856,safe
792195,safe
235545,safe
879966,safe
213066,safe
420601,safe
486022,safe
373323,safe
88759,safe
690466,safe
887891,safe
634405,safe
940678,safe
183070,safe
779826,safe
159054,safe
212144,safe
689453,safe
705132,safe
615542,safe
506423,safe
659416,safe
858962,safe
700704,safe
62484,safe
490637,safe
832823,safe
112326,safe
324003,safe
443672,safe
548136,safe
692320,safe
19206,safe
3483,safe
799973,safe
850609,safe
402267,safe
821264,safe
537219,unhealthy for sensitive groups
549375,safe
926276,safe
793267,safe
68388,safe
469451,safe
318718,safe
944701,safe
145132,safe
170247,safe
134939,safe
218804,safe
210901,safe
22860,safe
364616,safe
336414,safe
522798,safe
796116,safe
886134,safe
894848,safe
483509,safe
992629,safe
17874,safe
462572,safe
288377,safe
961081,safe
726793,safe
971348,safe
482030,safe
47084,safe
402370,safe
505096,safe
579123,safe
586741,safe
1034024,safe
177469,safe
776581,safe
1033466,safe
860310,safe
148527,safe
951253,safe
913898,safe
9810,safe
42297,safe
972385,safe
92119,safe
777144,safe
978754,safe
548796,safe
1044717,safe
49421,safe
286007,safe
27666,safe
932909,safe
752364,safe
346229,safe
88600,unhealthy for sensitive groups
225361,safe
660763,safe
341188,safe
192592,safe
517191,safe
765584,safe
1036478,safe
642054,safe
133762,safe
942530,safe
1020437,safe
707125,safe
736478,safe
888980,safe
542273,safe
69302,safe
12141,safe
193743,safe
722179,safe
540636,safe
502407,safe
932045,safe
556515,safe
801791,safe
1002323,safe
803854,safe
305845,safe
498440,safe
967196,safe
740920,safe
990426,safe
665215,safe
319830,safe
736491,safe
116074,safe
952867,safe
252950,safe
222519,safe
83901,safe
810351,safe
594378,safe
626485,safe
432222,safe
877266,safe
618637,safe
404867,safe
174279,safe
57485,safe
393869,safe
460100,safe
655189,safe
842484,safe
520396,safe
189707,safe
682485,safe
989841,safe
286346,safe
351381,safe
216403,safe
855963,safe
118723,safe
118296,safe
204125,safe
529257,safe
462901,safe
88239,safe
494883,safe
99474,safe
261708,safe
35334,safe
763937,safe
762003,safe
614592,safe
472634,safe
328115,safe
313786,safe
443069,safe
9828,safe
659374,safe
718280,safe
929126,safe
15192,safe
461514,safe
23283,safe
428129,safe
424732,safe
480514,safe
227322,safe
194271,safe
81528,safe
640862,safe
52208,safe
500584,safe
419919,safe
759212,safe
667668,safe
678527,safe
556684,safe
594571,safe
589777,safe
646148,safe
24687,safe
709672,safe
537694,safe
868178,safe
880873,safe
662611,safe
1023076,safe
830638,safe
601220,safe
1019472,safe
477797,safe
341491,safe
763898,safe
487827,safe
111069,safe
249437,safe
902699,safe
535529,safe
855686,safe
966548,safe
477448,safe
526176,safe
119858,safe
130070,safe
913356,safe
1485,safe
788418,safe
936316,safe
756268,safe
877426,safe
463244,safe
250540,safe
761096,safe
989760,safe
259278,safe
653850,safe
53088,safe
342543,safe
379225,safe
963477,safe
1038222,safe
699503,safe
800065,safe
583257,safe
436613,safe
114383,safe
163454,safe
759236,safe
4077,safe
30276,safe
699465,safe
828068,safe
235019,safe
760366,safe
503604,safe
228164,safe
1044930,safe
58696,safe
847701,safe
715556,safe
38837,safe
904220,safe
614053,safe
45693,safe
740785,safe
456934,safe
263058,safe
536883,safe
894940,safe
334417,safe
336238,safe
417820,safe
1021272,safe
123351,safe
97462,safe
933514,safe
110274,safe
1007156,safe
15336,safe
710238,safe
537530,safe
342264,safe
536719,safe
387611,safe
812842,safe
1018756,safe
7497,safe
118177,safe
141899,safe
162817,safe
406236,safe
687052,safe
6993,safe
114666,safe
64547,safe
975220,safe
467730,safe
879903,safe
574339,safe
815816,unhealthy for sensitive groups
520400,safe
782111,safe
92631,safe
40536,safe
703929,safe
23616,safe
617998,safe
797300,safe
1019798,safe
515540,safe
940610,safe
153366,safe
7290,safe
473503,safe
622763,safe
969793,safe
23697,safe
19134,safe
601383,safe
387801,safe
58067,safe
745822,safe
799569,safe
904085,safe
249061,safe
429190,safe
817139,safe
953427,safe
1002107,safe
824854,safe
120998,safe
732477,safe
962613,safe
49787,safe
1002010,safe
462538,safe
246783,safe
760295,safe
630897,safe
961758,safe
1023907,safe
694627,safe
261289,safe
614071,safe
447137,safe
4563,safe
463056,safe
482819,safe
1027180,safe
128920,safe
735495,safe
35811,safe
757627,safe
577847,safe
139615,safe
878270,safe
1012941,safe
1045275,safe
1009191,safe
969746,safe
924716,safe
494950,safe
16803,safe
760328,safe
598900,safe
714977,safe
566553,safe
556549,safe
727050,safe
160286,safe
81438,unhealthy for sensitive groups
583763,safe
614693,safe
317943,safe
1046779,safe
972673,safe
698408,safe
1013452,safe
494937,safe
128032,safe
920587,safe
29763,safe
21006,safe
390451,safe
250502,safe
263418,safe
9270,safe
105686,safe
331455,safe
139778,safe
363340,safe
356647,safe
849515,safe
35793,safe
202677,safe
452129,safe
449558,safe
206920,safe
496193,safe
634121,safe
234676,safe
195651,safe
619622,safe
34380,safe
710357,safe
78784,safe
709668,safe
431673,safe
1038548,safe
14832,safe
474462,safe
670429,safe
379179,safe
697572,safe
29142,safe
207145,safe
258000,safe
635964,safe
20007,safe
416780,safe
556786,safe
512649,safe
661460,safe
760480,safe
413587,safe
19665,safe
491276,safe
76687,safe
955742,safe
964431,safe
368347,safe
350744,safe
660931,safe
177718,safe
265657,safe
88751,safe
759179,safe
907387,safe
707845,safe
547633,safe
32085,safe
713036,safe
666731,safe
639053,safe
481829,safe
762361,safe
848520,safe
462222,safe
946051,safe
555720,safe
346888,safe
442265,safe
602242,safe
839229,safe
637597,safe
228842,safe
377820,safe
644390,safe
30915,safe
906005,safe
259212,safe
399422,safe
44982,safe
716297,safe
445732,safe
611492,safe
643420,safe
524824,safe
152649,safe
990905,safe
1045167,safe
496371,safe
284788,safe
673229,safe
1440,safe
536567,safe
817366,safe
150263,safe
917404,safe
533580,safe
915323,safe
15093,safe
715264,safe
655394,safe
284869,safe
882642,safe
346699,safe
536669,safe
151546,safe
261993,safe
746761,safe
674968,safe
97827,safe
366782,safe
966976,safe
117034,safe
769200,safe
266655,safe
625866,safe
413816,safe
32373,safe
523692,safe
212124,safe
1010797,safe
684060,safe
654567,safe
1046084,safe
880650,safe
231475,safe
225713,safe
203336,safe
322264,safe
990210,safe
212075,safe
17496,safe
1016576,safe
869854,safe
585783,safe
188734,safe
376775,safe
540399,safe
632687,safe
857164,safe
1002935,safe
730527,safe
675115,safe
474621,safe
267859,safe
160647,safe
83557,safe
36387,safe
15264,safe
845688,safe
951055,safe
1045362,safe
31140,safe
723829,safe
874978,safe
152000,safe
213667,safe
735562,safe
681834,safe
492601,safe
730165,safe
573216,safe
313643,safe
800754,safe
695110,safe
334274,safe
1014936,safe
769944,safe
418152,safe
52580,safe
917845,safe
705761,safe
1003734,safe
792816,safe
346536,safe
423286,safe
975996,safe
45289,safe
973245,safe
757056,safe
286745,safe
89559,safe
343278,safe
364495,safe
383925,safe
1044429,safe
967005,safe
665862,safe
10440,safe
269915,safe
325822,safe
1004535,safe
597930,safe
406649,safe
141589,safe
975789,safe
859495,safe
636374,safe
899890,safe
739781,safe
950864,safe
992086,safe
753623,safe
1029251,safe
876976,safe
103551,safe
687212,safe
913923,safe
400180,safe
619223,safe
1046709,safe
252581,safe
7515,safe
422849,safe
793611,safe
965358,safe
624102,safe
248533,safe
514929,safe
184591,safe
435079,safe
374087,safe
916714,safe
51105,safe
747012,safe
460791,safe
467468,safe
688155,safe
163815,safe
633092,safe
748356,safe
297837,safe
472092,safe
487288,safe
484533,safe
938603,safe
635902,safe
580964,safe
699969,safe
704796,safe
605846,safe
735390,safe
944215,unhealthy for sensitive groups
4032,safe
251202,safe
666698,safe
715983,safe
39999,safe
268695,safe
464618,safe
499620,safe
309697,safe
970610,safe
761051,safe
639788,safe
867897,safe
28593,safe
895154,safe
17856,safe
305468,safe
759417,safe
525086,safe
343618,safe
502088,safe
955382,safe
499983,safe
874843,safe
219893,safe
976509,safe
45087,safe
396544,safe
763172,safe
902548,safe
74666,safe
905316,safe
856685,safe
261461,safe
304778,safe
582735,safe
163982,unhealthy for sensitive groups
13815,safe
391331,safe
736780,safe
606485,safe
985218,safe
190962,safe
759587,safe
114786,safe
309713,safe
288463,safe
854921,safe
892231,safe
451809,safe
991878,safe
29367,safe
185115,safe
896633,safe
758920,safe
762951,safe
606667,safe
1033639,safe
1041203,safe
599274,safe
348389,safe
126651,safe
420998,safe
467746,safe
769301,safe
471441,safe
356676,safe
718768,safe
932155,safe
747314,safe
818173,safe
236409,safe
103088,safe
400289,safe
580047,safe
209688,safe
880479,safe
177740,safe
288145,safe
490220,safe
154887,safe
624311,safe
961792,safe
477675,safe
260440,safe
203274,safe
30438,safe
199632,safe
763134,safe
642793,safe
113529,safe
31077,safe
523462,safe
90868,safe
763870,safe
371860,safe
660879,safe
147215,safe
1045053,safe
957986,safe
36726,safe
252246,safe
540287,safe
382747,safe
488999,safe
605460,safe
952100,safe
343895,safe
458919,safe
298845,safe
331775,safe
523545,safe
810032,safe
921213,safe
878857,safe
428780,safe
487958,safe
22509,safe
459036,safe
1035072,safe
901936,safe
716180,safe
93610,safe
527288,safe
451425,safe
785662,safe
962287,safe
962800,safe
602786,safe
241759,safe
276166,safe
112267,safe
516523,safe
794338,safe
640481,safe
119213,safe
875066,safe
212195,safe
41937,safe
840748,safe
375009,safe
105759,safe
506938,safe
28602,safe
449275,safe
1046555,safe
417626,safe
606469,safe
3762,safe
829218,safe
88235,safe
124276,safe
153005,safe
436245,safe
764077,safe
34569,safe
597223,safe
561235,safe
414114,safe
463937,safe
721993,safe
896949,safe
677318,safe
748175,safe
974439,safe
898008,safe
600068,safe
969505,safe
802140,safe
573688,safe
813128,safe
381801,safe
293314,safe
540835,safe
840456,safe
224797,safe
132475,safe
761303,safe
419738,safe
322530,safe
463988,safe
674139,safe
324606,safe
656887,safe
95182,safe
958685,safe
1003446,safe
992586,safe
691000,safe
552166,safe
899075,safe
423091,safe
466516,safe
901289,safe
692609,safe
426942,safe
333196,safe
759733,safe
857097,safe
919840,safe
799262,safe
535525,safe
273041,safe
899318,safe
736336,safe
309470,safe
838025,safe
245800,safe
752984,safe
1021085,safe
778892,safe
761943,safe
772565,safe
378662,safe
13266,safe
549893,safe
335231,safe
44111,safe
585732,safe
465800,safe
741234,safe
454637,safe
846565,safe
478813,safe
825733,safe
170263,safe
537190,safe
543423,safe
410373,safe
781708,safe
133024,safe
130195,safe
903304,safe
363480,safe
887853,safe
887189,safe
1000469,safe
763481,safe
764421,safe
237064,safe
710759,safe
604439,safe
46357,safe
498919,safe
104871,safe
761585,safe
1022500,safe
903556,safe
337418,safe
816950,safe
25065,safe
903086,safe
646941,safe
639374,safe
350920,safe
82697,safe
761791,safe
788229,safe
642038,safe
454270,safe
794212,safe
69955,safe
25560,safe
215389,safe
131126,safe
59417,safe
203445,safe
867238,safe
346022,safe
555966,safe
281322,safe
857063,safe
718148,safe
140504,safe
93837,safe
491359,safe
269059,safe
488933,safe
310830,safe
731494,safe
89239,safe
795385,safe
460083,safe
770868,safe
270267,safe
475100,safe
595239,safe
797426,safe
283874,safe
500605,safe
587564,safe
1045251,safe
905631,safe
678158,safe
976419,safe
512666,safe
441050,safe
599303,safe
687376,safe
458713,safe
861672,safe
470225,safe
375022,safe
736369,safe
941945,safe
778300,safe
1045084,safe
922099,safe
549546,safe
802934,safe
264423,safe
651209,safe
1011542,safe
803791,safe
533034,safe
945223,safe
362049,safe
535759,safe
496239,safe
952982,safe
759480,safe
725360,safe
615583,safe
73908,safe
83507,safe
1032393,safe
895091,safe
631566,safe
596339,safe
277362,safe
629953,safe
659702,safe
30294,safe
5499,safe
391803,safe
734094,safe
26262,safe
858676,safe
597619,safe
406511,safe
637819,safe
423446,safe
22986,safe
22536,safe
495556,safe
734195,safe
464463,safe
972025,safe
586245,safe
335830,safe
871689,safe
710315,safe
732805,safe
211612,safe
808347,safe
660165,safe
302911,safe
484414,safe
410328,safe
440958,safe
490896,safe
315768,safe
1029539,safe
535365,safe
446632,safe
580332,safe
342788,safe
888450,safe
472995,safe
147112,safe
595256,safe
997367,safe
828102,safe
449575,safe
207178,safe
1047131,safe
483676,safe
980200,safe
971733,safe
43795,safe
387928,safe
533870,safe
989140,safe
405278,unhealthy for sensitive groups
991712,safe
428540,safe
401433,safe
415434,safe
296836,safe
312754,safe
406859,safe
30978,safe
120287,safe
933937,safe
494126,safe
226391,safe
997993,safe
379702,safe
499571,safe
114233,safe
872789,safe
170821,safe
875196,safe
604932,safe
534135,safe
297644,safe
672101,safe
231081,safe
559423,safe
178556,safe
43572,safe
418157,safe
285638,safe
844493,safe
554131,safe
191747,safe
832368,safe
557426,safe
86159,safe
449114,safe
749124,safe
919710,safe
426938,safe
319527,safe
947322,safe
1028531,safe
759698,safe
413178,safe
710438,safe
315038,safe
443322,safe
174897,safe
506444,safe
740400,safe
1047242,safe
646090,safe
437351,safe
391104,safe
415666,safe
98166,safe
645590,safe
1026049,safe
188925,safe
855803,safe
821963,safe
589252,safe
558253,safe
686904,safe
20052,safe
503478,safe
864974,safe
760119,safe
670008,safe
765027,safe
337402,safe
532378,safe
283269,safe
933379,safe
168914,safe
812586,safe
896848,safe
996617,safe
165508,safe
557637,safe
470755,safe
548753,safe
432023,safe
919420,safe
869157,safe
118668,safe
763181,safe
59827,safe
476978,safe
611429,safe
302907,safe
761229,safe
807222,safe
1033826,safe
75455,safe
727492,safe
24759,safe
355676,safe
273032,safe
507856,safe
473622,safe
716953,safe
114555,safe
35631,safe
730569,safe
824665,safe
901726,safe
759105,safe
1037756,safe
823720,safe
762806,safe
880290,safe
722015,safe
190383,safe
500416,safe
196179,safe
36288,safe
856883,safe
21204,safe
186691,safe
753992,safe
631730,safe
660427,safe
960730,safe
328366,safe
828345,safe
317452,safe
348988,safe
804673,safe
203437,safe
482669,safe
246375,safe
1014830,safe
501760,safe
430466,safe
797334,safe
1044047,safe
543918,safe
429834,safe
828615,safe
139669,safe
371818,safe
737090,safe
257824,safe
598917,safe
403665,safe
2448,safe
1012635,safe
621733,safe
280521,safe
736638,safe
522,safe
924489,safe
5427,safe
234006,safe
16056,safe
548443,safe
804362,safe
358323,safe
550011,safe
634778,safe
908643,safe
493147,safe
1045900,safe
841366,safe
772351,safe
360084,safe
1039907,safe
124865,safe
752118,safe
706224,safe
545125,safe
225566,safe
543293,safe
769704,safe
910281,safe
674135,safe
869123,safe
958748,safe
762785,safe
229744,safe
609492,safe
279697,safe
663705,safe
961902,safe
180640,safe
700158,safe
47685,safe
1034096,safe
886937,safe
1007127,safe
327486,safe
396156,unhealthy for sensitive groups
997799,safe
112095,safe
432126,safe
77245,safe
862437,safe
784440,safe
169318,safe
790078,safe
665690,safe
26172,safe
33759,safe
960552,safe
637429,safe
119967,safe
528587,safe
73543,safe
108669,safe
586119,safe
652385,safe
561264,safe
728685,safe
597959,safe
15795,safe
715536,safe
668025,safe
630303,safe
199967,safe
284641,safe
893113,safe
530888,safe
860591,safe
563401,safe
1047282,safe
584012,safe
821466,safe
861870,safe
914872,safe
728442,safe
739076,safe
318950,safe
673126,safe
59224,safe
534209,safe
101829,safe
673480,safe
227087,safe
174640,safe
698184,safe
26586,safe
945421,safe
482467,safe
668987,safe
129214,safe
224121,safe
822440,safe
669000,safe
441,safe
910474,safe
462516,safe
696680,safe
204285,safe
750438,safe
546466,safe
89231,safe
825951,safe
997396,safe
232003,safe
500155,safe
510747,safe
566364,safe
955814,safe
1012752,safe
484575,safe
409930,safe
610360,safe
50164,safe
67030,safe
418360,safe
440469,safe
105122,safe
760915,safe
901444,safe
734857,safe
49102,safe
974058,safe
910499,safe
43463,safe
782653,safe
728013,safe
640472,safe
896423,safe
1033063,safe
965934,safe
827816,safe
503146,safe
594235,safe
36423,safe
336853,safe
96062,safe
135836,safe
925898,safe
930155,safe
740299,safe
605408,safe
670163,safe
984118,safe
438666,safe
710310,safe
411262,safe
562738,safe
71566,safe
21825,safe
237277,safe
518957,safe
711226,safe
835656,safe
828995,safe
858386,safe
473420,safe
763977,safe
824501,safe
72052,safe
955225,safe
1017656,safe
957435,safe
593587,safe
873684,safe
400955,safe
518306,safe
1019015,safe
134407,safe
770830,safe
126048,safe
914305,safe
762455,safe
885231,safe
662468,safe
1019692,safe
702171,safe
716298,safe
1025156,safe
1046162,safe
639809,safe
7227,safe
975374,safe
4716,safe
584263,safe
435180,safe
347218,safe
260178,safe
621098,safe
486051,safe
490547,safe
215741,safe
227338,safe
295493,safe
995601,safe
761487,safe
669705,safe
955688,safe
868833,safe
58168,safe
123329,safe
453398,safe
427119,safe
309885,safe
1039340,safe
84158,safe
985099,safe
25677,safe
791750,safe
138769,safe
431665,safe
746844,safe
407055,safe
680703,safe
773829,safe
370173,safe
684517,safe
637478,safe
618515,safe
291652,safe
489084,safe
