"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/13/2008","AQS","481670005","1","12","ppb","17","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/14/2008","AQS","481670005","1","2","ppb","3","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/15/2008","AQS","481670005","1","7","ppb","10","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/16/2008","AQS","481670005","1","23","ppb","33","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/17/2008","AQS","481670005","1","16","ppb","23","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/18/2008","AQS","481670005","1","7","ppb","10","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/19/2008","AQS","481670005","1","6","ppb","9","Texas City Ball Park","22","92.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/20/2008","AQS","481670005","1","11","ppb","16","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/21/2008","AQS","481670005","1","11","ppb","16","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/22/2008","AQS","481670005","1","10","ppb","14","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/23/2008","AQS","481670005","1","9","ppb","13","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/24/2008","AQS","481670005","1","9","ppb","13","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/25/2008","AQS","481670005","1","8","ppb","11","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/26/2008","AQS","481670005","1","5","ppb","7","Texas City Ball Park","23","96.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/27/2008","AQS","481670005","1","7","ppb","10","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/28/2008","AQS","481670005","1","2","ppb","3","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/29/2008","AQS","481670005","1","2","ppb","3","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"04/30/2008","AQS","481670005","1","6","ppb","9","Texas City Ball Park","22","92.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"05/01/2008","AQS","481670005","1","1","ppb","1","Texas City Ball Park","19","79.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"05/02/2008","AQS","481670005","1","6","ppb","9","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"05/03/2008","AQS","481670005","1","2","ppb","3","Texas City Ball Park","23","96.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
