"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-08-20","6.04",",,W"," 1812",",,X"," 1809",",,W","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"102",",,X","81",",,X","  140",",,X","  150",",,X",,,"19.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-08-21","4.25",",,W"," 1812",",,X"," 1757",",,W","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"103",",,X","75",",,X","  170",",,X","  160",",,X",,,"17.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-08-22","5.37",",,W"," 1835",",,X"," 1649",",,W","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"101",",,X","77",",,X","  150",",,X","  140",",,X",,,"17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-08-23","5.59",",,W"," 1731",",,X"," 1734",",,W","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"102",",,X","79",",,X","  130",",,X","  140",",,X",,,"17.9",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-08-24","5.82",",,W"," 1839",",,X"," 1821",",,W","0.00","T,,X,2400","0.0",",,X","0.0",",,X",,,"102",",,X","78",",,X","   50",",,X","   50",",,X",,,"38.9",",,X","46.1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-08-25","6.49",",,W"," 0500",",,X"," 0458",",,W","0.02",",,X,2400","0.0",",,X","0.0",",,X",,,"95",",,X","76",",,X","   40",",,X","   30",",,X",,,"33.1",",,X","40.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-08-26","3.36",",,W"," 1610",",,X"," 1636",",,W","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"104",",,X","76",",,X","  150",",,X","  150",",,X",,,"14.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-08-27","5.82",",,W"," 1604",",,X"," 1315",",,W","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"109",",,X","81",",,X","  360",",,X","  340",",,X",,,"14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-08-28","4.70",",,W"," 1852",",,X"," 1728",",,W","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"107",",,X","75",",,X","  130",",,X","  100",",,X",,,"13.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-08-29","4.25",",,W"," 1442",",,X"," 1824",",,W","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"107",",,X","75",",,X","   90",",,X","  120",",,X",,,"17.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-08-30","6.26",",,W"," 1832",",,X"," 0628",",,W","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"102",",,X","76",",,X","  140",",,X","  270",",,X",,,"17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-08-31","6.71",",,W"," 1830",",,X"," 1829",",,W","0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"101",",,X","75",",,X","  130",",,X","  130",",,X",,,"21.0",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-01","9.17",",,W"," 1751",",,X"," 2012",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"102",",,X","77",",,X","  130",",,X","  110",",,X",,,"17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-02","11.41",",,W"," 1819",",,X"," 1818",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"102",",,X","78",",,X","  100",",,X","  100",",,X",,,"23.0",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-03","17.22",",,W"," 1941",",,X"," 1933",",,W","0.05",",,X,2400","0.0",",,W","0.0",",,W",,,"96",",,X","75",",,X","   10",",,X","   10",",,X",,,"34.9",",,X","44.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-04","19.01",",,W"," 1317",",,X"," 1317",",,W","0.00","T,,X,2400","0.0",",,W","0.0",",,W",,,"89",",,X","75",",,X","   10",",,X","   10",",,X",,,"38.9",",,X","46.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-05","12.75",",,W"," 1229",",,X"," 1250",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"95",",,X","68",",,X","  330",",,X","  350",",,X",,,"25.9",",,X","36.0",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-06","3.58",",,W"," 1418",",,X"," 1417",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"94",",,X","59",",,X","  350",",,X","  350",",,X",,,"16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-07","4.92",",,W"," 1548",",,X"," 1547",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"94",",,X","59",",,X","   10",",,X","   10",",,X",,,"17.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-08","4.47",",,W"," 1433",",,X"," 1432",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"95",",,X","61",",,X","  350",",,X","  360",",,X",,,"19.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-09","4.92",",,W"," 1648",",,X"," 1647",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"98",",,X","62",",,X","  150",",,X","  140",",,X",,,"19.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-10","4.92",",,W"," 1724",",,X"," 1723",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"98",",,X","67",",,X","  150",",,X","  150",",,X",,,"17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-11","5.37",",,W"," 1732",",,X"," 1735",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"99",",,X","68",",,X","  140",",,X","  150",",,X",,,"23.0",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-12","5.37",",,W"," 1834",",,X"," 1833",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"101",",,X","71",",,X","  170",",,X","  160",",,X",,,"14.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-13","7.16",",,W"," 1751",",,X"," 1719",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"102",",,X","78",",,X","  160",",,X","  160",",,X",,,"17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-14","6.93",",,W"," 1800",",,X"," 1745",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"100",",,X","78",",,X","  160",",,X","  160",",,X",,,"17.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-15","7.16",",,W"," 2223",",,X"," 2221",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"97",",,X","77",",,X","   80",",,X","   80",",,X",,,"17.9",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-16","10.51",",,W"," 1743",",,X"," 1743",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"93",",,X","69",",,X","  140",",,X","  140",",,X",,,"19.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-17","5.59",",,W"," 1450",",,X"," 1449",",,W","0.51",",,X,2400","0.0",",,W","0.0",",,W",,,"91",",,X","73",",,X","  150",",,X","  150",",,X",,,"36.9",",,X","45.0",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-18","5.37",",,W"," 1043",",,X"," 1042",",,W","0.02",",,X,2400","0.0",",,W","0.0",",,W",,,"87",",,X","74",",,X","  160",",,X","  150",",,X",,,"15.0",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-19","4.47",",,W"," 0305",",,X"," 0305",",,W","0.41",",,X,2400","0.0",",,W","0.0",",,W",,,"88",",,X","66",",,X","  360",",,X","  360",",,X",,,"42.9",",,X","53.0",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-20","2.91",",,W"," 1746",",,X"," 1810",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"93",",,X","66",",,X","  150",",,X","  190",",,X",,,"15.0",",,X","17.0",",,X","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-21","3.36",",,W"," 1807",",,X"," 1723",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"94",",,X","66",",,X","  130",",,X","  120",",,X",,,"16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-22","3.36",",,W"," 1712",",,X"," 1249",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"95",",,X","70",",,X","   30",",,X","   20",",,X",,,"13.0",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-23","6.26",",,W"," 1414",",,X"," 1413",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"92",",,X","68",",,X","  330",",,X","  330",",,X",,,"16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-24","3.80",",,W"," 1748",",,X"," 1743",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"95",",,X","65",",,X","  150",",,X","  140",",,X",,,"15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-25","9.84",",,W"," 1152",",,X"," 1210",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"97",",,X","77",",,X","  220",",,X","  210",",,X",,,"17.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-26","6.93",",,W"," 1924",",,X"," 1923",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"97",",,X","76",",,X","  180",",,X","  170",",,X",,,"15.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-27","6.26",",,W"," 1913",",,X"," 1912",",,W","0.00","T,,X,2400","0.0",",,W","0.0",",,W",,,"97",",,X","77",",,X","  260",",,X","  250",",,X",,,"21.0",",,X","29.1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-28","4.03",",,W"," 1042",",,X"," 1041",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"97",",,X","72",",,X","  250",",,X","  240",",,X",,,"15.0",",,X","21.9",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-29","6.93",",,W"," 1540",",,X"," 1539",",,W","0.29",",,X,2400","0.0",",,W","0.0",",,W",,,"96",",,X","69",",,X","  340",",,X","  340",",,X",,,"47.0",",,X","55.0",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-09-30","6.71",",,W"," 1113",",,X"," 1334",",,W","0.00",",,X,2400","0.0",",,W","0.0",",,W",,,"91",",,X","66",",,X","   40",",,X","  360",",,X",,,"19.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-01","5.37",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"86",",,X","56",",,X","   80",",,X","  360",",,X",,,"17.0",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-02","4.25",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"87",",,X","54",",,X","  140",",,X","   40",",,X",,,"14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-03","4.92",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"85",",,X","55",",,X","  140",",,X","  110",",,X",,,"15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-04","4.92",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"85",",,X","54",",,X","  130",",,X","  130",",,X",,,"15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-05","6.93",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"87",",,X","56",",,X","  140",",,X","  140",",,X",,,"17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-06","12.75",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"91",",,X","64",",,X","  150",",,X","  140",",,X",,,"28.0",",,X","32.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-07","13.87",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"90",",,X","71",",,X","  140",",,X","  140",",,X",,,"25.9",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-08","14.99",",,W",,,,,"0.00","T,,X,2400","0.0",",,X","0.0",",,X",,,"91",",,X","70",",,X","  150",",,X","  130",",,X",,,"25.9",",,X","31.1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-09","8.28",",,W",,,,,"3.02",",,X,2400","0.0",",,X","0.0",",,X",,,"76",",,X","66",",,X","  310",",,X","  310",",,X",,,"23.9",",,X","28.0",",,X","    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-10","4.47",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"86",",,X","68",",,X","   50",",,X","  100",",,X",,,"13.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-11","2.01",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"89",",,X","65",",,X","  190",",,X","  170",",,X",,,"8.9",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-12","3.58",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"87",",,X","65",",,X","  340",",,X","  340",",,X",,,"14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-13","6.93",",,W",,,,,"0.01",",,X,2400","0.0",",,X","0.0",",,X",,,"87",",,X","64",",,X","  340",",,X","  350",",,X",,,"17.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-14","2.91",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"86",",,X","56",",,X","  130",",,X","   30",",,X",,,"12.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-15","3.13",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"87",",,X","58",",,X","  140",",,X","  140",",,X",,,"14.1",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-16","4.25",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"87",",,X","58",",,X","  150",",,X","  160",",,X",,,"14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-17","5.82",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"88",",,X","63",",,X","  160",",,X","  130",",,X",,,"15.0",",,X","21.0",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-18","15.21",",,W",,,,,"0.01",",,X,2400","0.0",",,X","0.0",",,X",,,"74",",,X","56",",,X","  330",",,X","  330",",,X",,,"32.0",",,X","38.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-19","10.96",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"73",",,X","51",",,X","  320",",,X","  340",",,X",,,"23.9",",,X","34.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-20","3.13",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"77",",,X","44",",,X","  150",",,X","  140",",,X",,,"16.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-21","6.93",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"84",",,X","55",",,X","  120",",,X","  120",",,X",,,"16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-22","6.71",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"85",",,X","58",",,X","  160",",,X","  160",",,X",,,"17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-23","3.58",",,W",,,,,"0.01",",,X,2400","0.0",",,X","0.0",",,X",,,"85",",,X","63",",,X","  210",",,X","  210",",,X",,,"14.1",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-24","4.03",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"88",",,X","65",",,X","  170",",,X","  260",",,X",,,"13.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-25","7.61",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"86",",,X","67",",,X","  140",",,X","  160",",,X",,,"17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-26","7.83",",,W",,,,,"0.00",",,X,2400","0.0",",,X","0.0",",,X",,,"86",",,X","64",",,X","  140",",,X","  150",",,X",,,"17.9",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2011-10-27","6.26",",,W",,,,,"0.22",",,X,2400","0.0",",,X","0.0",",,X",,,"87",",,X","57",",,X","  320",",,X","  310",",,X",,,"21.0",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
