"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-07","6.04",",,W"," 1726",",,X"," 1544",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"89",",,0","68",",,0","  120",",,X","   90",",,X","0.0",",,0","15.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-08","7.61",",,W"," 1436",",,X"," 1435",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"92",",,0","71",",,0","  130",",,X","  130",",,X","0.0",",,0","23.0",",,X","25.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-09","5.82",",,W"," 1722",",,X"," 1800",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"93",",,0","73",",,0","  120",",,X","  130",",,X","0.0",",,0","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-10","7.38",",,W"," 1742",",,X"," 1804",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"93",",,0","74",",,0","  130",",,X","  130",",,X","0.0",",,0","17.9",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-11","9.84",",,W"," 1517",",,X"," 1228",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"95",",,0","75",",,0","  110",",,X","  100",",,X","0.0",",,0","21.9",",,X","25.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-12","21.92",",,W"," 2352",",,X"," 1853",",,W","0.15",",,0,2400","0.0",",,0","0.0",",,0",,,"90",",,0","77",",,0","   10",",,X","   20",",,X","0.0",",,0","47.0",",,X","59.1",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-13",,," 9999",",X,X",,,"7.73",",,0,2400","0.0",",,0","0.0",",,0",,,"82",",,0","75",",,0",,,,,"0.0",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-14","14.32",",,W"," 0554",",,X",,,"4.11",",,0,2400","0.0",",,0","0.0",",,0",,,"79",",,0","72",",,0","  360",",,Z",,,"0.0",",,0","14.1",",,Z",,,"    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-15","11.18",",,W"," 1506",",,X"," 1452",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"81",",,0","64",",,0","   10",",,X","  360",",,X","0.0",",,0","17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-16","6.93",",,W"," 1450",",,X"," 1000",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"79",",,0","62",",,0","   10",",,X","   30",",,X","0.0",",,0","16.1",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-17","5.59",",,W"," 1144",",,X"," 1143",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"79",",,0","60",",,0","   10",",,X","   10",",,X","0.0",",,0","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-18","6.04",",,W"," 1312",",,X"," 1054",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0",,,"81",",,0","66",",,0","   60",",,X","   20",",,X","0.0",",,0","13.0",",,X","17.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-19","4.47",",,W"," 1906",",,X"," 1449",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"85",",,0","64",",,0","  130",",,X","  100",",,X","0.0",",,0","12.1",",,X","15.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-20","4.03",",,W"," 1612",",,X"," 1603",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"88",",,0","68",",,0","   40",",,X","  100",",,X","0.0",",,0","13.0",",,X","16.1",",,X","    1",",,W","    1",",,X",,,,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-21","6.49",",,W"," 1224",",,X"," 1234",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"87",",,0","69",",,0","   90",",,X","  100",",,X","0.0",",,0","16.1",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-22","7.16",",,W"," 1602",",,X"," 1556",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"88",",,0","69",",,0","  110",",,X","  100",",,X","0.0",",,0","15.0",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-23","7.61",",,W"," 1325",",,X"," 1352",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"88",",,0","69",",,0","  110",",,X","   80",",,X","0.0",",,0","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-24","8.28",",,W"," 1428",",,X"," 1552",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0",,,"89",",,0","71",",,0","   50",",,X","   30",",,X","0.0",",,0","17.0",",,X","23.9",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-25","6.71",",,W"," 1412",",,X"," 1227",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"86",",,0","65",",,0","   40",",,X","   40",",,X","0.0",",,0","17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-26","5.37",",,W"," 1523",",,X"," 1522",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"88",",,0","63",",,0","   10",",,X","   10",",,X","0.0",",,0","15.0",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-27","3.36",",,W"," 1143",",,X"," 1109",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"87",",,0","60",",,0","   10",",,X","   20",",,X","0.0",",,0","13.0",",,X","16.1",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-28","4.47",",,W"," 1507",",,X"," 1333",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"88",",,0","60",",,0","   70",",,X","   10",",,X","0.0",",,0","14.1",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-29","4.92",",,W"," 1551",",,X"," 1447",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"88",",,0","60",",,0","   10",",,X","   20",",,X","0.0",",,0","14.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-09-30","5.37",",,W"," 1513",",,X"," 1512",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"90",",,0","61",",,0","  320",",,X","  320",",,X","0.0",",,0","15.0",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-01","5.14",",,W"," 1633",",,X"," 1458",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"85",",,0","60",",,0","   20",",,X","   10",",,X","0.0",",,0","13.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-02","3.58",",,W"," 1851",",,X"," 1851",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"88",",,0","55",",,0","  140",",,X","  140",",,X","0.0",",,0","10.1",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-03","5.59",",,W"," 1750",",,X"," 1755",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"89",",,0","59",",,0","  150",",,X","  150",",,X","0.0",",,0","17.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-04","6.93",",,W"," 1545",",,X"," 1338",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"87",",,0","64",",,0","  130",",,X","  140",",,X","0.0",",,0","19.9",",,X","25.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-05","8.50",",,W"," 1314",",,X"," 1351",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"85",",,0","62",",,0","  120",",,X","  130",",,X","0.0",",,0","21.0",",,X","25.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-06","8.72",",,W"," 1404",",,X"," 1403",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"90",",,0","71",",,0","  140",",,X","  140",",,X","0.0",",,0","19.9",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-07","7.16",",,W"," 0611",",,X"," 0609",",,W","1.10",",,0,2400","0.0",",,0","0.0",",,0",,,"86",",,0","62",",,0","  310",",,X","  300",",,X","0.0",",,0","19.9",",,X","25.1",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-08","6.26",",,W"," 1615",",,X"," 1445",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"83",",,0","56",",,0","   10",",,X","  360",",,X","0.0",",,0","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-09","3.80",",,W"," 1856",",,X"," 1709",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"82",",,0","54",",,0","  120",",,X","  140",",,X","0.0",",,0","10.1",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-10","5.37",",,W"," 1503",",,X"," 1502",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"84",",,0","60",",,0","  100",",,X","  100",",,X","0.0",",,0","16.1",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-11","6.93",",,W"," 1403",",,X"," 1740",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"84",",,0","65",",,0","  100",",,X","  150",",,X","0.0",",,0","16.1",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-12","9.17",",,W"," 1712",",,X"," 1655",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"85",",,0","66",",,0","  140",",,X","  150",",,X","0.0",",,0","17.9",",,X","21.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-13","8.50",",,W"," 1605",",,X"," 1604",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"87",",,0","69",",,0","  110",",,X","  110",",,X","0.0",",,0","16.1",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-14","10.74",",,W"," 1602",",,X"," 1602",",,W","0.05",",,0,2400","0.0",",,0","0.0",",,0",,,"87",",,0","73",",,0","  140",",,X","  140",",,X","0.0",",,0","19.9",",,X","21.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-15","7.61",",,W"," 1403",",,X"," 1401",",,W","3.59",",,0,2400","0.0",",,0","0.0",",,0",,,"85",",,0","73",",,0","  100",",,X","  110",",,X","0.0",",,0","23.9",",,X","29.1",",,X","    1",",,0","    1",",,X","    1",",,X",,,"    1",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-16","8.95",",,W"," 0649",",,X"," 0649",",,W","0.23",",,0,2400","0.0",",,0","0.0",",,0",,,"77",",,0","65",",,0","  340",",,X","  340",",,X","0.0",",,0","16.1",",,X","17.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-17","6.04",",,W"," 1523",",,X"," 1522",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"72",",,0","63",",,0","  350",",,X","  360",",,X","0.0",",,0","12.1",",,X","14.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-18","2.91",",,W"," 1200",",,X"," 1200",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"80",",,0","56",",,0","   10",",,X","   10",",,X","0.0",",,0","13.0",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-19","5.14",",,W"," 1027",",,X"," 1202",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"78",",,0","55",",,0","  110",",,X","   60",",,X","0.0",",,0","12.1",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-20","3.36",",,W"," 1557",",,X"," 1505",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"81",",,0","55",",,0","   90",",,X","   70",",,X","0.0",",,0","12.1",",,X","16.1",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-21","4.03",",,W"," 1837",",,X"," 1830",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"82",",,0","59",",,0","  150",",,X","  130",",,X","0.0",",,0","12.1",",,X","14.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-22","8.72",",,W"," 1623",",,X"," 1622",",,W","3.70",",,0,2400","0.0",",,0","0.0",",,0",,,"84",",,0","60",",,0","  260",",,X","  280",",,X","0.0",",,0","25.9",",,X","34.9",",,X","    1",",,X",,,"    1",",,X",,,"    1",",,0",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-23","9.84",",,W"," 0348",",,X"," 0344",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0",,,"70",",,0","51",",,0","  360",",,X","   10",",,X","0.0",",,0","23.0",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-24","1.79",",,W"," 1339",",,X"," 2137",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"78",",,0","46",",,0","  250",",,X","  190",",,X","0.0",",,0","8.1",",,X","8.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-25","2.01",",,W"," 2013",",,X"," 2354",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"81",",,0","50",",,0","  170",",,X","  190",",,X","0.0",",,0","6.9",",,X","8.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-26","1.12",",,W"," 1027",",,X"," 1437",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"84",",,0","52",",,0","  180",",,X","  160",",,X","0.0",",,0","8.9",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-27","12.97",",,W"," 0916",",,X"," 0915",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"67",",,0","46",",,0","   10",",,X","   10",",,X","0.0",",,0","25.9",",,X","32.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-28","3.13",",,W"," 0959",",,X"," 0959",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"67",",,0","40",",,0","   50",",,X","   50",",,X","0.0",",,0","12.1",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-29","2.68",",,W"," 1720",",,X"," 1719",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"73",",,0","42",",,0","  130",",,X","  120",",,X","0.0",",,0","12.1",",,X","14.1",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-30","6.49",",,W"," 1641",",,X"," 1356",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"78",",,0","48",",,0","  130",",,X","  140",",,X","0.0",",,0","16.1",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-10-31","4.92",",,W"," 1654",",,X"," 1829",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"80",",,0","56",",,0","  150",",,X","  150",",,X","0.0",",,0","14.1",",,X","15.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-11-01","3.13",",,W"," 1826",",,X"," 1826",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"81",",,0","56",",,0","  120",",,X","  120",",,X","0.0",",,0","10.1",",,X","13.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-11-02","5.14",",,W"," 1905",",,X"," 1610",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"79",",,0","56",",,0","  140",",,X","  130",",,X","0.0",",,0","13.0",",,X","16.1",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-11-03","5.82",",,W"," 1422",",,X"," 1321",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"78",",,0","53",",,0","  110",",,X","  130",",,X","0.0",",,0","15.0",",,X","17.9",",,X","    1",",,W","    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-11-04","6.71",",,W"," 1548",",,X"," 1147",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"77",",,0","53",",,0","  140",",,X","  150",",,X","0.0",",,0","15.0",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-11-05","8.28",",,W"," 0955",",,X"," 0955",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"84",",,0","60",",,0","  160",",,X","  160",",,X","0.0",",,0","21.0",",,X","25.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-11-06","5.14",",,W"," 1232",",,X"," 1232",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0",,,"79",",,0","66",",,0","  280",",,X","  280",",,X","0.0",",,0","15.0",",,X","17.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,"    1",",,X"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-11-07","5.14",",,W"," 1132",",,X"," 1137",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"75",",,0","48",",,0","   20",",,X","   50",",,X","0.0",",,0","17.9",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-11-08","2.46",",,W"," 1207",",,X"," 1337",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"77",",,0","43",",,0","  300",",,X","  250",",,X","0.0",",,0","14.1",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2008-11-09","7.38",",,W"," 1631",",,X"," 1453",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"76",",,0","46",",,0","  140",",,X","  130",",,X","0.0",",,0","16.1",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
