"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-08","4.25",",,X"," 2008",",,X"," 1512",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","75",",,W","85",",,0","64",",,0","    0",",,W","  110",",,X","   30",",,X","0.0",",,0","10.1",",,X","14.1",",,X","    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-09","2.91",",,X"," 1616",",,X"," 1518",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","74",",,W","84",",,0","63",",,0","    0",",,W","  180",",,X","  120",",,X","0.0",",,0","12.1",",,X","17.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-10","5.59",",,X"," 1346",",,X"," 1253",",,W","0.73",",,0,2400","0.0",",,0","0.0",",,0","73",",,W","84",",,0","62",",,0","    0",",,W","  160",",,X","  130",",,X","0.0",",,0","17.9",",,X","23.0",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-11","4.25",",,X"," 1407",",,X"," 1406",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","74",",,W","84",",,0","64",",,0",,,"  180",",,X","  180",",,X","0.0",",,0","17.0",",,X","21.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-12","4.47",",,X"," 1957",",,X"," 1959",",,W","0.06",",,0,2400","0.0",",,0","0.0",",,0","74",",,W","85",",,0","62",",,0",,,"   70",",,X","   60",",,X","0.0",",,0","23.0",",,X","25.9",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-13","2.68",",,X"," 1609",",,X"," 0457",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","75",",,W","86",",,0","63",",,0",,,"   80",",,X","  350",",,X","0.0",",,0","12.1",",,X","29.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-14","4.03",",,X"," 1740",",,X"," 1732",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","76",",,W","87",",,0","64",",,0",,,"  130",",,X","  130",",,X","0.0",",,0","13.0",",,X","15.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-15","6.26",",,X"," 1049",",,X"," 1049",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","74",",,W","86",",,0","61",",,0",,,"  150",",,X","  160",",,X","0.0",",,0","16.1",",,X","21.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-16","8.05",",,X"," 1644",",,X"," 1420",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","77",",,W","88",",,0","66",",,0","    0",",,W","  150",",,X","  150",",,X","0.0",",,0","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-17","9.62",",,X"," 1438",",,X"," 1554",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","78",",,W","87",",,0","69",",,0",,,"  140",",,X","  140",",,X","0.0",",,0","17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-18","8.05",",,X"," 1706",",,X"," 1611",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","79",",,W","89",",,0","69",",,0",,,"  150",",,X","  140",",,X","0.0",",,0","17.9",",,X","23.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-19","5.37",",,X"," 1135",",,X"," 1332",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","78",",,W","89",",,0","67",",,0",,,"  160",",,X","  170",",,X","0.0",",,0","13.0",",,X","16.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-20","8.50",",,X"," 1924",",,X"," 2300",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","82",",,W","91",",,0","72",",,0",,,"  180",",,X","  170",",,X","0.0",",,0","17.9",",,X","25.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-21","9.40",",,X"," 1736",",,X"," 1736",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","78",",,W","91",",,0","65",",,0","    0",",,W","  330",",,X","  330",",,X","0.0",",,0","19.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-22","7.61",",,X"," 1112",",,X"," 1041",",,W","0.02",",,0,2400","0.0",",,0","0.0",",,0","70",",,W","84",",,0","56",",,0","    0",",,W","   40",",,X","   10",",,X","0.0",",,0","17.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-23","5.37",",,X"," 1535",",,X"," 1534",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","70",",,W","88",",,0","52",",,0","    0",",,W","  230",",,X","  210",",,X","0.0",",,0","13.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-24","5.14",",,X"," 2055",",,X"," 2054",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","76",",,W","90",",,0","62",",,0","    0",",,W","  180",",,X","  180",",,X","0.0",",,0","13.0",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-25","6.26",",,X"," 0255",",,X"," 0259",",,W","0.04",",,0,2400","0.0",",,0","0.0",",,0","76",",,W","87",",,0","65",",,0",,,"  280",",,X","  290",",,X","0.0",",,0","19.9",",,X","23.9",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-26","3.80",",,X"," 1606",",,X"," 1555",",,W","0.74",",,0,2400","0.0",",,0","0.0",",,0","76",",,W","87",",,0","65",",,0",,,"  210",",,X","  200",",,X","0.0",",,0","28.0",",,X","38.9",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-27","7.61",",,X"," 1628",",,X"," 2109",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","78",",,W","90",",,0","66",",,0",,,"  160",",,X","  160",",,X","0.0",",,0","16.1",",,X","19.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-28","9.62",",,X"," 1117",",,X"," 1229",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","82",",,W","90",",,0","73",",,0","    0",",,W","  180",",,X","  190",",,X","0.0",",,0","17.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-29","8.72",",,X"," 1457",",,X"," 1739",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","80",",,W","90",",,0","70",",,0","    0",",,W","  140",",,X","  130",",,X","0.0",",,0","19.9",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-30","9.17",",,X"," 1632",",,X"," 1428",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","84",",,W","92",",,0","76",",,0","    0",",,W","  150",",,X","  150",",,X","0.0",",,0","17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-05-31","5.59",",,X"," 1204",",,X"," 1157",",,W","0.02",",,0,2400","0.0",",,0","0.0",",,0","79",",,W","85",",,0","72",",,0",,,"  160",",,X","  150",",,X","0.0",",,0","21.9",",,X","30.0",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-01","2.68",",,X"," 1945",",,X"," 1507",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","80",",,W","92",",,0","68",",,0",,,"  170",",,X","  360",",,X","0.0",",,0","12.1",",,X","16.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-02","7.16",",,X"," 2214",",,X"," 1505",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","85",",,W","94",",,0","75",",,0",,,"  170",",,X","  170",",,X","0.0",",,0","15.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-03","10.29",",,X"," 1818",",,X"," 1705",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","84",",,W","93",",,0","74",",,0",,,"  150",",,X","  150",",,X","0.0",",,0","21.0",",,X","25.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-04","11.41",",,X"," 1124",",,X"," 1123",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0","85",",,W","91",",,0","78",",,0",,,"  160",",,X","  160",",,X","0.0",",,0","25.9",",,X","34.9",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-05","12.53",",,X"," 2109",",,X"," 2113",",,W","5.33",",,0,2400","0.0",",,0","0.0",",,0","76",",,W","80",",,0","71",",,0",,,"   10",",,X","  360",",,X","0.0",",,0","23.9",",,X","32.0",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-06","6.71",",,X"," 0154",",,X"," 0132",",,W","0.03",",,0,2400","0.0",",,0","0.0",",,0","79",",,W","86",",,0","71",",,0","    0",",,W","  220",",,X","  220",",,X","0.0",",,0","15.0",",,X","21.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-07","7.16",",,X"," 1610",",,X"," 1609",",,W","0.07",",,0,2400","0.0",",,0","0.0",",,0","79",",,W","83",",,0","74",",,0","    0",",,W","  270",",,X","  270",",,X","0.0",",,0","14.1",",,X","17.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-08","11.41",",,X"," 2249",",,X"," 1900",",,W","8.13",",,0,2400","0.0",",,0","0.0",",,0","81",",,W","89",",,0","72",",,0","    0",",,W","   80",",,X","  120",",,X","0.0",",,0","30.0",",,X","38.0",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-09","11.18",",,X"," 0035",",,X"," 0034",",,W","2.92",",,0,2400","0.0",",,0","0.0",",,0","76",",,W","79",",,0","72",",,0","    0",",,W","  110",",,X","  110",",,X","0.0",",,0","29.1",",,X","32.0",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-10","6.04",",,X"," 1402",",,X"," 1401",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","80",",,W","87",",,0","72",",,0",,,"   30",",,X","   20",",,X","0.0",",,0","16.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-11","2.46",",,X"," 1846",",,X"," 1845",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","82",",,W","93",",,0","70",",,0",,,"  100",",,X","  130",",,X","0.0",",,0","8.1",",,X","15.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-12","6.49",",,X"," 1749",",,X"," 1749",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","83",",,W","94",",,0","72",",,0",,,"  130",",,X","  130",",,X","0.0",",,0","17.0",",,X","21.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-13","10.74",",,X"," 1532",",,X"," 1726",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","85",",,W","92",",,0","77",",,0",,,"  150",",,X","  140",",,X","0.0",",,0","21.9",",,X","28.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-14","12.30",",,X"," 1758",",,X"," 1742",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","86",",,W","92",",,0","80",",,0",,,"  140",",,X","  150",",,X","0.0",",,0","21.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-15","6.49",",,X"," 0341",",,X"," 0329",",,W","1.31",",,0,2400","0.0",",,0","0.0",",,0","78",",,W","89",",,0","67",",,0",,,"   20",",,X","   10",",,X","0.0",",,0","23.9",",,X","33.1",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-16","3.13",",,X"," 1004",",,X"," 1001",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","81",",,W","92",",,0","70",",,0",,,"  150",",,X","  150",",,X","0.0",",,0","10.1",",,X","14.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-17","3.58",",,X"," 1014",",,X"," 0442",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","81",",,W","91",",,0","70",",,0",,,"   80",",,X","  350",",,X","0.0",",,0","12.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-18","4.70",",,X"," 1817",",,X"," 1705",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","79",",,W","91",",,0","67",",,0",,,"  130",",,X","  150",",,X","0.0",",,0","14.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-19","3.13",",,X"," 1728",",,X"," 1710",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","79",",,W","91",",,0","67",",,0",,,"  130",",,X","  130",",,X","0.0",",,0","14.1",",,X","17.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-20","4.03",",,X"," 1424",",,X"," 1418",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","80",",,W","90",",,0","69",",,0",,,"  140",",,X","  120",",,X","0.0",",,0","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-21","4.47",",,X"," 1558",",,X"," 1558",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","82",",,W","92",",,0","71",",,0",,,"  150",",,X","  150",",,X","0.0",",,0","17.9",",,X","21.0",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-22","4.70",",,X"," 0017",",,X"," 0017",",,W","0.08",",,0,2400","0.0",",,0","0.0",",,0","80",",,W","91",",,0","68",",,0",,,"  280",",,X","  270",",,X","0.0",",,0","21.9",",,X","28.0",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-23","3.13",",,X"," 1719",",,X"," 0933",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","79",",,W","90",",,0","68",",,0","    0",",,W","   40",",,X","   20",",,X","0.0",",,0","13.0",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-24","4.92",",,X"," 1548",",,X"," 1711",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","79",",,W","90",",,0","67",",,0",,,"   80",",,X","   30",",,X","0.0",",,0","16.1",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-25","6.71",",,X"," 1712",",,X"," 1449",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","79",",,W","90",",,0","67",",,0",,,"  100",",,X","   30",",,X","0.0",",,0","16.1",",,X","21.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-26","4.03",",,X"," 1502",",,X"," 1502",",,W","0.55",",,0,2400","0.0",",,0","0.0",",,0","82",",,W","93",",,0","70",",,0",,,"  170",",,X","  160",",,W","0.0",",,0","36.9",",,X","53.0",",,W","    1",",,0",,,"    1",",,0",,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-27","4.25",",,X"," 1849",",,X"," 2022",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","81",",,W","92",",,0","70",",,0",,,"   20",",,X","  220",",,X","0.0",",,0","16.1",",,X","25.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-28","5.59",",,X"," 1745",",,X"," 1744",",,W","0.69",",,0,2400","0.0",",,0","0.0",",,0","82",",,W","93",",,0","70",",,0",,,"   80",",,W","   90",",,W","0.0",",,0","38.0",",,W","49.0",",,W",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-29","4.47",",,X"," 1423",",,X"," 1422",",,W","0.02",",,0,2400","0.0",",,0","0.0",",,0","80",",,W","90",",,0","70",",,0",,,"  130",",,X","  130",",,X","0.0",",,0","21.9",",,X","25.1",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-06-30","6.26",",,X"," 1552",",,X"," 1551",",,W","0.07",",,0,2400","0.0",",,0","0.0",",,0","81",",,W","91",",,0","71",",,0",,,"  130",",,X","  140",",,X","0.0",",,0","15.0",",,X","17.9",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-07-01","5.59",",,X"," 1054",",,X"," 1053",",,W","0.09",",,0,2400","0.0",",,0","0.0",",,0","79",",,W","87",",,0","71",",,0",,,"  160",",,X","  160",",,X","0.0",",,0","25.9",",,X","31.1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-07-02","3.58",",,X"," 1640",",,X"," 1638",",,W","1.13",",,0,2400","0.0",",,0","0.0",",,0","80",",,W","91",",,0","68",",,0",,,"  110",",,X","  110",",,X","0.0",",,0","19.9",",,X","25.1",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-07-03","3.80",",,X"," 1937",",,X"," 2016",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","80",",,W","91",",,0","69",",,0","    0",",,W","   70",",,X","  340",",,X","0.0",",,0","19.9",",,X","31.1",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-07-04","2.68",",,X"," 1605",",,X"," 1727",",,W","0.03",",,0,2400","0.0",",,0","0.0",",,0","82",",,W","92",",,0","71",",,0","    0",",,W","  170",",,X","   70",",,X","0.0",",,0","14.1",",,X","16.1",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-07-05","3.80",",,X"," 1942",",,X"," 1941",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","84",",,W","94",",,0","73",",,0",,,"  160",",,X","  160",",,X","0.0",",,0","12.1",",,X","14.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-07-06","3.13",",,X"," 1812",",,X"," 1811",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","85",",,W","94",",,0","75",",,0",,,"  130",",,X","  130",",,X","0.0",",,0","14.1",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-07-07","4.03",",,X"," 1530",",,X"," 1529",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","84",",,W","93",",,0","74",",,0",,,"  180",",,X","  170",",,X","0.0",",,0","17.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
