"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WV03"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-11","4.70"," 1624"," 1626","0.00","0.0","0.0","89","99","79","    0","  150","  160","0.0","19.9","21.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-12","6.26"," 1714"," 1741","0.00","0.0","0.0","90","100","80",,"  160","  160","0.0","15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-13","5.82"," 0818"," 1204","0.00","0.0","0.0","91","100","81",,"  230","  180","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-14","2.68"," 1716"," 1716","0.01","0.0","0.0","90","102","77",,"  310","  310","0.0","15.0","17.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-15","6.71"," 0742"," 0923","0.00","0.0","0.0","87","100","74",,"   90","   40","0.0","17.9","21.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-16","4.70"," 1657"," 1209","0.00","0.0","0.0","84","98","70","    0","  110","   50","0.0","14.1","23.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-17","5.14"," 1544"," 1542","0.00","0.0","0.0","86","97","74","    0","  110","  110","0.0","17.0","19.9","    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-18","2.46"," 1817"," 1816","0.00","0.0","0.0","86","98","73",,"  170","  170","0.0","13.0","16.1","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-19","4.47"," 1739"," 1739","0.00","0.0","0.0","89","103","75","    0","  160","  160","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-20","4.25"," 1618"," 1619","0.23","0.0","0.0","92","105","78",,"  100","  100","0.0","31.1","38.9",,,"    1",,,,,,,,,,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-21","6.26"," 1546"," 1545","0.00","0.0","0.0","87","98","75",,"  140","  150","0.0","19.9","23.0","    1",,,,,,,,,,,,,,,,"    1",
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-22","8.72"," 1403"," 1431","0.00","0.0","0.0","87","97","77",,"  140","  130","0.0","21.0","25.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-23","5.14"," 1026"," 1026","0.25","0.0","0.0","84","91","77","    0","  160","  160","0.0","17.0","23.0",,,"    1",,,,,,,,,,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-24","3.13"," 1300"," 1300","0.00","0.0","0.0","84","93","75","    0","  140","  140","0.0","13.0","15.0",,,"    1",,,,,,,,,,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-25","3.80"," 1842"," 1842","0.00","0.0","0.0","87","99","75","    0","  160","  160","0.0","13.0","16.1",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-26","4.92"," 1759"," 1759","0.00","0.0","0.0","88","100","75",,"  160","  160","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-27","5.59"," 1531"," 1530","0.00","0.0","0.0","89","100","78",,"   70","   80","0.0","21.9","29.1",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-28","2.46"," 1522"," 1521","0.00","0.0","0.0","86","98","74",,"  140","  150","0.0","15.0","17.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-29","3.13"," 1205"," 1205","0.00","0.0","0.0","85","98","72",,"  300","  310","0.0","16.1","19.9",,,"    1",,,,,,,,,,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-30","3.80"," 1515"," 1515","0.00","0.0","0.0","87","101","72","    0","   30","   40","0.0","14.1","17.9",,,,,,,,"    1",,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-08-31","4.25"," 1520"," 1447","0.00","0.0","0.0","85","98","71","    0","  140","  100","0.0","28.0","36.9","    1",,"    1",,,,,"    1",,"    1","    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-01","6.26"," 1503"," 1732","0.27","0.0","0.0","78","86","70","    0","  100","   20","0.0","19.9","23.9","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-02","4.47"," 1554"," 1426","0.00","0.0","0.0","84","94","73","    0","  140","  160","0.0","14.1","19.9","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-03","5.82"," 1419"," 1419","0.00","0.0","0.0","85","96","73",,"  130","  120","0.0","19.9","21.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-04","5.37"," 1303"," 1302","0.00","0.0","0.0","85","96","74",,"  150","  140","0.0","25.1","32.0",,,"    1",,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-05","4.25"," 1543"," 1531","0.00","0.0","0.0","85","98","72",,"  130","  140","0.0","19.9","23.0","    1","    1",,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-06","4.25"," 1608"," 1608","0.00","0.0","0.0","84","97","70","    0","  140","  140","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-07","5.59"," 1320"," 1319","0.00","0.0","0.0","84","97","71","    0","  130","  130","0.0","25.1","29.1",,,"    1",,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-08","4.70"," 1746"," 1745","0.00","0.0","0.0","86","98","74",,"   30","   50","0.0","28.0","33.1",,,"    1",,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-09","4.25"," 1440"," 1608","0.00","0.0","0.0","83","96","70","    0","   30","   10","0.0","15.0","17.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-10","6.04"," 0824"," 0824","0.00","0.0","0.0","81","93","68",,"  120","  110","0.0","15.0","17.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-11","5.82"," 1726"," 1726","0.00","0.0","0.0","81","95","66",,"  110","  120","0.0","17.9","21.0","    1",,,,,,,,,,,,,,,,"    1",
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-12","5.59"," 1607"," 1532","0.00","0.0","0.0","82","95","69",,"  120","  120","0.0","15.0","19.9","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-13","7.38"," 1802"," 1638","0.00","0.0","0.0","82","95","68","    0","  360","   50","0.0","16.1","34.0","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-14","6.71"," 1658"," 1323","0.00","0.0","0.0","80","91","69","    0","   70","  240","0.0","15.0","29.1",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-15","6.26"," 1700"," 2005","0.00","0.0","0.0","78","93","63","    0","   10","   40","0.0","15.0","25.1",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-16","4.92"," 0919"," 1547","0.00","0.0","0.0","75","93","56",,"   80","   10","0.0","15.0","25.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-17","5.59"," 0904"," 1324","0.00","0.0","0.0","77","92","61",,"   70","   60","0.0","16.1","21.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-18","3.58"," 1515"," 1536","0.00","0.0","0.0","75","91","58",,"   40","  130","0.0","13.0","21.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-19","3.36"," 1413"," 1531","0.00","0.0","0.0","77","95","58",,"   30","   40","0.0","11.0","15.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-20","3.80"," 1526"," 1515","0.00","0.0","0.0","80","99","60","    0","   20","   50","0.0","14.1","23.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-21","9.84"," 1637"," 1636","0.00","0.0","0.0","74","87","61","    0","   10","   20","0.0","19.9","25.1",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-22","5.59"," 1502"," 1016","0.00","0.0","0.0","68","82","53",,"   20","  350","0.0","14.1","21.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-23","3.80"," 1811"," 1530","0.00","0.0","0.0","67","85","49","    0","  120","  130","0.0","11.0","14.1",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-24","5.37"," 1747"," 1620","0.00","0.0","0.0","70","89","50",,"  120","  110","0.0","17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-25","6.93"," 1047"," 1045","0.00","0.0","0.0","75","87","63",,"  160","  150","0.0","17.9","23.9",,,,,,,,,,,,,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-26","7.61"," 1422"," 1154","0.00","0.0","0.0","79","92","66","    0","  120","  130","0.0","21.0","28.0","    1",,,,,,,,,,,,,,,,"    1",
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-27","7.16"," 1101"," 1100","0.09","0.0","0.0","78","89","66","    0","  140","  140","0.0","28.0","33.1","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-28","7.16"," 1407"," 1403","0.00","0.0","0.0","79","89","69","    0","  150","  140","0.0","17.0","21.0","    1","    1",,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-29","7.61"," 0223"," 0222","1.00","0.0","0.0","67","77","56","    0","  320","  320","0.0","19.9","25.1","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-30","3.36"," 1047"," 1819","0.00","0.0","0.0","66","80","52",,"  100","  100","0.0","13.0","23.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-01","4.03"," 1830"," 2014","0.00","0.0","0.0","65","81","49",,"  130","  200","0.0","13.0","16.1",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-02","5.59"," 1731"," 1357","0.00","0.0","0.0","72","88","56",,"  120","  130","0.0","13.0","17.9","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-03","6.93"," 1656"," 1527","0.00","0.0","0.0","81","91","70","    0","  120","   40","0.0","15.0","21.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-04","7.16"," 1458"," 1458","0.00","0.0","0.0","79","90","68","    0","   20","   30","0.0","17.0","23.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-05","7.16"," 1426"," 1806","0.00","0.0","0.0","73","85","61","    0","  350","  130","0.0","17.0","34.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-06","4.92"," 1011"," 0939","0.00","0.0","0.0","67","85","48","    0","   50","   60","0.0","14.1","21.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-07","3.58"," 1837"," 1825","0.00","0.0","0.0","68","86","50",,"   90","  100","0.0","14.1","17.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-08","6.71"," 1631"," 1630","0.01","0.0","0.0","77","90","64",,"   70","   70","0.0","14.1","16.1","    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-09","5.59"," 1441"," 1440","0.00","0.0","0.0","79","89","68",,"  120","  120","0.0","15.0","17.0","    1","    1",,,,,,"    1",,,"    1","    1",,"    1",,,,
